herb_type,habitat,emmean,SE,df,lower.CL,upper.CL
chewing,forest,304.36027391713327,15.150099329652933,71,274.1518338365693,334.5687139976972
mining,forest,102.51275853869308,15.150099329595843,71,72.30431845824299,132.72119861914317
chewing,savanna,16.87063621773342,8.01667903281463,71,0.8858322281056079,32.855440207361234
mining,savanna,8.492002173908844,8.016679032818201,71,-7.492801815726091,24.476806163543777
chewing,thicket,100.05906356587366,15.150099329625013,71,69.85062348536542,130.2675036463819
mining,thicket,38.318613980006006,15.150099329616577,71,8.110173899514578,68.52705406049743
