species,site,leaf_age,herbivory_type,side,habitat,individual,herbivory_percentage_median,herbivory_percentage_mean
DIC_CIN,S11,old,chew_perc,up,Savanna,1,0,0.5726911977045455
DIC_CIN,S19,old,sap_min_perc,up,Savanna,1,0,0
DIC_CIN,S19,old,sap_min_perc,up,Savanna,2,0,0
DIC_CIN,S19,old,chew_perc,up,Savanna,1,0,0.05720823797826087
DIC_CIN,S19,old,chew_perc,up,Savanna,2,0,3.355784871904762
DIC_CIN,S20,old,sap_min_perc,up,Savanna,1,0,0
DIC_CIN,S20,old,sap_min_perc,up,Savanna,2,0,0
DIC_CIN,S20,old,chew_perc,up,Savanna,1,0,0.047614088066666664
DIC_CIN,S20,old,chew_perc,up,Savanna,2,0,0.07873833383636364
DIC_CIN,S21,old,sap_min_perc,up,Savanna,1,0,0
DIC_CIN,S21,old,sap_min_perc,up,Savanna,2,0,0
DIC_CIN,S21,old,chew_perc,up,Savanna,1,0,0.009791230509090908
DIC_CIN,S21,old,chew_perc,up,Savanna,2,0,0.005081300825
DIC_CIN,S22,old,sap_min_perc,up,Savanna,1,0,0.9465863592142858
DIC_CIN,S22,old,sap_min_perc,up,Savanna,2,0,0.2985987173018868
DIC_CIN,S22,old,chew_perc,up,Savanna,1,0,0.0026752274047619046
DIC_CIN,S22,old,chew_perc,up,Savanna,2,0,0.09052013796226414
DIC_CIN,S30,old,sap_min_perc,up,Savanna,1,0,0
DIC_CIN,S30,old,sap_min_perc,up,Savanna,2,0,0
DIC_CIN,S30,old,chew_perc,up,Savanna,1,0,0.773177036325
DIC_CIN,S30,old,chew_perc,up,Savanna,2,0,1.6411085971500001
DIC_CIN,S49,old,sap_min_perc,up,Savanna,1,0,0.11368894175609756
DIC_CIN,S49,old,sap_min_perc,up,Savanna,2,0,1.3841949896153847
DIC_CIN,S49,old,sap_min_perc,up,Savanna,3,0,3.139052898918919
DIC_CIN,S49,old,chew_perc,up,Savanna,1,0,0
DIC_CIN,S49,old,chew_perc,up,Savanna,2,0,0
DIC_CIN,S49,old,chew_perc,up,Savanna,3,0,0
DIC_CIN,S5,old,sap_min_perc,up,Savanna,1,0,0
DIC_CIN,S5,old,sap_min_perc,up,Savanna,2,0,0
DIC_CIN,S5,old,sap_min_perc,up,Savanna,3,0,0
DIC_CIN,S5,old,chew_perc,up,Savanna,1,0,3.256794934
DIC_CIN,S5,old,chew_perc,up,Savanna,2,4.84375,5.269461111076923
DIC_CIN,S5,old,chew_perc,up,Savanna,3,0,1.9011258996
DIC_CIN,S50,old,sap_min_perc,up,Savanna,1,0,0
DIC_CIN,S50,old,sap_min_perc,up,Savanna,2,0,0
DIC_CIN,S50,old,sap_min_perc,up,Savanna,3,0,0
DIC_CIN,S50,old,chew_perc,up,Savanna,1,0,4.8354678529354835
DIC_CIN,S50,old,chew_perc,up,Savanna,2,0,0
DIC_CIN,S50,old,chew_perc,up,Savanna,3,0,0.16025641025
DIC_CIN,S52,old,sap_min_perc,up,Savanna,1,0,0
DIC_CIN,S52,old,sap_min_perc,up,Savanna,2,0,0
DIC_CIN,S52,old,chew_perc,up,Savanna,1,0,0
DIC_CIN,S52,old,chew_perc,up,Savanna,2,0,0.04893878636585366
DIC_CIN,S58,old,sap_min_perc,up,Savanna,1,0,0.39215686273333333
DIC_CIN,S58,old,sap_min_perc,up,Savanna,2,0,0.21505376346666666
DIC_CIN,S58,old,chew_perc,up,Savanna,1,0,0
DIC_CIN,S58,old,chew_perc,up,Savanna,2,0,0
DIC_CIN,S7,old,sap_min_perc,up,Savanna,1,0,0
DIC_CIN,S7,old,sap_min_perc,up,Savanna,2,0,0.42884922563636363
DIC_CIN,S7,old,sap_min_perc,up,Savanna,3,0,2.313901985736842
DIC_CIN,S7,old,chew_perc,up,Savanna,1,0,0
DIC_CIN,S7,old,chew_perc,up,Savanna,2,0,0
DIC_CIN,S7,old,chew_perc,up,Savanna,3,0,0.08628127694736842
DIC_CIN,S8,old,sap_min_perc,up,Savanna,1,0,0
DIC_CIN,S8,old,sap_min_perc,up,Savanna,2,0,0.38515406163157895
DIC_CIN,S8,old,sap_min_perc,up,Savanna,3,0,0.4937106918333333
DIC_CIN,S8,old,chew_perc,up,Savanna,1,0,0.16025641025
DIC_CIN,S8,old,chew_perc,up,Savanna,2,0,0.54446461
DIC_CIN,S8,old,chew_perc,up,Savanna,3,0,0
DIC_CIN,S9,old,sap_min_perc,up,Savanna,1,0,2.3273906466153846
DIC_CIN,S9,old,sap_min_perc,up,Savanna,2,0,0.1761148904
DIC_CIN,S9,old,sap_min_perc,up,Savanna,3,0,0.1868770764090909
DIC_CIN,S9,old,chew_perc,up,Savanna,1,0,0.6812180954615384
DIC_CIN,S9,old,chew_perc,up,Savanna,2,0,0.04081632654285714
DIC_CIN,S9,old,chew_perc,up,Savanna,3,0,0
DIC_CIN,T23,old,sap_min_perc,up,Thicket,1,0,0.8792820221875
DIC_CIN,T23,old,sap_min_perc,up,Thicket,2,0,1.8863075861304348
DIC_CIN,T23,old,sap_min_perc,up,Thicket,3,0,2.6213146757894736
DIC_CIN,T23,old,chew_perc,up,Thicket,1,0,0
DIC_CIN,T23,old,chew_perc,up,Thicket,2,0,0.05115089513043478
DIC_CIN,T23,old,chew_perc,up,Thicket,3,0,0.4281037522105263
DIC_CIN,T9,old,sap_min_perc,low,Thicket,1,0,0.18396118724000002
DIC_CIN,T9,old,sap_min_perc,low,Thicket,2,0.1982496105,0.492446335
DIC_CIN,T9,old,sap_min_perc,low,Thicket,3,0,0.0826358984
DIC_CIN,T9,old,sap_min_perc,up,Thicket,1,0,0.69401786938
DIC_CIN,T9,old,sap_min_perc,up,Thicket,2,0.11820331,0.1954380544074074
DIC_CIN,T9,old,sap_min_perc,up,Thicket,3,0.2543863055,1.2623110353333333
DIC_CIN,T9,old,chew_perc,low,Thicket,1,0,0.37344836284
DIC_CIN,T9,old,chew_perc,low,Thicket,2,1.3951065145,6.3465117846875
DIC_CIN,T9,old,chew_perc,low,Thicket,3,0.337268128,0.3056392224
DIC_CIN,T9,old,chew_perc,up,Thicket,1,0,2.4794059506
DIC_CIN,T9,old,chew_perc,up,Thicket,2,0.688073394,5.026226032592593
DIC_CIN,T9,old,chew_perc,up,Thicket,3,4.818700875,13.608620553416666
DIO_DIC,S20,old,sap_min_perc,low,Savanna,1,0.38917062950000003,0.72545145525
DIO_DIC,S20,old,sap_min_perc,low,Savanna,2,1.41e-14,5.231847213000003
DIO_DIC,S20,old,sap_min_perc,up,Savanna,1,0.8143498675,1.4499210262777786
DIO_DIC,S20,old,sap_min_perc,up,Savanna,2,0.018890609500000002,0.20902730825000201
DIO_DIC,S20,old,chew_perc,low,Savanna,1,0.0533545,8.012412578
DIO_DIC,S20,old,chew_perc,low,Savanna,2,1.047202251,1.790309769142857
DIO_DIC,S20,old,chew_perc,up,Savanna,1,0.018737380999999997,0.020871485111111112
DIO_DIC,S20,old,chew_perc,up,Savanna,2,1.326123356,2.4736690492
DIO_DIC,S20,young,sap_min_perc,up,Savanna,1,0,0.02642460550000158
DIO_DIC,S20,young,sap_min_perc,up,Savanna,2,0.0212675455,0.2129009195
DIO_DIC,S20,young,chew_perc,up,Savanna,1,0.2281537575,0.19932561
DIO_DIC,S20,young,chew_perc,up,Savanna,2,0.3475351085,0.6312529245
DIO_DIC,S21,old,sap_min_perc,low,Savanna,1,0.453629032,0.9695259608571428
DIO_DIC,S21,old,sap_min_perc,low,Savanna,2,0.032478077,0.43985593500000003
DIO_DIC,S21,old,sap_min_perc,low,Savanna,3,0.075443229,0.4311499861111111
DIO_DIC,S21,old,sap_min_perc,up,Savanna,1,0.027114967,1.3434401210588252
DIO_DIC,S21,old,sap_min_perc,up,Savanna,2,0.0583874655,1.1605292670714307
DIO_DIC,S21,old,sap_min_perc,up,Savanna,3,0,0
DIO_DIC,S21,old,chew_perc,low,Savanna,1,0.032733224,1.7236015932857145
DIO_DIC,S21,old,chew_perc,low,Savanna,2,0.076540375,0.18056290544444445
DIO_DIC,S21,old,chew_perc,low,Savanna,3,0.090252708,1.5898123728888889
DIO_DIC,S21,old,chew_perc,up,Savanna,1,0.130847236,2.8305131954705884
DIO_DIC,S21,old,chew_perc,up,Savanna,2,0.143666353,1.8330063695
DIO_DIC,S21,old,chew_perc,up,Savanna,3,0.069065716,2.6210751913181816
DIO_DIC,S21,young,sap_min_perc,up,Savanna,1,0.01552312950000755,1.8405642947500018
DIO_DIC,S21,young,sap_min_perc,up,Savanna,2,0.06996672849999999,0.2094234963
DIO_DIC,S21,young,sap_min_perc,up,Savanna,3,0.419463087,0.7210917266666667
DIO_DIC,S21,young,chew_perc,up,Savanna,1,0.1810032175,0.27532174125
DIO_DIC,S21,young,chew_perc,up,Savanna,2,0.262193467,0.3297327652
DIO_DIC,S21,young,chew_perc,up,Savanna,3,0.066666667,0.06008480455555556
DIO_DIC,S27,old,sap_min_perc,low,Savanna,1,0.0753125575,0.615298596700003
DIO_DIC,S27,old,sap_min_perc,low,Savanna,2,0.128010015,0.188027420625
DIO_DIC,S27,old,sap_min_perc,low,Savanna,3,0.150738619,1.10590388
DIO_DIC,S27,old,sap_min_perc,up,Savanna,1,1.61e-14,0.41886855400000306
DIO_DIC,S27,old,sap_min_perc,up,Savanna,2,0.23205058750000002,0.2846317832142857
DIO_DIC,S27,old,sap_min_perc,up,Savanna,3,0.060751510999999994,0.90840153205
DIO_DIC,S27,old,chew_perc,low,Savanna,1,0.117829564,0.8117603782
DIO_DIC,S27,old,chew_perc,low,Savanna,2,2.613592733,3.028288859625
DIO_DIC,S27,old,chew_perc,low,Savanna,3,0.150738619,1.2699284931428572
DIO_DIC,S27,old,chew_perc,up,Savanna,1,0.058072009,0.31585036233333336
DIO_DIC,S27,old,chew_perc,up,Savanna,2,0.08322012949999999,1.7733451324285714
DIO_DIC,S27,old,chew_perc,up,Savanna,3,0.130070431,0.84193532535
DIO_DIC,S27,young,sap_min_perc,up,Savanna,1,2.322811197,2.908131270142857
DIO_DIC,S27,young,sap_min_perc,up,Savanna,2,0.058689351,0.0662394525
DIO_DIC,S27,young,sap_min_perc,up,Savanna,3,0.10063737,0.20903758457142857
DIO_DIC,S27,young,chew_perc,up,Savanna,1,0.364520049,2.1433937624285715
DIO_DIC,S27,young,chew_perc,up,Savanna,2,0.36220512299999996,0.38271053916666664
DIO_DIC,S27,young,chew_perc,up,Savanna,3,0.36900369,0.5225642222857143
DIO_DIC,S30,old,sap_min_perc,low,Savanna,1,0.128766418,0.13130598685714287
DIO_DIC,S30,old,sap_min_perc,low,Savanna,2,0.280468598,2.274726043375
DIO_DIC,S30,old,sap_min_perc,low,Savanna,3,0,0.02792466400000283
DIO_DIC,S30,old,sap_min_perc,up,Savanna,1,0.074055789,0.08861129117647058
DIO_DIC,S30,old,sap_min_perc,up,Savanna,2,0.11017628399999999,0.7479514570000009
DIO_DIC,S30,old,sap_min_perc,up,Savanna,3,0.034340603,0.20219047736363635
DIO_DIC,S30,old,chew_perc,low,Savanna,1,0.142479137,2.6770727932857143
DIO_DIC,S30,old,chew_perc,low,Savanna,2,0.272057693,1.7273954965
DIO_DIC,S30,old,chew_perc,low,Savanna,3,0.047236656,0.11264494671428571
DIO_DIC,S30,old,chew_perc,up,Savanna,1,0.751582278,1.9779467681764704
DIO_DIC,S30,old,chew_perc,up,Savanna,2,0.130617821,0.9749983722222222
DIO_DIC,S30,old,chew_perc,up,Savanna,3,0.0214418645,2.2395667459545456
DIO_DIC,S30,young,sap_min_perc,up,Savanna,1,0.07664878950000001,0.1064172195
DIO_DIC,S30,young,sap_min_perc,up,Savanna,2,0.029205607,0.0192990028
DIO_DIC,S30,young,sap_min_perc,up,Savanna,3,0,0
DIO_DIC,S30,young,chew_perc,up,Savanna,1,0.326737736,1.3366066027
DIO_DIC,S30,young,chew_perc,up,Savanna,2,0.067181727,2.6075674421999997
DIO_DIC,S30,young,chew_perc,up,Savanna,3,0.315291645,0.3509717626666667
DIO_DIC,S4,old,sap_min_perc,low,Savanna,1,0.059654007,0.10811568780000252
DIO_DIC,S4,old,sap_min_perc,low,Savanna,2,0.023534949,1.1207744262307693
DIO_DIC,S4,old,sap_min_perc,low,Savanna,3,1.46e-14,0.1556909024285735
DIO_DIC,S4,old,sap_min_perc,up,Savanna,1,0.231955438,0.3734211951
DIO_DIC,S4,old,sap_min_perc,up,Savanna,2,0,0.39226892403448327
DIO_DIC,S4,old,sap_min_perc,up,Savanna,3,0.4298032735,1.177882730846154
DIO_DIC,S4,old,chew_perc,low,Savanna,1,2.020939859,2.4158270044
DIO_DIC,S4,old,chew_perc,low,Savanna,2,0.035906643,1.3614449018461539
DIO_DIC,S4,old,chew_perc,low,Savanna,3,0.085763293,0.5927423145714286
DIO_DIC,S4,old,chew_perc,up,Savanna,1,0.9209610505,1.4075939884
DIO_DIC,S4,old,chew_perc,up,Savanna,2,0,0.2956537598965517
DIO_DIC,S4,old,chew_perc,up,Savanna,3,0.061531441,1.7419201834230769
DIO_DIC,S4,young,sap_min_perc,up,Savanna,1,0.0466383255,0.046340990416666665
DIO_DIC,S4,young,sap_min_perc,up,Savanna,2,0,0.0038211691999999998
DIO_DIC,S4,young,sap_min_perc,up,Savanna,3,0,0.039895680590910476
DIO_DIC,S4,young,chew_perc,up,Savanna,1,0.125117986,0.11951141008333334
DIO_DIC,S4,young,chew_perc,up,Savanna,2,0,0.0089050532
DIO_DIC,S4,young,chew_perc,up,Savanna,3,0.051457272,0.06393076309090909
DIO_DIC,S5,old,sap_min_perc,low,Savanna,1,0,0.2601184429090909
DIO_DIC,S5,old,sap_min_perc,low,Savanna,2,0,0.09780091962500001
DIO_DIC,S5,old,sap_min_perc,up,Savanna,1,0,0.01789450294736842
DIO_DIC,S5,old,sap_min_perc,up,Savanna,2,0,0.016633399888888886
DIO_DIC,S5,old,chew_perc,low,Savanna,1,0.32567707700000004,0.7872838542727273
DIO_DIC,S5,old,chew_perc,low,Savanna,2,0.2881604075,0.8285697525
DIO_DIC,S5,old,chew_perc,up,Savanna,1,0.541125541,1.8215408911578947
DIO_DIC,S5,old,chew_perc,up,Savanna,2,0.479233227,1.767420072888889
DIO_DIC,S5,young,sap_min_perc,up,Savanna,1,0,0.4068909574444444
DIO_DIC,S5,young,sap_min_perc,up,Savanna,2,0,0.457752327125
DIO_DIC,S5,young,chew_perc,up,Savanna,1,0.35046729,1.5204435496666666
DIO_DIC,S5,young,chew_perc,up,Savanna,2,0.309012909,1.134841098625
DIO_DIC,T23,old,sap_min_perc,low,Thicket,1,0,0
DIO_DIC,T23,old,sap_min_perc,low,Thicket,2,0,0
DIO_DIC,T23,old,sap_min_perc,low,Thicket,3,0,0
DIO_DIC,T23,old,sap_min_perc,up,Thicket,1,0,0.015213105523809525
DIO_DIC,T23,old,sap_min_perc,up,Thicket,2,0,0
DIO_DIC,T23,old,sap_min_perc,up,Thicket,3,0,0
DIO_DIC,T23,old,chew_perc,low,Thicket,1,0.0112909415,0.7254806935
DIO_DIC,T23,old,chew_perc,low,Thicket,2,0.028682059,0.15118721699999998
DIO_DIC,T23,old,chew_perc,low,Thicket,3,0.075301205,0.2673415978
DIO_DIC,T23,old,chew_perc,up,Thicket,1,0.018509949,0.11600074928571429
DIO_DIC,T23,old,chew_perc,up,Thicket,2,1.800672403,6.368770142777778
DIO_DIC,T23,old,chew_perc,up,Thicket,3,0.043233895,0.8691944722941176
DIO_DIC,T23,young,sap_min_perc,up,Thicket,1,1.6028225805,1.6028225805
DIO_DIC,T23,young,sap_min_perc,up,Thicket,2,0,0
DIO_DIC,T23,young,sap_min_perc,up,Thicket,3,0,0
DIO_DIC,T23,young,chew_perc,up,Thicket,1,0.010979359,0.010979359
DIO_DIC,T23,young,chew_perc,up,Thicket,2,0.06557431799999999,0.44795773925
DIO_DIC,T23,young,chew_perc,up,Thicket,3,0.015790987,0.015790987
DIO_NAT,T12,old,sap_min_perc,low,Thicket,1,0,0
DIO_NAT,T12,old,sap_min_perc,low,Thicket,2,0,0
DIO_NAT,T12,old,sap_min_perc,up,Thicket,1,0,0.03684639238888889
DIO_NAT,T12,old,sap_min_perc,up,Thicket,2,0,0
DIO_NAT,T12,old,chew_perc,low,Thicket,1,0.226586103,1.156744378111111
DIO_NAT,T12,old,chew_perc,low,Thicket,2,0.312779267,5.066610371571429
DIO_NAT,T12,old,chew_perc,up,Thicket,1,0.142530086,0.17839661707407406
DIO_NAT,T12,old,chew_perc,up,Thicket,2,0.087260035,0.6200913720350877
DIO_NAT,T12,young,sap_min_perc,up,Thicket,2,0,0
DIO_NAT,T12,young,chew_perc,up,Thicket,2,0.105189341,0.11455181744444444
DIO_NAT,T13,old,sap_min_perc,up,Thicket,1,0.227043633,4.4113734484375
DIO_NAT,T13,old,sap_min_perc,up,Thicket,2,0.340581131,5.23586682371875
DIO_NAT,T13,old,sap_min_perc,up,Thicket,3,0,0.9681516752083333
DIO_NAT,T13,old,chew_perc,up,Thicket,1,0.576567821,1.33690003425
DIO_NAT,T13,old,chew_perc,up,Thicket,2,0.519756135,3.63824209053125
DIO_NAT,T13,old,chew_perc,up,Thicket,3,0.45617208,1.21241640625
DIO_NAT,T17,old,sap_min_perc,low,Thicket,1,0,0
DIO_NAT,T17,old,sap_min_perc,low,Thicket,2,0,0
DIO_NAT,T17,old,sap_min_perc,low,Thicket,3,0,0
DIO_NAT,T17,old,sap_min_perc,up,Thicket,1,0,0
DIO_NAT,T17,old,sap_min_perc,up,Thicket,2,0,0
DIO_NAT,T17,old,sap_min_perc,up,Thicket,3,0,0
DIO_NAT,T17,old,chew_perc,low,Thicket,1,0.09423956,0.1330962516111111
DIO_NAT,T17,old,chew_perc,low,Thicket,2,0.103069463,0.14169130955
DIO_NAT,T17,old,chew_perc,low,Thicket,3,0.096525097,2.570926850631579
DIO_NAT,T17,old,chew_perc,up,Thicket,1,0.071098471,0.31840248411764704
DIO_NAT,T17,old,chew_perc,up,Thicket,2,0.085433575,1.7814221818695652
DIO_NAT,T17,old,chew_perc,up,Thicket,3,0.059952038,0.2853601476153846
DIO_NAT,T17,young,sap_min_perc,up,Thicket,1,0,0
DIO_NAT,T17,young,sap_min_perc,up,Thicket,2,0,0
DIO_NAT,T17,young,sap_min_perc,up,Thicket,3,0,0
DIO_NAT,T17,young,chew_perc,up,Thicket,1,0.04730369,0.04730369
DIO_NAT,T17,young,chew_perc,up,Thicket,2,0.2477477475,8.64355187125
DIO_NAT,T17,young,chew_perc,up,Thicket,3,0.04730369,0.03935267071428571
DIO_NAT,T9,old,sap_min_perc,low,Thicket,1,0,0
DIO_NAT,T9,old,sap_min_perc,low,Thicket,2,0.053276505,0.164702698
DIO_NAT,T9,old,sap_min_perc,low,Thicket,3,0,0
DIO_NAT,T9,old,sap_min_perc,up,Thicket,1,0,0
DIO_NAT,T9,old,sap_min_perc,up,Thicket,2,0.070972321,0.15794471007462688
DIO_NAT,T9,old,sap_min_perc,up,Thicket,3,0,0
DIO_NAT,T9,old,chew_perc,low,Thicket,1,0.164383562,0.19625725222222223
DIO_NAT,T9,old,chew_perc,low,Thicket,2,0.186915888,0.27736294333333333
DIO_NAT,T9,old,chew_perc,low,Thicket,3,0.29343219600000003,0.32622306764285713
DIO_NAT,T9,old,chew_perc,up,Thicket,1,0.22461733350000002,0.3073148659166667
DIO_NAT,T9,old,chew_perc,up,Thicket,2,0.287356322,1.0007413226865671
DIO_NAT,T9,old,chew_perc,up,Thicket,3,0.816501934,0.8111220502463768
DIO_SIM,T12,old,sap_min_perc,low,Thicket,1,0.009059612,0.0360001306
DIO_SIM,T12,old,sap_min_perc,low,Thicket,2,0,0
DIO_SIM,T12,old,sap_min_perc,low,Thicket,3,0,0
DIO_SIM,T12,old,sap_min_perc,up,Thicket,1,0,0.18107153048571428
DIO_SIM,T12,old,sap_min_perc,up,Thicket,2,0,0.012299571
DIO_SIM,T12,old,sap_min_perc,up,Thicket,3,0,0
DIO_SIM,T12,old,chew_perc,low,Thicket,1,0.043985753,1.0856493323
DIO_SIM,T12,old,chew_perc,low,Thicket,2,0.034957093,0.032997396125
DIO_SIM,T12,old,chew_perc,low,Thicket,3,0.076149863,1.707323845
DIO_SIM,T12,old,chew_perc,up,Thicket,1,0.044513688,0.9242104241142858
DIO_SIM,T12,old,chew_perc,up,Thicket,2,0.032821340500000004,0.09269712534210527
DIO_SIM,T12,old,chew_perc,up,Thicket,3,0.028296548,1.4216617651428571
DIO_SIM,T12,young,sap_min_perc,up,Thicket,2,0,0
DIO_SIM,T12,young,sap_min_perc,up,Thicket,3,0,0
DIO_SIM,T12,young,chew_perc,up,Thicket,2,0.034364261,0.043339147818181815
DIO_SIM,T12,young,chew_perc,up,Thicket,3,0,0.02062450622222222
DIO_SIM,T13,old,sap_min_perc,low,Thicket,1,0.108518719,4.383908338176471
DIO_SIM,T13,old,sap_min_perc,up,Thicket,1,0.034848338,1.56013975025
DIO_SIM,T13,old,sap_min_perc,up,Thicket,2,14.599996175,18.74680832775
DIO_SIM,T13,old,sap_min_perc,up,Thicket,3,0,0
DIO_SIM,T13,old,chew_perc,low,Thicket,1,0.141776938,7.391027901529411
DIO_SIM,T13,old,chew_perc,up,Thicket,1,0.045565226,1.5377786688333333
DIO_SIM,T13,old,chew_perc,up,Thicket,2,33.985358274999996,32.60934004705
DIO_SIM,T13,old,chew_perc,up,Thicket,3,3.5207909985,16.679441587295454
DIO_SIM,T13,young,sap_min_perc,up,Thicket,1,10.59805759,10.2071470122
DIO_SIM,T13,young,chew_perc,up,Thicket,1,10.37655478,9.9816248626
DIO_SIM,T17,old,sap_min_perc,low,Thicket,1,0,0
DIO_SIM,T17,old,sap_min_perc,low,Thicket,2,0,0
DIO_SIM,T17,old,sap_min_perc,up,Thicket,1,0.0253614,0.2245885781052639
DIO_SIM,T17,old,sap_min_perc,up,Thicket,2,0,0.24116350563636452
DIO_SIM,T17,old,chew_perc,low,Thicket,1,0.071123755,7.29601243
DIO_SIM,T17,old,chew_perc,low,Thicket,2,0.033008747,1.2942284656363636
DIO_SIM,T17,old,chew_perc,up,Thicket,1,0.029019153,2.316402975473684
DIO_SIM,T17,old,chew_perc,up,Thicket,2,0.027223758,1.2322645051363637
DIO_SIM,T17,young,sap_min_perc,up,Thicket,1,0,0
DIO_SIM,T17,young,sap_min_perc,up,Thicket,2,0,0
DIO_SIM,T17,young,chew_perc,up,Thicket,1,0,0
DIO_SIM,T17,young,chew_perc,up,Thicket,2,0,3.2382816686666667
DIO_SIM,T22,old,sap_min_perc,low,Thicket,1,0,0.12331656057142856
DIO_SIM,T22,old,sap_min_perc,low,Thicket,2,0,0
DIO_SIM,T22,old,sap_min_perc,low,Thicket,3,0.309693404,0.6041277021538461
DIO_SIM,T22,old,sap_min_perc,up,Thicket,1,0,1.246407172117647
DIO_SIM,T22,old,sap_min_perc,up,Thicket,2,0,0
DIO_SIM,T22,old,sap_min_perc,up,Thicket,3,0.0369864055,1.3463995775833333
DIO_SIM,T22,old,chew_perc,low,Thicket,1,0.061906727,0.3871868394285714
DIO_SIM,T22,old,chew_perc,low,Thicket,2,0.6660671229999999,0.6364336591666666
DIO_SIM,T22,old,chew_perc,low,Thicket,3,0.061906727,0.4185481463076923
DIO_SIM,T22,old,chew_perc,up,Thicket,1,0.289017341,1.4434008209411766
DIO_SIM,T22,old,chew_perc,up,Thicket,2,0.3173559365,0.718036315
DIO_SIM,T22,old,chew_perc,up,Thicket,3,0.048142313000000006,1.275932166125
DIO_SIM,T22,young,sap_min_perc,up,Thicket,1,0,0
DIO_SIM,T22,young,sap_min_perc,up,Thicket,2,0,0
DIO_SIM,T22,young,chew_perc,up,Thicket,1,0.260659095,0.541152085
DIO_SIM,T22,young,chew_perc,up,Thicket,2,0.345721694,0.47204587145454546
DOM_ROT,S19,old,sap_min_perc,low,Savanna,1,4.383902641,11.1143587152
DOM_ROT,S19,old,sap_min_perc,low,Savanna,2,9.403852926,12.718999779625001
DOM_ROT,S19,old,sap_min_perc,low,Savanna,3,17.44154166,27.7722513796
DOM_ROT,S19,old,sap_min_perc,up,Savanna,1,1.702894334,4.663178385928571
DOM_ROT,S19,old,sap_min_perc,up,Savanna,2,6.054802593,15.118894337105262
DOM_ROT,S19,old,sap_min_perc,up,Savanna,3,3.8741492125,10.9770431478
DOM_ROT,S19,old,chew_perc,low,Savanna,1,6.520062918,9.1884598038
DOM_ROT,S19,old,chew_perc,low,Savanna,2,39.000628135,35.37808871825
DOM_ROT,S19,old,chew_perc,low,Savanna,3,8.511221652,14.2575870226
DOM_ROT,S19,old,chew_perc,up,Savanna,1,0.1796028035,2.0636128347857143
DOM_ROT,S19,old,chew_perc,up,Savanna,2,4.009096269,11.655779088473684
DOM_ROT,S19,old,chew_perc,up,Savanna,3,1.3573720805,4.0148950022
DOM_ROT,S19,young,sap_min_perc,up,Savanna,3,51.94548687,45.497501957000004
DOM_ROT,S19,young,chew_perc,up,Savanna,3,0.316018171,7.798731120857142
DOM_ROT,S27,old,sap_min_perc,low,Savanna,1,0.26933994699999997,0.84334466275
DOM_ROT,S27,old,sap_min_perc,low,Savanna,2,0.168078997,0.2567936846666667
DOM_ROT,S27,old,sap_min_perc,up,Savanna,1,2.196844748,2.08260028325
DOM_ROT,S27,old,sap_min_perc,up,Savanna,2,0.091462236,0.10229817799999999
DOM_ROT,S27,old,chew_perc,low,Savanna,1,1.8589124165,2.926171280125
DOM_ROT,S27,old,chew_perc,low,Savanna,2,0.014068655,1.499151862
DOM_ROT,S27,old,chew_perc,up,Savanna,1,4.715844188,4.89891224025
DOM_ROT,S27,old,chew_perc,up,Savanna,2,0.0219157845,2.574939828833333
DOM_ROT,S27,young,sap_min_perc,up,Savanna,1,2.939537476,2.0026465048
DOM_ROT,S27,young,sap_min_perc,up,Savanna,2,0.484695825,0.5606902656666667
DOM_ROT,S27,young,chew_perc,up,Savanna,1,5.075239398,4.7266908306
DOM_ROT,S27,young,chew_perc,up,Savanna,2,3.9408867,3.157335647
DOM_ROT,S4,old,sap_min_perc,low,Savanna,1,2.350517642,6.185944755
DOM_ROT,S4,old,sap_min_perc,up,Savanna,1,1.3722811805,2.581519269833333
DOM_ROT,S4,old,chew_perc,low,Savanna,1,7.09798995,8.484961349428572
DOM_ROT,S4,old,chew_perc,up,Savanna,1,1.096640442,2.4330111398333334
DOM_ROT,S4,young,sap_min_perc,up,Savanna,1,3.643590593,6.3131783392
DOM_ROT,S4,young,chew_perc,up,Savanna,1,1.13680403,4.689290209799999
DOM_ROT,S46,old,sap_min_perc,low,Savanna,1,0,0
DOM_ROT,S46,old,sap_min_perc,up,Savanna,1,0,0
DOM_ROT,S46,old,chew_perc,low,Savanna,1,1.3860950049999998,2.16519011125
DOM_ROT,S46,old,chew_perc,up,Savanna,1,1.6055862235,2.2863636415
DOM_ROT,S46,young,sap_min_perc,up,Savanna,1,0.9396890485,1.1503089742500001
DOM_ROT,S46,young,chew_perc,up,Savanna,1,1.5266243875,2.0783920885
DOM_ROT,S5,old,sap_min_perc,low,Savanna,1,4.536952664,4.892391142
DOM_ROT,S5,old,sap_min_perc,low,Savanna,2,1.041367203,1.48259733025
DOM_ROT,S5,old,sap_min_perc,up,Savanna,1,8.741341232,16.8258608218
DOM_ROT,S5,old,chew_perc,low,Savanna,1,21.72108896,22.2828875676
DOM_ROT,S5,old,chew_perc,low,Savanna,2,10.932897855,16.888996414125
DOM_ROT,S5,old,chew_perc,up,Savanna,1,0,0
DOM_ROT,S5,young,sap_min_perc,up,Savanna,1,0,0
DOM_ROT,S5,young,sap_min_perc,up,Savanna,2,0.9005106740000001,1.2717094498750001
DOM_ROT,S5,young,chew_perc,up,Savanna,1,3.9568705,14.3466791599
DOM_ROT,S5,young,chew_perc,up,Savanna,2,8.6224216225,17.298373758500002
