species,site,leaf_age,herbivory_type,side,habitat,individual,mean_herbivory,mean_leaf_area,herbivory_standardized
DIO_NAT,T12,old,sap_miner_herbivory,low,Thicket,1,0,1.3123333333333334,0
DIO_NAT,T12,old,sap_miner_herbivory,low,Thicket,2,0,2.198857142857143,0
DIO_NAT,T12,old,sap_miner_herbivory,up,Thicket,1,4.4444444444444447e-4,1.1919814814814815,0.03728618702129973
DIO_NAT,T12,old,sap_miner_herbivory,up,Thicket,2,0,1.8286666666666667,0
DIO_NAT,T12,old,chew_herbivory,low,Thicket,1,0.017333333333333333,1.3123333333333334,1.3208026416052832
DIO_NAT,T12,old,chew_herbivory,low,Thicket,2,0.106,2.198857142857143,4.820686070686071
DIO_NAT,T12,old,chew_herbivory,up,Thicket,1,0.0020185185185185184,1.1919814814814815,0.16934143272173627
DIO_NAT,T12,old,chew_herbivory,up,Thicket,2,0.010210526315789474,1.8286666666666667,0.5583590766928258
DIO_NAT,T12,young,sap_miner_herbivory,up,Thicket,2,0,1.6732222222222222,0
DIO_NAT,T12,young,chew_herbivory,up,Thicket,2,0.0017777777777777779,1.6732222222222222,0.10624875489740356
DIO_NAT,T13,old,sap_miner_herbivory,up,Thicket,1,0.14121875,1.631625,8.655098444801961
DIO_NAT,T13,old,sap_miner_herbivory,up,Thicket,2,0.15309375,2.27125,6.7405063291139236
DIO_NAT,T13,old,sap_miner_herbivory,up,Thicket,3,0.023333333333333334,2.3319166666666664,1.0006075117035345
DIO_NAT,T13,old,chew_herbivory,up,Thicket,1,0.02340625,1.631625,1.4345361219642994
DIO_NAT,T13,old,chew_herbivory,up,Thicket,2,0.08,2.27125,3.5222894881673086
DIO_NAT,T13,old,chew_herbivory,up,Thicket,3,0.028625,2.3319166666666664,1.2275310009648719
DIO_NAT,T17,old,sap_miner_herbivory,low,Thicket,1,0,2.1854444444444443,0
DIO_NAT,T17,old,sap_miner_herbivory,low,Thicket,2,0,1.98355,0
DIO_NAT,T17,old,sap_miner_herbivory,low,Thicket,3,0,1.2001052631578948,0
DIO_NAT,T17,old,sap_miner_herbivory,up,Thicket,1,0,2.4903529411764707,0
DIO_NAT,T17,old,sap_miner_herbivory,up,Thicket,2,0,1.8272608695652175,0
DIO_NAT,T17,old,sap_miner_herbivory,up,Thicket,3,0,1.7723846153846154,0
DIO_NAT,T17,old,chew_herbivory,low,Thicket,1,0.002777777777777778,2.1854444444444443,0.12710356398393413
DIO_NAT,T17,old,chew_herbivory,low,Thicket,2,0.0027,1.98355,0.13611958357490359
DIO_NAT,T17,old,chew_herbivory,low,Thicket,3,0.028894736842105265,1.2001052631578948,2.4076835365318834
DIO_NAT,T17,old,chew_herbivory,up,Thicket,1,0.006764705882352942,2.4903529411764707,0.27163643235071805
DIO_NAT,T17,old,chew_herbivory,up,Thicket,2,0.025434782608695652,1.8272608695652175,1.3919623099436076
DIO_NAT,T17,old,chew_herbivory,up,Thicket,3,0.0037692307692307695,1.7723846153846154,0.21266438088624626
DIO_NAT,T17,young,sap_miner_herbivory,up,Thicket,1,0,2.114,0
DIO_NAT,T17,young,sap_miner_herbivory,up,Thicket,2,0,0.8055,0
DIO_NAT,T17,young,sap_miner_herbivory,up,Thicket,3,0,1.2447142857142857,0
DIO_NAT,T17,young,chew_herbivory,up,Thicket,1,0.001,2.114,0.04730368968779566
DIO_NAT,T17,young,chew_herbivory,up,Thicket,2,0.09625,0.8055,11.949099937926754
DIO_NAT,T17,young,chew_herbivory,up,Thicket,3,5.714285714285715e-4,1.2447142857142857,0.04590841271663033
DIO_NAT,T9,old,sap_miner_herbivory,low,Thicket,1,0,1.7956666666666667,0
DIO_NAT,T9,old,sap_miner_herbivory,low,Thicket,2,0.0027777777777777775,1.9485555555555556,0.14255573929406395
DIO_NAT,T9,old,sap_miner_herbivory,low,Thicket,3,0,2.058357142857143,0
DIO_NAT,T9,old,sap_miner_herbivory,up,Thicket,1,0,1.8815555555555556,0
DIO_NAT,T9,old,sap_miner_herbivory,up,Thicket,2,0.002283582089552239,1.593507462686567,0.1433053903432773
DIO_NAT,T9,old,sap_miner_herbivory,up,Thicket,3,0,1.839536231884058,0
DIO_NAT,T9,old,chew_herbivory,low,Thicket,1,0.0034444444444444444,1.7956666666666667,0.1918198131303756
DIO_NAT,T9,old,chew_herbivory,low,Thicket,2,0.005111111111111111,1.9485555555555556,0.26230256030107774
DIO_NAT,T9,old,chew_herbivory,low,Thicket,3,0.006857142857142857,2.058357142857143,0.3331366901481764
DIO_NAT,T9,old,chew_herbivory,up,Thicket,1,0.005652777777777777,1.8815555555555556,0.3004310853903389
DIO_NAT,T9,old,chew_herbivory,up,Thicket,2,0.016134328358208955,1.593507462686567,1.0125040977848547
DIO_NAT,T9,old,chew_herbivory,up,Thicket,3,0.015318840579710145,1.839536231884058,0.8327555779654607
DIO_SIM,T12,old,sap_miner_herbivory,low,Thicket,1,0.0022,5.179,0.042479243097123
DIO_SIM,T12,old,sap_miner_herbivory,low,Thicket,2,0,2.7105,0
DIO_SIM,T12,old,sap_miner_herbivory,low,Thicket,3,0,6.281142857142857,0
DIO_SIM,T12,old,sap_miner_herbivory,up,Thicket,1,0.007171428571428572,3.523257142857143,0.2035454206335047
DIO_SIM,T12,old,sap_miner_herbivory,up,Thicket,2,5.263157894736842e-4,3.103894736842105,0.016956624953369283
DIO_SIM,T12,old,sap_miner_herbivory,up,Thicket,3,0,6.979761904761904,0
DIO_SIM,T12,old,chew_herbivory,low,Thicket,1,0.08,5.179,1.5446997489862906
DIO_SIM,T12,old,chew_herbivory,low,Thicket,2,7.5e-4,2.7105,0.02767017155506364
DIO_SIM,T12,old,chew_herbivory,low,Thicket,3,0.11828571428571429,6.281142857142857,1.8831877729257642
DIO_SIM,T12,old,chew_herbivory,up,Thicket,1,0.043628571428571426,3.523257142857143,1.2383022203480545
DIO_SIM,T12,old,chew_herbivory,up,Thicket,2,0.0025789473684210526,3.103894736842105,0.08308746227150948
DIO_SIM,T12,old,chew_herbivory,up,Thicket,3,0.08295238095238096,6.979761904761904,1.1884700665188472
DIO_SIM,T12,young,sap_miner_herbivory,up,Thicket,2,0,2.579818181818182,0
DIO_SIM,T12,young,sap_miner_herbivory,up,Thicket,3,0,2.5824444444444445,0
DIO_SIM,T12,young,chew_herbivory,up,Thicket,2,9.090909090909091e-4,2.579818181818182,0.03523856508562972
DIO_SIM,T12,young,chew_herbivory,up,Thicket,3,4.4444444444444447e-4,2.5824444444444445,0.0172102228723862
DIO_SIM,T13,old,sap_miner_herbivory,low,Thicket,1,0.1683529411764706,3.9489411764705884,4.2632425668831555
DIO_SIM,T13,old,sap_miner_herbivory,up,Thicket,1,0.0825,5.554583333333333,1.4852599204860852
DIO_SIM,T13,old,sap_miner_herbivory,up,Thicket,2,0.6425,3.6325,17.687543014452856
DIO_SIM,T13,old,sap_miner_herbivory,up,Thicket,3,0,3.6050454545454547,0
DIO_SIM,T13,old,chew_herbivory,low,Thicket,1,0.3327647058823529,3.9489411764705884,8.426681761306082
DIO_SIM,T13,old,chew_herbivory,up,Thicket,1,0.08141666666666666,5.554583333333333,1.465756507388793
DIO_SIM,T13,old,chew_herbivory,up,Thicket,2,1.117475,3.6325,30.7632484514797
DIO_SIM,T13,old,chew_herbivory,up,Thicket,3,0.46354545454545454,3.6050454545454547,12.85824160583021
DIO_SIM,T13,young,sap_miner_herbivory,up,Thicket,1,0.3222,3.6552,8.81483913328956
DIO_SIM,T13,young,chew_herbivory,up,Thicket,1,0.3152,3.6552,8.623331144670606
DIO_SIM,T17,old,sap_miner_herbivory,low,Thicket,1,0,3.114095238095238,0
DIO_SIM,T17,old,sap_miner_herbivory,low,Thicket,2,0,4.055454545454546,0
DIO_SIM,T17,old,sap_miner_herbivory,up,Thicket,1,0.00889473684210531,3.6869473684210528,0.2412493576200549
DIO_SIM,T17,old,sap_miner_herbivory,up,Thicket,2,0.0065000000000000405,3.4724545454545455,0.18718747545618883
DIO_SIM,T17,old,chew_herbivory,low,Thicket,1,0.1698095238095238,3.114095238095238,5.452932901094869
DIO_SIM,T17,old,chew_herbivory,low,Thicket,2,0.040090909090909094,4.055454545454546,0.9885675857431069
DIO_SIM,T17,old,chew_herbivory,up,Thicket,1,0.07236842105263158,3.6869473684210528,1.962827613772626
DIO_SIM,T17,old,chew_herbivory,up,Thicket,2,0.049727272727272724,3.4724545454545455,1.432049637406079
DIO_SIM,T17,young,sap_miner_herbivory,up,Thicket,1,0,1.0336666666666667,0
DIO_SIM,T17,young,sap_miner_herbivory,up,Thicket,2,0,1.0699999999999998,0
DIO_SIM,T17,young,chew_herbivory,up,Thicket,1,0,1.0336666666666667,0
DIO_SIM,T17,young,chew_herbivory,up,Thicket,2,0.0395,1.0699999999999998,3.6915887850467297
DIO_SIM,T22,old,sap_miner_herbivory,low,Thicket,1,0.006,4.684428571428572,0.12808392546735384
DIO_SIM,T22,old,sap_miner_herbivory,low,Thicket,2,0,6.164833333333333,0
DIO_SIM,T22,old,sap_miner_herbivory,low,Thicket,3,0.024307692307692308,3.7435384615384617,0.6493239633419636
DIO_SIM,T22,old,sap_miner_herbivory,up,Thicket,1,0.06870588235294117,4.554176470588235,1.508634608181243
DIO_SIM,T22,old,sap_miner_herbivory,up,Thicket,2,0,7.224055555555555,0
DIO_SIM,T22,old,sap_miner_herbivory,up,Thicket,3,0.06941666666666667,5.07925,1.3666715886531804
DIO_SIM,T22,old,chew_herbivory,low,Thicket,1,0.018714285714285715,4.684428571428572,0.3994998627672227
DIO_SIM,T22,old,chew_herbivory,low,Thicket,2,0.035666666666666666,6.164833333333333,0.5785503798426559
DIO_SIM,T22,old,chew_herbivory,low,Thicket,3,0.01823076923076923,3.7435384615384617,0.48699297250647267
DIO_SIM,T22,old,chew_herbivory,up,Thicket,1,0.07758823529411765,4.554176470588235,1.7036721303005646
DIO_SIM,T22,old,chew_herbivory,up,Thicket,2,0.05316666666666667,7.224055555555555,0.7359670237555083
DIO_SIM,T22,old,chew_herbivory,up,Thicket,3,0.06479166666666666,5.07925,1.2756148381486767
DIO_SIM,T22,young,sap_miner_herbivory,up,Thicket,1,0,4.550333333333334,0
DIO_SIM,T22,young,sap_miner_herbivory,up,Thicket,2,0,5.784818181818182,0
DIO_SIM,T22,young,chew_herbivory,up,Thicket,1,0.024666666666666667,4.550333333333334,0.54208482895026
DIO_SIM,T22,young,chew_herbivory,up,Thicket,2,0.02727272727272727,5.784818181818182,0.47145349111310164
DOM_ROT,S19,old,sap_miner_herbivory,low,Savanna,1,2.7832,23.2444,11.973636660873156
DOM_ROT,S19,old,sap_miner_herbivory,low,Savanna,2,1.220375,9.502125,12.843179815041372
DOM_ROT,S19,old,sap_miner_herbivory,low,Savanna,3,6.1442000000000005,20.4178,30.092370382705287
DOM_ROT,S19,old,sap_miner_herbivory,up,Savanna,1,1.145857142857143,33.63064285714286,3.407181800611262
DOM_ROT,S19,old,sap_miner_herbivory,up,Savanna,2,3.7587894736842107,27.306684210526317,13.76508932649997
DOM_ROT,S19,old,sap_miner_herbivory,up,Savanna,3,3.6551,42.8661,8.52678456869181
DOM_ROT,S19,old,chew_herbivory,low,Savanna,1,1.7216,23.2444,7.406515117619728
DOM_ROT,S19,old,chew_herbivory,low,Savanna,2,2.614375,9.502125,27.513582488127657
DOM_ROT,S19,old,chew_herbivory,low,Savanna,3,1.8308,20.4178,8.966685930903427
DOM_ROT,S19,old,chew_herbivory,up,Savanna,1,0.47578571428571426,33.63064285714286,1.4147386843206342
DOM_ROT,S19,old,chew_herbivory,up,Savanna,2,2.4547894736842104,27.306684210526317,8.989701769568661
DOM_ROT,S19,old,chew_herbivory,up,Savanna,3,1.2812999999999999,42.8661,2.989075283265797
DOM_ROT,S19,young,sap_miner_herbivory,up,Savanna,3,3.707142857142857,5.973857142857143,62.05610158547958
DOM_ROT,S19,young,chew_herbivory,up,Savanna,3,0.20914285714285713,5.973857142857143,3.5009685056316804
DOM_ROT,S27,old,sap_miner_herbivory,low,Savanna,1,0.29724999999999996,31.780875,0.935310937788843
DOM_ROT,S27,old,sap_miner_herbivory,low,Savanna,2,0.058333333333333334,22.285,0.2617605265126019
DOM_ROT,S27,old,sap_miner_herbivory,up,Savanna,1,0.6815,33.45925,2.0368059654654544
DOM_ROT,S27,old,sap_miner_herbivory,up,Savanna,2,0.0275,24.0845,0.11418131993605847
DOM_ROT,S27,old,chew_herbivory,low,Savanna,1,1.07425,31.780875,3.3801775438844897
DOM_ROT,S27,old,chew_herbivory,low,Savanna,2,0.215,22.285,0.9647745120035899
DOM_ROT,S27,old,chew_herbivory,up,Savanna,1,1.59225,33.45925,4.758773732226515
DOM_ROT,S27,old,chew_herbivory,up,Savanna,2,0.7791666666666667,24.0845,3.235137398188323
DOM_ROT,S27,young,sap_miner_herbivory,up,Savanna,1,0.22699999999999998,11.0648,2.0515508640011566
DOM_ROT,S27,young,sap_miner_herbivory,up,Savanna,2,0.138,26.823333333333334,0.514477445010563
DOM_ROT,S27,young,chew_herbivory,up,Savanna,1,0.4848,11.0648,4.381461933338153
DOM_ROT,S27,young,chew_herbivory,up,Savanna,2,0.904,26.823333333333334,3.3702000745619487
DOM_ROT,S4,old,sap_miner_herbivory,low,Savanna,1,0.5877142857142857,14.549,4.039551073711498
DOM_ROT,S4,old,sap_miner_herbivory,up,Savanna,1,0.484,18.914666666666665,2.5588608487240943
DOM_ROT,S4,old,chew_herbivory,low,Savanna,1,1.0325714285714285,14.549,7.097198629262689
DOM_ROT,S4,old,chew_herbivory,up,Savanna,1,0.45866666666666667,18.914666666666665,2.42492598336388
DOM_ROT,S4,young,sap_miner_herbivory,up,Savanna,1,0.3818,6.7421999999999995,5.66284002254457
DOM_ROT,S4,young,chew_herbivory,up,Savanna,1,0.14759999999999998,6.7421999999999995,2.1891964047343593
DOM_ROT,S46,old,sap_miner_herbivory,low,Savanna,1,0,14.8885,0
DOM_ROT,S46,old,sap_miner_herbivory,up,Savanna,1,0,20.614666666666665,0
DOM_ROT,S46,old,chew_herbivory,low,Savanna,1,0.41575,14.8885,2.7924236827081304
DOM_ROT,S46,old,chew_herbivory,up,Savanna,1,0.5023333333333333,20.614666666666665,2.4367764051484384
DOM_ROT,S46,young,sap_miner_herbivory,up,Savanna,1,0.14525,11.5735,1.2550222491035554
DOM_ROT,S46,young,chew_herbivory,up,Savanna,1,0.2515,11.5735,2.1730677841620945
DOM_ROT,S5,old,sap_miner_herbivory,low,Savanna,1,0.6806,18.1786,3.7439626813946068
DOM_ROT,S5,old,sap_miner_herbivory,low,Savanna,2,0.297625,20.971125,1.4192133230811412
DOM_ROT,S5,old,sap_miner_herbivory,up,Savanna,1,1.694,12.6175,13.425797503467406
DOM_ROT,S5,old,chew_herbivory,low,Savanna,1,3.9512,18.1786,21.735447174149826
DOM_ROT,S5,old,chew_herbivory,low,Savanna,2,3.355,20.971125,15.998187984669396
DOM_ROT,S5,old,chew_herbivory,up,Savanna,1,0,12.6175,0
DOM_ROT,S5,young,sap_miner_herbivory,up,Savanna,1,0,12.2021,0
DOM_ROT,S5,young,sap_miner_herbivory,up,Savanna,2,0.17450000000000002,12.504625,1.3954836710417144
DOM_ROT,S5,young,chew_herbivory,up,Savanna,1,1.2913000000000001,12.2021,10.58260463362864
DOM_ROT,S5,young,chew_herbivory,up,Savanna,2,2.162,12.504625,17.28960284694663
DOM_ROT,S9,old,sap_miner_herbivory,low,Savanna,1,0,13.623833333333334,0
DOM_ROT,S9,old,sap_miner_herbivory,low,Savanna,2,0,24.51525,0
DOM_ROT,S9,old,sap_miner_herbivory,up,Savanna,1,0,14.7276,0
DOM_ROT,S9,old,sap_miner_herbivory,up,Savanna,2,0,17.59488888888889,0
DOM_ROT,S9,old,chew_herbivory,low,Savanna,1,0.21183333333333332,13.623833333333334,1.5548732001516947
DOM_ROT,S9,old,chew_herbivory,low,Savanna,2,0.54725,24.51525,2.2322839864982
DOM_ROT,S9,old,chew_herbivory,up,Savanna,1,1.1320000000000001,14.7276,7.686248947554253
DOM_ROT,S9,old,chew_herbivory,up,Savanna,2,0.8012222222222222,17.59488888888889,4.553721408995036
DOM_ROT,S9,young,sap_miner_herbivory,up,Savanna,1,0,3.592428571428571,0
DOM_ROT,S9,young,sap_miner_herbivory,up,Savanna,2,0,9.394,0
DOM_ROT,S9,young,chew_herbivory,up,Savanna,1,0.47885714285714287,3.592428571428571,13.329621823676781
DOM_ROT,S9,young,chew_herbivory,up,Savanna,2,1.53375,9.394,16.326910794123908
DRY_ARG,F1,old,sap_miner_herbivory,low,Forest,1,0,10.9448,0
DRY_ARG,F1,old,sap_miner_herbivory,up,Forest,1,0.04157142857142857,16.004714285714286,0.2597448965929682
DRY_ARG,F1,old,chew_herbivory,low,Forest,1,0.1044,10.9448,0.9538776405233536
DRY_ARG,F1,old,chew_herbivory,up,Forest,1,0.002857142857142857,16.004714285714286,0.017851882927351764
DRY_ARG,F1,young,sap_miner_herbivory,up,Forest,1,0,11.8398,0
DRY_ARG,F1,young,chew_herbivory,up,Forest,1,0.003,11.8398,0.02533826584908529
DRY_ARG,F3,old,sap_miner_herbivory,low,Forest,1,0,11.838333333333333,0
DRY_ARG,F3,old,sap_miner_herbivory,up,Forest,1,0,9.170384615384615,0
DRY_ARG,F3,old,chew_herbivory,low,Forest,1,0.014666666666666666,11.838333333333333,0.12389131352949458
DRY_ARG,F3,old,chew_herbivory,up,Forest,1,0.124,9.170384615384615,1.3521788365558025
DRY_ARG,F3,young,sap_miner_herbivory,up,Forest,1,0,8.8196,0
DRY_ARG,F3,young,chew_herbivory,up,Forest,1,0.0054,8.8196,0.06122726654270036
DRY_ARG,F6,old,sap_miner_herbivory,low,Forest,1,1.0061666666666667,13.845666666666668,7.267014950526036
DRY_ARG,F6,old,sap_miner_herbivory,low,Forest,2,0.8223750000000001,12.307125,6.682104878271733
DRY_ARG,F6,old,sap_miner_herbivory,low,Forest,3,0.2957142857142857,13.309857142857144,2.2217690433513293
DRY_ARG,F6,old,sap_miner_herbivory,up,Forest,1,0.7198181818181819,13.965454545454545,5.15427678687671
DRY_ARG,F6,old,sap_miner_herbivory,up,Forest,2,1.4735,13.344,11.042416067146284
DRY_ARG,F6,old,sap_miner_herbivory,up,Forest,3,1.1650714285714285,12.227142857142857,9.5285664213109
DRY_ARG,F6,old,chew_herbivory,low,Forest,1,2.454833333333333,13.845666666666668,17.72997568432963
DRY_ARG,F6,old,chew_herbivory,low,Forest,2,2.240875,12.307125,18.20794864763298
DRY_ARG,F6,old,chew_herbivory,low,Forest,3,1.1534285714285715,13.309857142857144,8.665972587448614
DRY_ARG,F6,old,chew_herbivory,up,Forest,1,0.7027272727272728,13.965454545454545,5.031896888425987
DRY_ARG,F6,old,chew_herbivory,up,Forest,2,1.84525,13.344,13.828312350119905
DRY_ARG,F6,old,chew_herbivory,up,Forest,3,2.7552142857142856,12.227142857142857,22.533590372707092
ENG_NAT,F1,old,sap_miner_herbivory,low,Forest,1,0,21.572249999999997,0
ENG_NAT,F1,old,sap_miner_herbivory,low,Forest,2,0,8.756,0
ENG_NAT,F1,old,sap_miner_herbivory,low,Forest,3,0.1336,8.9506,1.492637365092843
ENG_NAT,F1,old,sap_miner_herbivory,up,Forest,1,0.017083333333333332,17.892583333333334,0.09547717629744167
ENG_NAT,F1,old,sap_miner_herbivory,up,Forest,2,0.03709090909090909,13.895545454545454,0.2669266148078848
ENG_NAT,F1,old,sap_miner_herbivory,up,Forest,3,0.016666666666666666,8.566888888888888,0.19454748255557572
ENG_NAT,F1,old,chew_herbivory,low,Forest,1,0.10975,21.572249999999997,0.5087554612986592
ENG_NAT,F1,old,chew_herbivory,low,Forest,2,0.035,8.756,0.39972590223846505
ENG_NAT,F1,old,chew_herbivory,low,Forest,3,0.8596,8.9506,9.60382544186982
ENG_NAT,F1,old,chew_herbivory,up,Forest,1,0.23950000000000002,17.892583333333334,1.338543437457792
ENG_NAT,F1,old,chew_herbivory,up,Forest,2,0.3760909090909091,13.895545454545454,2.706557366324067
ENG_NAT,F1,old,chew_herbivory,up,Forest,3,1.330111111111111,8.566888888888888,15.52618609115198
ENG_NAT,F1,young,sap_miner_herbivory,up,Forest,1,0.11649999999999999,22.78375,0.511329346573764
ENG_NAT,F1,young,sap_miner_herbivory,up,Forest,3,0,13.62025,0
ENG_NAT,F1,young,chew_herbivory,up,Forest,1,0.70175,22.78375,3.0800460854775875
ENG_NAT,F1,young,chew_herbivory,up,Forest,3,0.255,13.62025,1.8722123309043521
ENG_NAT,F2,old,sap_miner_herbivory,low,Forest,1,0.0504,13.4226,0.37548612042376295
ENG_NAT,F2,old,sap_miner_herbivory,low,Forest,2,1.1356,18.0152,6.303565877703273
ENG_NAT,F2,old,sap_miner_herbivory,low,Forest,3,0.03,11.938,0.2512983749371754
ENG_NAT,F2,old,sap_miner_herbivory,up,Forest,1,0.041999999999999996,16.6099,0.25286124540183863
ENG_NAT,F2,old,sap_miner_herbivory,up,Forest,2,1.4581111111111111,17.252333333333333,8.451674813712799
ENG_NAT,F2,old,sap_miner_herbivory,up,Forest,3,0.01225,11.237666666666666,0.10900839438792158
ENG_NAT,F2,old,chew_herbivory,low,Forest,1,0.5498,13.4226,4.0960767660512865
ENG_NAT,F2,old,chew_herbivory,low,Forest,2,1.0872,18.0152,6.034903858963541
ENG_NAT,F2,old,chew_herbivory,low,Forest,3,0.24600000000000002,11.938,2.0606466744848384
ENG_NAT,F2,old,chew_herbivory,up,Forest,1,0.6552,16.6099,3.944635428268683
ENG_NAT,F2,old,chew_herbivory,up,Forest,2,0.5287777777777778,17.252333333333333,3.064963837419737
ENG_NAT,F2,old,chew_herbivory,up,Forest,3,0.2321666666666667,11.237666666666666,2.065968617447276
ENG_NAT,F2,young,sap_miner_herbivory,up,Forest,3,0.114,2.516,4.53100158982512
ENG_NAT,F2,young,chew_herbivory,up,Forest,3,0.11025,2.516,4.381955484896662
ENG_NAT,F3,old,sap_miner_herbivory,low,Forest,1,0,8.3545,0
ENG_NAT,F3,old,sap_miner_herbivory,up,Forest,1,0,13.492583333333334,0
ENG_NAT,F3,old,chew_herbivory,low,Forest,1,0.13425,8.3545,1.606918427194925
ENG_NAT,F3,old,chew_herbivory,up,Forest,1,0.094,13.492583333333334,0.696679039719352
ENG_NAT,F3,young,sap_miner_herbivory,up,Forest,1,0,6.37275,0
ENG_NAT,F3,young,chew_herbivory,up,Forest,1,0.30174999999999996,6.37275,4.735004511396179
ENG_NAT,F4,old,sap_miner_herbivory,low,Forest,1,0.6022857142857143,15.567428571428572,3.8688837499541164
ENG_NAT,F4,old,sap_miner_herbivory,low,Forest,2,0.07,15.836666666666666,0.4420122079562198
ENG_NAT,F4,old,sap_miner_herbivory,low,Forest,3,0.533,14.5958,3.6517354307403505
ENG_NAT,F4,old,sap_miner_herbivory,up,Forest,1,0.3733636363636364,15.754272727272728,2.3699198485836455
ENG_NAT,F4,old,sap_miner_herbivory,up,Forest,2,0.0438,14.9756,0.29247576057052804
ENG_NAT,F4,old,sap_miner_herbivory,up,Forest,3,0.3805454545454546,15.220818181818181,2.500164248726326
ENG_NAT,F4,old,chew_herbivory,low,Forest,1,0.7341428571428571,15.567428571428572,4.715890320449289
ENG_NAT,F4,old,chew_herbivory,low,Forest,2,0.44416666666666665,15.836666666666666,2.8046727004841085
ENG_NAT,F4,old,chew_herbivory,low,Forest,3,0.5738,14.5958,3.9312678989846392
ENG_NAT,F4,old,chew_herbivory,up,Forest,1,1.1337272727272727,15.754272727272728,7.196316150885473
ENG_NAT,F4,old,chew_herbivory,up,Forest,2,0.7215,14.9756,4.817837014877535
ENG_NAT,F4,old,chew_herbivory,up,Forest,3,0.706,15.220818181818181,4.638384031440193
ENG_NAT,F5,old,sap_miner_herbivory,low,Forest,1,1.6203333333333332,12.946,12.51609248673979
ENG_NAT,F5,old,sap_miner_herbivory,low,Forest,2,0,11.304222222222222,0
ENG_NAT,F5,old,sap_miner_herbivory,low,Forest,3,0,12.275625,0
ENG_NAT,F5,old,sap_miner_herbivory,up,Forest,1,1.1683333333333334,22.933333333333334,5.094476744186046
ENG_NAT,F5,old,sap_miner_herbivory,up,Forest,2,0,8.746363636363636,0
ENG_NAT,F5,old,sap_miner_herbivory,up,Forest,3,0,8.79957142857143,0
ENG_NAT,F5,old,chew_herbivory,low,Forest,1,1.5313333333333332,12.946,11.828621453215922
ENG_NAT,F5,old,chew_herbivory,low,Forest,2,0.5623333333333334,11.304222222222222,4.974542452181093
ENG_NAT,F5,old,chew_herbivory,low,Forest,3,0.356875,12.275625,2.907183951937274
ENG_NAT,F5,old,chew_herbivory,up,Forest,1,1.09,22.933333333333334,4.752906976744186
ENG_NAT,F5,old,chew_herbivory,up,Forest,2,0.31181818181818183,8.746363636363636,3.565117971104875
ENG_NAT,F5,old,chew_herbivory,up,Forest,3,0.6652857142857143,8.79957142857143,7.560433137977498
ENG_NAT,F6,old,sap_miner_herbivory,low,Forest,1,1.0122,16.8058,6.022920658344142
ENG_NAT,F6,old,sap_miner_herbivory,low,Forest,2,0,8.8737,0
ENG_NAT,F6,old,sap_miner_herbivory,low,Forest,3,0.16224999999999998,9.644875,1.6822405681773995
ENG_NAT,F6,old,sap_miner_herbivory,up,Forest,1,0.8009090909090909,16.220363636363636,4.937676545756176
ENG_NAT,F6,old,sap_miner_herbivory,up,Forest,2,0,10.616857142857143,0
ENG_NAT,F6,old,sap_miner_herbivory,up,Forest,3,0.5155833333333333,12.682083333333333,4.065446660314748
ENG_NAT,F6,old,chew_herbivory,low,Forest,1,1.0144,16.8058,6.036011377024598
ENG_NAT,F6,old,chew_herbivory,low,Forest,2,1.1076,8.8737,12.48182832414889
ENG_NAT,F6,old,chew_herbivory,low,Forest,3,0.88525,9.644875,9.178449694786089
ENG_NAT,F6,old,chew_herbivory,up,Forest,1,0.8076363636363636,16.220363636363636,4.979150786889656
ENG_NAT,F6,old,chew_herbivory,up,Forest,2,0.9056428571428572,10.616857142857143,8.530234936354585
ENG_NAT,F6,old,chew_herbivory,up,Forest,3,0.8550833333333333,12.682083333333333,6.742451621381871
ENG_NAT,F6,young,sap_miner_herbivory,up,Forest,1,0,5.759,0
ENG_NAT,F6,young,chew_herbivory,up,Forest,1,0.001,5.759,0.017364125716270183
ERY_EMA,F1,old,sap_miner_herbivory,low,Forest,1,0.057624999999999996,4.26075,1.3524614211113066
ERY_EMA,F1,old,sap_miner_herbivory,low,Forest,2,0,6.4252,0
ERY_EMA,F1,old,sap_miner_herbivory,low,Forest,3,0.009000000000000001,5.681333333333334,0.15841351795353203
ERY_EMA,F1,old,sap_miner_herbivory,up,Forest,1,0.021750000000000002,3.860875,0.5633438015993785
ERY_EMA,F1,old,sap_miner_herbivory,up,Forest,2,0,6.231714285714285,0
ERY_EMA,F1,old,sap_miner_herbivory,up,Forest,3,0,5.877692307692308,0
ERY_EMA,F1,old,chew_herbivory,low,Forest,1,0.3938125,4.26075,9.242797629525318
ERY_EMA,F1,old,chew_herbivory,low,Forest,2,0.14806666666666665,6.4252,2.304467824607275
ERY_EMA,F1,old,chew_herbivory,low,Forest,3,0.09025,5.681333333333334,1.5885355550340294
ERY_EMA,F1,old,chew_herbivory,up,Forest,1,0.2680625,3.860875,6.9430504743095796
ERY_EMA,F1,old,chew_herbivory,up,Forest,2,0.08292857142857143,6.231714285714285,1.330750538718995
ERY_EMA,F1,old,chew_herbivory,up,Forest,3,0.032846153846153844,5.877692307692308,0.5588273786153645
ERY_EMA,F1,young,sap_miner_herbivory,up,Forest,1,0.002857142857142857,1.2141428571428572,0.23532180256500765
ERY_EMA,F1,young,sap_miner_herbivory,up,Forest,2,0,4.90875,0
ERY_EMA,F1,young,sap_miner_herbivory,up,Forest,3,0,3.3080000000000003,0
