species,mean_chewing_herbivory,mean_mining_herbivory,mean_leaf_area,mean_total_herbivory,total_herbivory,chewing_herbivory,mining_herbivory
ACA_BUR,0.004876984126984127,0.0018650793650793651,0.32312896825396825,0.006742063492063492,2.0864930583272443,1.509299569561026,0.5771934887662182
ACA_CAF,3.429878048780488e-4,0.00555640243902439,0.29575,0.005899390243902439,1.99472197596025,0.1159722079046657,1.878749768055584
ACA_GER,0,0.024999999999999998,0.4275714285714286,0.024999999999999998,5.846976277981957,0,5.846976277981957
ACA_GRA,0.002029940119760479,0.0025988023952095807,0.17422754491017964,0.00462874251497006,2.656722573549629,1.165108605993951,1.4916139675556777
ACA_KAR,0.013013065326633166,1.2562814070351757e-4,0.3015859296482412,0.013138693467336683,4.35653396783503,4.314878131685762,0.04165583614926785
ACA_NIG,0.020478371501272265,0.006712468193384224,0.8131857506361323,0.02719083969465649,3.3437427639854564,2.518289515679857,0.8254532483055992
ACA_NIL,0.006664039408866995,0.0017211822660098523,0.27267783251231525,0.008385221674876847,3.0751387443635103,2.4439241530812814,0.6312145912822292
ACA_ROB,0.0028683333333333334,1.3333333333333334e-4,0.12939833333333334,0.003001666666666667,2.3197104547972023,2.216669457360347,0.10304099743685519
BER_LUC,0.9525323383084577,0.15376119402985075,14.781567164179105,1.1062935323383085,7.484277682134028,6.4440551379205315,1.0402225442134971
BER_ZEY,0.7317903005464481,0.5105765027322404,7.95178825136612,1.2423668032786885,15.62374102536306,9.20283937918903,6.4209016461740305
BRA_ILL,0.105375,0.07516666666666667,6.028888888888889,0.18054166666666666,2.9946092886103943,1.7478345005528935,1.246774788057501
CAN_INE,0.2413611111111111,0.002555555555555576,6.807740740740741,0.2439166666666667,3.582931194881644,3.5453922278016856,0.0375389670799583
CEL_AFR,1.4405929648241207,0.10222110552763819,10.519894472361809,1.542814070351759,14.665680101688164,13.693986841872709,0.9716932598154536
CHA_ARI,0.14896019900497512,0.0611218905472637,4.599425373134328,0.2100820895522388,4.567572522849221,3.238669766772726,1.328902756076495
COM_MOL,0.45400621118012424,0.3317391304347826,10.480782608695652,0.7857453416149068,7.497010203827651,4.331796852683943,3.1652133511437084
COR_CAF,1.2088368055555556,0.3429201388888889,13.914666666666667,1.5517569444444446,11.151951977130446,8.687500998147438,2.464450978983008
DIC_CIN,0.006292198581560284,2.900709219858156e-4,0.11595602836879433,0.0065822695035461,5.676522036966813,5.42636607175623,0.25015596521058364
DIO_DIC,0.061424012158054715,0.018782674772036493,4.080984802431611,0.08020668693009121,1.9653757809218235,1.5051271967848514,0.460248584136972
DIO_NAT,0.017254266211604096,0.017372013651877134,1.786117747440273,0.03462627986348123,1.9386336602446819,0.966020646529692,0.9726130137149901
DIO_SIM,0.20506849315068493,0.07981735159817352,4.118591324200914,0.2848858447488585,6.917069996114068,4.979093020123141,1.9379769759909264
DOM_ROT,1.2207571428571429,1.1665761904761904,19.634914285714284,2.3873333333333333,12.158613470853185,6.217277677373542,5.9413357934796425
DRY_ARG,1.0728041237113402,0.5257113402061856,12.114783505154639,1.5985154639175256,13.194750556106792,8.85533054102766,4.339420015079131
ENG_NAT,0.6305442176870748,0.2594319727891157,13.171806122448979,0.8899761904761905,6.756675449082004,4.787074846268997,1.969600602813007
ERY_EMA,0.2630063157894737,0.021197894736842113,5.767781052631579,0.28420421052631584,4.927444504791773,4.559921976744865,0.3675225280469075
EUC_DIV,0.1617780580075662,0.083078184110971,7.412822194199244,0.24485624211853718,3.3031446823336,2.182408450780897,1.120736231552703
EUC_NAT,1.087646017699115,0.03766371681415929,24.11479646017699,1.1253097345132743,4.66646996739783,4.5102848763216645,0.15618509107616516
EUC_RAC,0.11332046864231564,0.053818745692625784,5.228911095796002,0.16713921433494142,3.19644398753155,2.167190578807589,1.029253408723961
GRE_FLA,0.4671397260273973,0.15095890410958904,7.494402739726027,0.6180986301369863,8.24747016677652,6.233181512266507,2.0142886545100143
GYM_BUX,0.19438781725888324,0.07142335025380711,5.170019289340101,0.26581116751269035,5.141396049735404,3.759905067659715,1.3814909820756889
GYM_HAR,0.25367596281540505,0.04880146082337318,3.882461487383798,0.3024774236387782,7.790867330472943,6.533895149758329,1.2569721807146144
GYM_MAR,0.497161877394636,0.2077586206896552,8.698330459770116,0.7049204980842912,8.104089645071053,5.715601168454288,2.388488476616764
HIP_PAU,0.08094,0.04852857142857143,4.540048571428572,0.12946857142857143,2.851700139142627,1.7828003098771126,1.0688998292655143
KRA_FLO,0.49834359805510536,0.21683306320907617,11.402183144246353,0.7151766612641816,6.272278319131072,4.370598084162278,1.9016802349687931
OLE_EUR,0.012764705882352942,5.637254901960839e-4,1.5037892156862744,0.013328431372549026,0.8863231118775124,0.8488361100879153,0.03748700178959723
ORM_TRI,0.009356070941336971,0.0029877216916780404,0.6537025920873124,0.012343792633015011,1.8882887696070665,1.4312427477857268,0.45704602182133963
PLE_ARM,0.2170257731958763,0.10770618556701031,6.448360824742268,0.32473195876288663,5.035883809679116,3.3655959877919903,1.6702878218871253
RAW_LUC,0.7680534351145039,0.07133969465648857,14.978301526717557,0.8393931297709925,5.604060836094963,5.1277738917492615,0.47628694434570124
RHU_PEN,0.2055145067698259,0.13458027079303675,3.0229390715667313,0.34009477756286266,11.25046749243934,6.798499801165748,4.451967691273592
SCH_BRA,0.41805944798301486,0.0917154989384289,7.498186836518046,0.5097749469214438,6.7986428990901135,5.575473872522898,1.2231690265672157
SCL_BIR,0.21425430210325047,0.14415678776290633,6.925108986615679,0.3584110898661568,5.175529952797369,3.0938762482633098,2.0816537045340593
SCO_ZEY,0.4531168831168831,0.11067532467532468,6.415701298701299,0.5637922077922077,8.78769415132113,7.062624365143145,1.7250697861779847
SCU_MYR,0.1993358633776091,0.05953795066413664,4.245827324478179,0.25887381404174575,6.097134769218669,4.694865055589794,1.4022697136288742
SID_INE,0.7132295081967213,0.4881475409836066,12.776715846994536,1.2013770491803277,9.402862704056515,5.582260079490569,3.8206026245659475
SPI_AFR,0.014806026365348399,0.012702448210922788,5.15057438794727,0.02750847457627119,0.534085569963674,0.2874635962931748,0.24662197367049915
TAR_CAM,0.1329,0.01947142857142857,3.2878755102040818,0.15237142857142855,4.6343430004736,4.042123845247132,0.592219155226469
TAR_PAV,0.18894117647058822,0.054588235294117646,13.194941176470588,0.24352941176470588,1.8456271119947931,1.4319213245718057,0.41370578742298747
ZAN_CAP,0.006747474747474748,0.0024646464646464646,1.612979797979798,0.009212121212121213,0.5711244011647932,0.41832357453737046,0.15280082662742273
ZIZ_MUC,0.486820882852292,0.27465619694397286,5.452141765704584,0.7614770797962649,13.9665678648739,8.928984310615771,5.037583554258128
