species,site,leaf_age,leaf_area,side,habitat,individual,herbivory_percentage_median,herbivory_percentage_mean
ACA_BUR,S52,old,0.037,up,Savanna,1,0,0
ACA_BUR,S52,old,0.037,up,Savanna,2,0,0
ACA_BUR,S52,old,0.075,up,Savanna,1,0,0
ACA_BUR,S52,old,0.075,up,Savanna,2,0,0
ACA_BUR,S52,old,0.075,up,Savanna,3,0,0
ACA_BUR,S52,old,0.099,up,Savanna,1,0,0
ACA_BUR,S52,old,0.099,up,Savanna,2,0,0
ACA_BUR,S52,old,0.099,up,Savanna,3,0,0
ACA_BUR,S52,old,0.115,up,Savanna,1,0,0
ACA_BUR,S52,old,0.115,up,Savanna,2,0,0
ACA_BUR,S52,old,0.115,up,Savanna,3,0,0
ACA_BUR,S52,old,0.125,up,Savanna,1,0,0
ACA_BUR,S52,old,0.125,up,Savanna,2,0,0
ACA_BUR,S52,old,0.125,up,Savanna,3,0,0
ACA_BUR,S52,old,0.129,up,Savanna,1,0,0
ACA_BUR,S52,old,0.129,up,Savanna,2,0,0
ACA_BUR,S52,old,0.129,up,Savanna,3,0,0
ACA_BUR,S52,old,0.138,up,Savanna,1,0,0
ACA_BUR,S52,old,0.138,up,Savanna,2,0,0
ACA_BUR,S52,old,0.138,up,Savanna,3,0,0
ACA_BUR,S52,old,0.176,up,Savanna,1,0,0
ACA_BUR,S52,old,0.176,up,Savanna,2,0,0
ACA_BUR,S52,old,0.176,up,Savanna,3,0,0
ACA_BUR,S52,old,0.184,up,Savanna,1,0,0
ACA_BUR,S52,old,0.184,up,Savanna,2,0,0
ACA_BUR,S52,old,0.184,up,Savanna,3,0,0
ACA_BUR,S52,old,0.207,up,Savanna,1,0,0
ACA_BUR,S52,old,0.207,up,Savanna,2,0,0
ACA_BUR,S52,old,0.207,up,Savanna,3,0,0
ACA_BUR,S52,old,0.209,up,Savanna,1,0,0
ACA_BUR,S52,old,0.209,up,Savanna,2,0,0
ACA_BUR,S52,old,0.209,up,Savanna,3,0,0
ACA_BUR,S52,old,0.22,up,Savanna,1,0,0
ACA_BUR,S52,old,0.22,up,Savanna,2,0,0
ACA_BUR,S52,old,0.22,up,Savanna,3,0,0
ACA_BUR,S52,old,0.226,up,Savanna,1,0,0
ACA_BUR,S52,old,0.226,up,Savanna,2,0,0
ACA_BUR,S52,old,0.226,up,Savanna,3,0,0
ACA_BUR,S52,old,0.231,up,Savanna,1,0,0
ACA_BUR,S52,old,0.231,up,Savanna,2,0,0
ACA_BUR,S52,old,0.231,up,Savanna,3,0,0
ACA_BUR,S52,old,0.237,up,Savanna,1,0,0
ACA_BUR,S52,old,0.237,up,Savanna,2,0,0
ACA_BUR,S52,old,0.237,up,Savanna,3,0,0
ACA_BUR,S52,old,0.25,up,Savanna,1,0,0
ACA_BUR,S52,old,0.25,up,Savanna,2,0,0
ACA_BUR,S52,old,0.25,up,Savanna,3,0,0
ACA_BUR,S52,old,0.251,up,Savanna,1,0,0
ACA_BUR,S52,old,0.251,up,Savanna,2,0,0
ACA_BUR,S52,old,0.251,up,Savanna,3,0,0
ACA_BUR,S52,old,0.32,up,Savanna,1,0,0
ACA_BUR,S52,old,0.32,up,Savanna,2,0,0
ACA_BUR,S52,old,0.32,up,Savanna,3,0,0
ACA_BUR,S52,old,0.37,up,Savanna,1,0,0
ACA_BUR,S52,old,0.37,up,Savanna,2,0,0
ACA_BUR,S52,old,0.37,up,Savanna,3,0,0
ACA_BUR,S52,old,0.419,up,Savanna,1,0,0
ACA_BUR,S52,old,0.419,up,Savanna,2,0,0
ACA_BUR,S52,old,0.419,up,Savanna,3,0,0
ACA_BUR,S52,old,1.02,up,Savanna,1,1.274509804,1.274509804
ACA_BUR,S52,old,1.02,up,Savanna,2,1.274509804,1.274509804
ACA_BUR,S52,old,1.02,up,Savanna,3,1.274509804,1.274509804
ACA_BUR,S52,old,1.782,up,Savanna,1,2.693602694,2.693602694
ACA_BUR,S52,old,1.782,up,Savanna,2,2.693602694,2.693602694
ACA_BUR,S52,old,1.782,up,Savanna,3,2.693602694,2.693602694
ACA_BUR,S52,old,2.195,up,Savanna,1,3.507972665,3.507972665
ACA_BUR,S52,old,2.195,up,Savanna,2,3.507972665,3.507972665
ACA_BUR,S52,old,2.195,up,Savanna,3,3.507972665,3.507972665
ACA_BUR,T9,old,0.052,up,Thicket,3,0,0
ACA_BUR,T9,old,0.064,low,Thicket,3,0,0
ACA_BUR,T9,old,0.076,low,Thicket,3,0,0
ACA_BUR,T9,old,0.079,low,Thicket,3,0,0
ACA_BUR,T9,old,0.086,up,Thicket,2,0,0
ACA_BUR,T9,old,0.087,low,Thicket,2,19.54022989,19.54022989
ACA_BUR,T9,old,0.089,up,Thicket,2,0,0
ACA_BUR,T9,old,0.092,up,Thicket,3,7.608695652,7.608695652
ACA_BUR,T9,old,0.095,up,Thicket,2,0,0
ACA_BUR,T9,old,0.099,low,Thicket,3,0,0
ACA_BUR,T9,old,0.108,up,Thicket,2,0,0
ACA_BUR,T9,old,0.108,up,Thicket,3,0,0
ACA_BUR,T9,old,0.112,up,Thicket,2,0,0
ACA_BUR,T9,old,0.114,low,Thicket,3,0,0
ACA_BUR,T9,old,0.116,low,Thicket,2,0.862068966,0.862068966
ACA_BUR,T9,old,0.142,up,Thicket,2,0.704225352,0.704225352
ACA_BUR,T9,old,0.146,up,Thicket,2,0,0
ACA_BUR,T9,old,0.147,low,Thicket,3,2.0408163265,2.0408163265
ACA_BUR,T9,old,0.147,up,Thicket,1,0,0
ACA_BUR,T9,old,0.148,up,Thicket,1,0,0
ACA_BUR,T9,old,0.149,up,Thicket,3,0,0
ACA_BUR,T9,old,0.15,low,Thicket,1,0.666666667,0.666666667
ACA_BUR,T9,old,0.151,up,Thicket,1,0,0
ACA_BUR,T9,old,0.152,low,Thicket,3,1.9736842104999999,1.9736842104999999
ACA_BUR,T9,old,0.154,up,Thicket,2,0,0
ACA_BUR,T9,old,0.155,low,Thicket,2,1.935483871,1.935483871
ACA_BUR,T9,old,0.155,low,Thicket,3,0.64516129,0.64516129
ACA_BUR,T9,old,0.156,up,Thicket,3,0,0
ACA_BUR,T9,old,0.157,low,Thicket,3,1.910828025,1.910828025
ACA_BUR,T9,old,0.161,up,Thicket,2,0,0
ACA_BUR,T9,old,0.162,low,Thicket,1,1.234567901,1.234567901
ACA_BUR,T9,old,0.163,low,Thicket,1,0.613496933,0.613496933
ACA_BUR,T9,old,0.163,low,Thicket,3,65.03067485,65.03067485
ACA_BUR,T9,old,0.166,up,Thicket,1,0,0
ACA_BUR,T9,old,0.169,up,Thicket,3,0,0
ACA_BUR,T9,old,0.17,low,Thicket,3,0.588235294,0.588235294
ACA_BUR,T9,old,0.17,up,Thicket,2,5.294117647,5.294117647
ACA_BUR,T9,old,0.171,low,Thicket,3,0.584795322,0.584795322
ACA_BUR,T9,old,0.173,low,Thicket,3,0,0
ACA_BUR,T9,old,0.173,up,Thicket,2,0,0
ACA_BUR,T9,old,0.173,up,Thicket,3,33.52601156,33.52601156
ACA_BUR,T9,old,0.175,low,Thicket,3,0,0
ACA_BUR,T9,old,0.175,up,Thicket,2,0,0
ACA_BUR,T9,old,0.176,low,Thicket,2,4.545454545,4.545454545
ACA_BUR,T9,old,0.18,up,Thicket,1,0,0
ACA_BUR,T9,old,0.18,up,Thicket,2,0,0
ACA_BUR,T9,old,0.18,up,Thicket,3,0,0
ACA_BUR,T9,old,0.181,up,Thicket,2,0.276243094,0.276243094
ACA_BUR,T9,old,0.182,up,Thicket,2,0.549450549,0.549450549
ACA_BUR,T9,old,0.183,up,Thicket,2,0,0
ACA_BUR,T9,old,0.184,low,Thicket,3,1.086956522,1.086956522
ACA_BUR,T9,old,0.185,low,Thicket,1,0.540540541,0.540540541
ACA_BUR,T9,old,0.185,up,Thicket,2,0,0
ACA_BUR,T9,old,0.189,low,Thicket,3,1.058201058,1.058201058
ACA_BUR,T9,old,0.19,low,Thicket,2,0.526315789,0.526315789
ACA_BUR,T9,old,0.19,up,Thicket,3,2.631578947,2.631578947
ACA_BUR,T9,old,0.191,low,Thicket,2,0.523560209,0.523560209
ACA_BUR,T9,old,0.192,low,Thicket,2,0,0
ACA_BUR,T9,old,0.192,up,Thicket,2,0,0
ACA_BUR,T9,old,0.193,up,Thicket,2,0,0
ACA_BUR,T9,old,0.194,up,Thicket,3,0,0
ACA_BUR,T9,old,0.195,low,Thicket,2,0,0
ACA_BUR,T9,old,0.196,up,Thicket,3,0,0
ACA_BUR,T9,old,0.197,low,Thicket,3,0.507614213,0.507614213
ACA_BUR,T9,old,0.198,up,Thicket,1,0,0
ACA_BUR,T9,old,0.199,low,Thicket,1,0.502512563,0.502512563
ACA_BUR,T9,old,0.199,low,Thicket,2,0,0
ACA_BUR,T9,old,0.202,low,Thicket,2,0.495049505,0.495049505
ACA_BUR,T9,old,0.202,up,Thicket,1,0,0
ACA_BUR,T9,old,0.206,low,Thicket,3,0.485436893,0.485436893
ACA_BUR,T9,old,0.207,low,Thicket,2,20.28985507,20.28985507
ACA_BUR,T9,old,0.208,low,Thicket,2,16.82692308,16.82692308
ACA_BUR,T9,old,0.208,up,Thicket,3,0.480769231,0.480769231
ACA_BUR,T9,old,0.209,low,Thicket,2,6.698564595,6.698564595
ACA_BUR,T9,old,0.211,low,Thicket,2,0,0
ACA_BUR,T9,old,0.211,up,Thicket,2,2.1327014214999997,2.1327014214999997
ACA_BUR,T9,old,0.216,up,Thicket,2,0,0
ACA_BUR,T9,old,0.217,low,Thicket,3,0.460829493,0.460829493
ACA_BUR,T9,old,0.218,up,Thicket,2,0,0
ACA_BUR,T9,old,0.219,low,Thicket,1,3.652968037,3.652968037
ACA_BUR,T9,old,0.219,up,Thicket,1,0,0
ACA_BUR,T9,old,0.22,low,Thicket,2,0.454545455,0.454545455
ACA_BUR,T9,old,0.222,up,Thicket,1,0,0
ACA_BUR,T9,old,0.223,up,Thicket,2,1.793721973,1.793721973
ACA_BUR,T9,old,0.223,up,Thicket,3,19.7309417,19.7309417
ACA_BUR,T9,old,0.224,low,Thicket,2,1.339285714,1.339285714
ACA_BUR,T9,old,0.224,up,Thicket,3,0.446428571,0.446428571
ACA_BUR,T9,old,0.225,low,Thicket,3,6.666666667,6.666666667
ACA_BUR,T9,old,0.225,up,Thicket,1,0,0
ACA_BUR,T9,old,0.225,up,Thicket,2,0,0
ACA_BUR,T9,old,0.225,up,Thicket,3,0,0
ACA_BUR,T9,old,0.226,up,Thicket,1,0,0
ACA_BUR,T9,old,0.227,low,Thicket,2,0,0
ACA_BUR,T9,old,0.227,up,Thicket,1,0,0
ACA_BUR,T9,old,0.228,up,Thicket,2,0,0
ACA_BUR,T9,old,0.23,low,Thicket,1,0,0
ACA_BUR,T9,old,0.23,up,Thicket,2,0,0
ACA_BUR,T9,old,0.232,up,Thicket,2,0,0
ACA_BUR,T9,old,0.232,up,Thicket,3,0,0
ACA_BUR,T9,old,0.235,up,Thicket,1,0,0
ACA_BUR,T9,old,0.237,low,Thicket,1,0.421940928,0.421940928
ACA_BUR,T9,old,0.237,low,Thicket,2,10.97046414,10.97046414
ACA_BUR,T9,old,0.237,low,Thicket,3,1.265822785,1.265822785
ACA_BUR,T9,old,0.237,up,Thicket,1,0,0
ACA_BUR,T9,old,0.239,low,Thicket,2,1.255230126,1.255230126
ACA_BUR,T9,old,0.241,low,Thicket,3,0.414937759,0.414937759
ACA_BUR,T9,old,0.242,up,Thicket,1,0,0
ACA_BUR,T9,old,0.242,up,Thicket,2,14.04958678,14.04958678
ACA_BUR,T9,old,0.244,up,Thicket,2,1.6393442625,1.6393442625
ACA_BUR,T9,old,0.245,up,Thicket,1,0,0
ACA_BUR,T9,old,0.245,up,Thicket,2,0,0
ACA_BUR,T9,old,0.246,up,Thicket,3,0.406504065,0.406504065
ACA_BUR,T9,old,0.247,low,Thicket,2,7.692307692,7.692307692
ACA_BUR,T9,old,0.247,up,Thicket,2,0,0.13495276666666667
ACA_BUR,T9,old,0.248,low,Thicket,3,0.6048387095000001,0.6048387095000001
ACA_BUR,T9,old,0.248,up,Thicket,3,0.201612903,0.201612903
ACA_BUR,T9,old,0.249,low,Thicket,1,0,0
ACA_BUR,T9,old,0.249,up,Thicket,2,1.204819277,1.204819277
ACA_BUR,T9,old,0.249,up,Thicket,3,0,0
ACA_BUR,T9,old,0.25,low,Thicket,1,0,0
ACA_BUR,T9,old,0.251,low,Thicket,1,0.398406375,0.398406375
ACA_BUR,T9,old,0.251,low,Thicket,3,0.398406375,0.398406375
ACA_BUR,T9,old,0.251,up,Thicket,2,0.398406375,0.398406375
ACA_BUR,T9,old,0.252,up,Thicket,1,0,0
ACA_BUR,T9,old,0.253,up,Thicket,1,0,0
ACA_BUR,T9,old,0.253,up,Thicket,2,0.790513834,0.790513834
ACA_BUR,T9,old,0.253,up,Thicket,3,0.395256917,0.395256917
ACA_BUR,T9,old,0.254,low,Thicket,1,3.149606299,3.149606299
ACA_BUR,T9,old,0.254,up,Thicket,2,0,0
ACA_BUR,T9,old,0.255,up,Thicket,1,0,0
ACA_BUR,T9,old,0.255,up,Thicket,3,0.392156863,0.392156863
ACA_BUR,T9,old,0.256,low,Thicket,2,1.171875,1.171875
ACA_BUR,T9,old,0.256,low,Thicket,3,0.390625,0.390625
ACA_BUR,T9,old,0.259,up,Thicket,1,3.861003861,3.861003861
ACA_BUR,T9,old,0.26,up,Thicket,2,0,0
ACA_BUR,T9,old,0.261,up,Thicket,1,0,0
ACA_BUR,T9,old,0.261,up,Thicket,2,0,0
ACA_BUR,T9,old,0.261,up,Thicket,3,0.383141762,0.383141762
ACA_BUR,T9,old,0.262,low,Thicket,3,0.381679389,0.381679389
ACA_BUR,T9,old,0.262,up,Thicket,1,0,0
ACA_BUR,T9,old,0.262,up,Thicket,2,0,0
ACA_BUR,T9,old,0.263,up,Thicket,2,0.1901140685,0.1901140685
ACA_BUR,T9,old,0.265,up,Thicket,2,0.377358491,0.377358491
ACA_BUR,T9,old,0.266,low,Thicket,3,2.4436090225,2.4436090225
ACA_BUR,T9,old,0.267,up,Thicket,3,0.374531835,0.374531835
ACA_BUR,T9,old,0.268,low,Thicket,2,0.373134328,0.373134328
ACA_BUR,T9,old,0.268,low,Thicket,3,0.373134328,0.373134328
ACA_BUR,T9,old,0.268,up,Thicket,3,0,0
ACA_BUR,T9,old,0.271,up,Thicket,2,0,0
ACA_BUR,T9,old,0.273,low,Thicket,3,5.128205128,5.128205128
ACA_BUR,T9,old,0.274,up,Thicket,2,0,0
ACA_BUR,T9,old,0.274,up,Thicket,3,0.364963504,0.364963504
ACA_BUR,T9,old,0.275,up,Thicket,3,0,0
ACA_BUR,T9,old,0.276,up,Thicket,3,0,0
ACA_BUR,T9,old,0.278,low,Thicket,3,0.71942446,0.71942446
ACA_BUR,T9,old,0.279,low,Thicket,3,66.66666667,66.66666667
ACA_BUR,T9,old,0.28,up,Thicket,1,0,0
ACA_BUR,T9,old,0.281,low,Thicket,1,0.355871886,0.355871886
ACA_BUR,T9,old,0.282,low,Thicket,2,0,0
ACA_BUR,T9,old,0.282,up,Thicket,3,0.354609929,0.354609929
ACA_BUR,T9,old,0.283,low,Thicket,3,0.35335689,0.35335689
ACA_BUR,T9,old,0.283,up,Thicket,3,0.35335689,0.35335689
ACA_BUR,T9,old,0.284,low,Thicket,1,0,0
ACA_BUR,T9,old,0.284,up,Thicket,2,0,0
ACA_BUR,T9,old,0.287,low,Thicket,3,0,0
ACA_BUR,T9,old,0.288,low,Thicket,1,0.347222222,0.347222222
ACA_BUR,T9,old,0.288,up,Thicket,3,28.47222222,28.47222222
ACA_BUR,T9,old,0.289,low,Thicket,1,7.958477509,7.958477509
ACA_BUR,T9,old,0.29,low,Thicket,3,27.24137931,27.24137931
ACA_BUR,T9,old,0.291,up,Thicket,2,0,0
ACA_BUR,T9,old,0.292,up,Thicket,3,0,0
ACA_BUR,T9,old,0.293,low,Thicket,1,75.76791809,75.76791809
ACA_BUR,T9,old,0.293,up,Thicket,1,0.341296928,0.341296928
ACA_BUR,T9,old,0.293,up,Thicket,2,0,0
ACA_BUR,T9,old,0.294,low,Thicket,1,0.340136054,0.340136054
ACA_BUR,T9,old,0.295,low,Thicket,3,0.677966102,0.677966102
ACA_BUR,T9,old,0.298,up,Thicket,3,0.33557047,0.33557047
ACA_BUR,T9,old,0.299,low,Thicket,3,0.334448161,0.334448161
ACA_BUR,T9,old,0.299,up,Thicket,1,0,0
ACA_BUR,T9,old,0.299,up,Thicket,3,1.003344482,1.003344482
ACA_BUR,T9,old,0.303,low,Thicket,3,0.330033003,0.330033003
ACA_BUR,T9,old,0.304,up,Thicket,3,0,0
ACA_BUR,T9,old,0.305,low,Thicket,2,0.327868852,0.327868852
ACA_BUR,T9,old,0.306,low,Thicket,1,75.49019608,75.49019608
ACA_BUR,T9,old,0.307,low,Thicket,1,0.325732899,0.325732899
ACA_BUR,T9,old,0.308,low,Thicket,1,0.649350649,0.649350649
ACA_BUR,T9,old,0.308,up,Thicket,2,0,0
ACA_BUR,T9,old,0.308,up,Thicket,3,0.649350649,0.649350649
ACA_BUR,T9,old,0.31,up,Thicket,2,14.51612903,14.51612903
ACA_BUR,T9,old,0.311,up,Thicket,2,0,0
ACA_BUR,T9,old,0.311,up,Thicket,3,0.964630225,0.964630225
ACA_BUR,T9,old,0.312,up,Thicket,3,0,0
ACA_BUR,T9,old,0.313,up,Thicket,3,0.319488818,0.319488818
ACA_BUR,T9,old,0.314,low,Thicket,2,0.955414013,0.955414013
ACA_BUR,T9,old,0.314,up,Thicket,3,0.318471338,0.318471338
ACA_BUR,T9,old,0.315,low,Thicket,3,0.952380952,0.952380952
ACA_BUR,T9,old,0.316,up,Thicket,3,0.316455696,0.316455696
ACA_BUR,T9,old,0.317,low,Thicket,1,0.315457413,0.315457413
ACA_BUR,T9,old,0.318,up,Thicket,2,0.314465409,0.314465409
ACA_BUR,T9,old,0.318,up,Thicket,3,0.314465409,0.314465409
ACA_BUR,T9,old,0.319,low,Thicket,2,0.313479624,0.313479624
ACA_BUR,T9,old,0.32,up,Thicket,1,0,0
ACA_BUR,T9,old,0.321,low,Thicket,3,0.934579439,0.934579439
ACA_BUR,T9,old,0.322,up,Thicket,3,0.155279503,0.155279503
ACA_BUR,T9,old,0.324,low,Thicket,3,0.308641975,0.308641975
ACA_BUR,T9,old,0.324,up,Thicket,1,1.0802469135,1.0802469135
ACA_BUR,T9,old,0.326,low,Thicket,2,0.6134969325,0.6134969325
ACA_BUR,T9,old,0.326,low,Thicket,3,0.306748466,0.306748466
ACA_BUR,T9,old,0.326,up,Thicket,1,0,0
ACA_BUR,T9,old,0.327,low,Thicket,3,11.31498471,11.31498471
ACA_BUR,T9,old,0.327,up,Thicket,1,0.152905199,0.152905199
ACA_BUR,T9,old,0.328,up,Thicket,1,0,0
ACA_BUR,T9,old,0.33,up,Thicket,2,0,0
ACA_BUR,T9,old,0.334,up,Thicket,1,0,0
ACA_BUR,T9,old,0.335,up,Thicket,1,0,0
ACA_BUR,T9,old,0.335,up,Thicket,3,0.298507463,0.298507463
ACA_BUR,T9,old,0.337,up,Thicket,2,0,0
ACA_BUR,T9,old,0.337,up,Thicket,3,0,0
ACA_BUR,T9,old,0.338,up,Thicket,3,0,0
ACA_BUR,T9,old,0.339,low,Thicket,1,0.294985251,0.294985251
ACA_BUR,T9,old,0.341,low,Thicket,2,0.586510264,0.586510264
ACA_BUR,T9,old,0.341,up,Thicket,2,31.96480938,31.96480938
ACA_BUR,T9,old,0.341,up,Thicket,3,0.293255132,0.293255132
ACA_BUR,T9,old,0.344,low,Thicket,1,3.779069767,3.779069767
ACA_BUR,T9,old,0.344,low,Thicket,2,0.290697674,0.290697674
ACA_BUR,T9,old,0.344,low,Thicket,3,16.56976744,16.56976744
ACA_BUR,T9,old,0.345,up,Thicket,2,51.5942029,51.5942029
ACA_BUR,T9,old,0.345,up,Thicket,3,0,0
ACA_BUR,T9,old,0.346,up,Thicket,3,0,0
ACA_BUR,T9,old,0.347,up,Thicket,3,0,0
ACA_BUR,T9,old,0.348,up,Thicket,2,0,0
ACA_BUR,T9,old,0.349,up,Thicket,2,0,0
ACA_BUR,T9,old,0.35,up,Thicket,3,5.714285714,5.714285714
ACA_BUR,T9,old,0.351,low,Thicket,2,0.284900285,0.284900285
ACA_BUR,T9,old,0.354,up,Thicket,3,0.282485876,0.282485876
ACA_BUR,T9,old,0.358,low,Thicket,2,0.558659218,0.558659218
ACA_BUR,T9,old,0.358,up,Thicket,2,6.424581006,6.424581006
ACA_BUR,T9,old,0.359,low,Thicket,1,0.557103064,0.557103064
ACA_BUR,T9,old,0.36,up,Thicket,3,0.277777778,0.277777778
ACA_BUR,T9,old,0.361,low,Thicket,1,0.27700831,0.27700831
ACA_BUR,T9,old,0.361,up,Thicket,1,1.385041551,1.385041551
ACA_BUR,T9,old,0.362,up,Thicket,2,0,0
ACA_BUR,T9,old,0.362,up,Thicket,3,0,0
ACA_BUR,T9,old,0.364,up,Thicket,3,0,0
ACA_BUR,T9,old,0.365,low,Thicket,2,0.821917808,0.821917808
ACA_BUR,T9,old,0.365,low,Thicket,3,0.547945205,0.547945205
ACA_BUR,T9,old,0.366,low,Thicket,2,0.273224044,0.273224044
ACA_BUR,T9,old,0.367,low,Thicket,1,0.272479564,0.272479564
ACA_BUR,T9,old,0.37,up,Thicket,2,1.891891892,1.891891892
ACA_BUR,T9,old,0.37,up,Thicket,3,0.27027027,0.27027027
ACA_BUR,T9,old,0.371,low,Thicket,1,0.539083558,0.539083558
ACA_BUR,T9,old,0.371,up,Thicket,3,0.269541779,0.269541779
ACA_BUR,T9,old,0.373,low,Thicket,1,0.268096515,0.268096515
ACA_BUR,T9,old,0.373,low,Thicket,3,20.37533512,20.37533512
ACA_BUR,T9,old,0.373,up,Thicket,3,0,0
ACA_BUR,T9,old,0.374,up,Thicket,2,0.267379679,0.267379679
ACA_BUR,T9,old,0.375,up,Thicket,2,0,0
ACA_BUR,T9,old,0.376,up,Thicket,3,0,0
ACA_BUR,T9,old,0.378,up,Thicket,3,0,0
ACA_BUR,T9,old,0.38,up,Thicket,2,0,0
ACA_BUR,T9,old,0.383,low,Thicket,1,0.261096606,0.261096606
ACA_BUR,T9,old,0.383,low,Thicket,2,0.522193211,0.522193211
ACA_BUR,T9,old,0.383,up,Thicket,3,0.261096606,0.261096606
ACA_BUR,T9,old,0.384,up,Thicket,1,0.260416667,0.260416667
ACA_BUR,T9,old,0.384,up,Thicket,2,0.260416667,0.260416667
ACA_BUR,T9,old,0.385,low,Thicket,3,1.298701299,1.298701299
ACA_BUR,T9,old,0.386,up,Thicket,3,0.259067358,0.259067358
ACA_BUR,T9,old,0.387,up,Thicket,2,0,0
ACA_BUR,T9,old,0.388,up,Thicket,2,0,0
ACA_BUR,T9,old,0.388,up,Thicket,3,0,0
ACA_BUR,T9,old,0.389,up,Thicket,1,0,0
ACA_BUR,T9,old,0.389,up,Thicket,3,0.257069409,0.257069409
ACA_BUR,T9,old,0.393,up,Thicket,1,0.254452926,0.254452926
ACA_BUR,T9,old,0.395,up,Thicket,2,0.759493671,0.759493671
ACA_BUR,T9,old,0.397,low,Thicket,2,0.755667506,0.755667506
ACA_BUR,T9,old,0.397,up,Thicket,3,0.503778338,0.503778338
ACA_BUR,T9,old,0.398,low,Thicket,3,1.75879397,1.75879397
ACA_BUR,T9,old,0.399,up,Thicket,3,0,0
ACA_BUR,T9,old,0.401,low,Thicket,3,1.246882793,1.246882793
ACA_BUR,T9,old,0.401,up,Thicket,2,0,0
ACA_BUR,T9,old,0.402,up,Thicket,3,0.248756219,0.248756219
ACA_BUR,T9,old,0.403,low,Thicket,2,0.248138958,0.248138958
ACA_BUR,T9,old,0.404,low,Thicket,3,28.96039604,28.96039604
ACA_BUR,T9,old,0.406,up,Thicket,2,0.246305419,0.246305419
ACA_BUR,T9,old,0.407,low,Thicket,2,0.737100737,0.737100737
ACA_BUR,T9,old,0.407,up,Thicket,2,0.122850123,0.122850123
ACA_BUR,T9,old,0.411,up,Thicket,3,0,0
ACA_BUR,T9,old,0.412,low,Thicket,2,0.242718447,0.242718447
ACA_BUR,T9,old,0.414,up,Thicket,3,8.695652174,8.695652174
ACA_BUR,T9,old,0.415,up,Thicket,2,0,0
ACA_BUR,T9,old,0.417,low,Thicket,3,3.597122302,3.597122302
ACA_BUR,T9,old,0.417,up,Thicket,2,0,0
ACA_BUR,T9,old,0.418,up,Thicket,1,0,0
ACA_BUR,T9,old,0.419,low,Thicket,3,2.863961814,2.863961814
ACA_BUR,T9,old,0.421,up,Thicket,2,0,0
ACA_BUR,T9,old,0.423,up,Thicket,3,0.236406619,0.236406619
ACA_BUR,T9,old,0.424,up,Thicket,3,1.886792453,1.886792453
ACA_BUR,T9,old,0.425,low,Thicket,3,0.470588235,0.470588235
ACA_BUR,T9,old,0.427,low,Thicket,3,0.93676815,0.93676815
ACA_BUR,T9,old,0.427,up,Thicket,2,0,0
ACA_BUR,T9,old,0.428,up,Thicket,2,0,0
ACA_BUR,T9,old,0.431,low,Thicket,1,1.392111369,1.392111369
ACA_BUR,T9,old,0.431,up,Thicket,2,0.232018561,0.232018561
ACA_BUR,T9,old,0.432,up,Thicket,1,0.231481481,0.231481481
ACA_BUR,T9,old,0.435,up,Thicket,2,0.229885057,0.229885057
ACA_BUR,T9,old,0.438,low,Thicket,3,0.913242009,0.913242009
ACA_BUR,T9,old,0.439,low,Thicket,1,26.19589977,26.19589977
ACA_BUR,T9,old,0.439,up,Thicket,2,0,0
ACA_BUR,T9,old,0.44,up,Thicket,2,0.227272727,0.227272727
ACA_BUR,T9,old,0.444,low,Thicket,3,0.900900901,0.900900901
ACA_BUR,T9,old,0.444,up,Thicket,2,0,0
ACA_BUR,T9,old,0.446,low,Thicket,2,0.67264574,0.67264574
ACA_BUR,T9,old,0.446,up,Thicket,3,0,0
ACA_BUR,T9,old,0.447,up,Thicket,3,0,0
ACA_BUR,T9,old,0.448,low,Thicket,3,0.892857143,0.892857143
ACA_BUR,T9,old,0.45,up,Thicket,2,0.222222222,0.222222222
ACA_BUR,T9,old,0.45,up,Thicket,3,0,0
ACA_BUR,T9,old,0.451,low,Thicket,2,0.44345898,0.44345898
ACA_BUR,T9,old,0.451,up,Thicket,2,0.22172949,0.59127864
ACA_BUR,T9,old,0.458,up,Thicket,3,0,0
ACA_BUR,T9,old,0.46,up,Thicket,3,8.260869565,8.260869565
ACA_BUR,T9,old,0.461,up,Thicket,2,0,0
ACA_BUR,T9,old,0.463,low,Thicket,1,23.97408207,23.97408207
ACA_BUR,T9,old,0.466,up,Thicket,3,0.214592275,0.214592275
ACA_BUR,T9,old,0.468,up,Thicket,1,0,0
ACA_BUR,T9,old,0.468,up,Thicket,2,0.213675214,0.213675214
ACA_BUR,T9,old,0.473,up,Thicket,2,0,0
ACA_BUR,T9,old,0.477,up,Thicket,2,0,0
ACA_BUR,T9,old,0.478,low,Thicket,3,0.627615063,0.627615063
ACA_BUR,T9,old,0.478,up,Thicket,2,0.209205021,0.209205021
ACA_BUR,T9,old,0.485,up,Thicket,2,0.1030927835,0.1030927835
ACA_BUR,T9,old,0.489,up,Thicket,2,0.204498978,0.204498978
ACA_BUR,T9,old,0.492,up,Thicket,2,0,0
ACA_BUR,T9,old,0.498,up,Thicket,2,0.803212851,0.803212851
ACA_BUR,T9,old,0.507,up,Thicket,2,0,0
ACA_BUR,T9,old,0.517,up,Thicket,3,0,0
ACA_BUR,T9,old,0.518,up,Thicket,2,0,0
ACA_BUR,T9,old,0.521,up,Thicket,2,0,0
ACA_BUR,T9,old,0.528,up,Thicket,2,1.325757576,1.325757576
ACA_BUR,T9,old,0.533,up,Thicket,2,0,0
