(Intercept),Avg_Rain,Herb_type,"poly(elevation, 2)",X20yr_fire,Avg_Rain:Herb_type,"Avg_Rain:poly(elevation, 2)",Avg_Rain:X20yr_fire,"Herb_type:poly(elevation, 2)",Herb_type:X20yr_fire,"poly(elevation, 2):X20yr_fire","Avg_Rain:Herb_type:poly(elevation, 2)",Avg_Rain:Herb_type:X20yr_fire,"Avg_Rain:poly(elevation, 2):X20yr_fire","Herb_type:poly(elevation, 2):X20yr_fire","Avg_Rain:Herb_type:poly(elevation, 2):X20yr_fire",df,logLik,AICc,delta,weight
-14.843833726379069,0.0240639504425572,+,+,NA,+,+,NA,+,NA,NA,+,NA,NA,NA,NA,13,-102.13759719182737,240.98107673659592,17.907361077923383,1.35428858891953e-05
-12.679066724569996,0.01946553784903419,+,+,0.17692522437155359,NA,+,NA,+,+,+,NA,NA,NA,NA,NA,14,-100.14654505186785,241.0203628310084,17.946647172335872,1.32794580750911e-05
73.66202178045052,-0.0969612125098164,+,+,-7.849259590824866,+,+,0.010726370778142657,NA,+,+,NA,NA,+,NA,NA,16,-95.80729653696305,241.16298017070028,18.08926451202774,1.23654917015004e-05
-11.54796555064872,0.019254716438391703,+,+,0.07286505249469079,+,+,NA,+,NA,+,NA,NA,NA,NA,NA,14,-100.56368855771824,241.8546498427092,18.780934184036653,8.75018488417837e-06
-10.84869943663335,0.014247083450273727,+,+,0.41333312806359784,NA,NA,NA,+,+,+,NA,NA,NA,+,NA,14,-100.58736666744592,241.90200606216456,18.82829040349202,8.545430708518e-06
80.43336543707147,-0.11124045007759553,+,+,-7.888415906750149,NA,NA,0.0114265218850388,+,+,+,NA,NA,NA,+,NA,15,-98.46302366298372,241.92604732596743,18.85233166729489,8.44332415367952e-06
-11.808837874274921,0.01740651855184478,+,+,0.23235477071932162,+,+,NA,+,NA,NA,+,NA,NA,NA,NA,14,-100.68566710324352,242.09860693375975,19.024891275087214,7.74537804556174e-06
107.7228466668239,-0.14517861507012,+,+,-10.846079628497106,+,+,0.015052480820703096,+,+,+,NA,NA,NA,NA,NA,16,-96.48376629545035,242.5159196876749,19.44220402900237,6.28672273610379e-06
92.20882065990928,-0.12636145024858056,+,+,-8.712772078570005,+,NA,0.012480940248747891,+,+,+,NA,+,NA,NA,NA,15,-99.09741089732583,243.19482179465166,20.12110613597912,4.47715971774936e-06
103.0894063508864,-0.14173899573139273,+,+,-9.8522606605314,+,+,0.014045347679189607,+,+,NA,+,NA,NA,NA,NA,16,-97.2524609814095,244.05330905959318,20.979593400920635,2.91463681806374e-06
67.42670150884615,-0.08790673066413161,+,+,-7.9168662116865995,NA,+,0.010726370778143056,+,+,+,NA,NA,+,NA,NA,17,-94.98428699245925,244.3685739849185,21.294858326245958,2.48957685593975e-06
-10.278134233620499,0.016028285739597175,+,+,0.19895919137586476,+,+,NA,+,+,+,NA,NA,NA,NA,NA,15,-100.0500987818538,245.1001975637076,22.02648190503507,1.72685350498143e-06
68.55780268276798,-0.08811755207477481,+,+,-8.020926383563577,+,+,0.010726370778143202,+,NA,+,NA,NA,+,NA,NA,17,-95.50046643000928,245.40093286001857,22.32721720134603,1.48577024474064e-06
-10.560832950581686,0.014668950468184528,+,+,0.3279001724371837,+,+,NA,+,+,NA,+,NA,NA,NA,NA,15,-100.43123899899622,245.86247799799244,22.788762339319902,1.17958272390081e-06
104.44189766745178,-0.1417413629606824,+,+,-10.787480040772149,NA,+,0.015052480820703033,+,+,+,NA,NA,NA,+,NA,17,-95.75206332845777,245.90412665691554,22.830410998242996,1.15527270307509e-06
70.17751751030946,-0.0921891666176181,+,+,-7.5417036415857375,+,+,0.01030464174080822,NA,+,+,NA,+,+,NA,NA,17,-95.80244393032655,246.0048878606531,22.93117220198056,1.09851121349273e-06
-9.258033741916528,0.011995327985071072,+,+,0.42567632919169934,+,NA,NA,+,+,+,NA,NA,NA,+,NA,15,-100.54906013343671,246.09812026687342,23.024404608200882,1.04847803030165e-06
82.02403113178799,-0.11349220554279779,+,+,-7.876072705622029,+,NA,0.011426521885038773,+,+,+,NA,NA,NA,+,NA,16,-98.42116877123388,246.39072463924197,23.317008980569426,9.05776611966524e-07
116.2173528902876,-0.1568623631316647,+,+,-11.611836212591824,+,+,0.016106899184411876,+,+,+,NA,+,NA,NA,NA,17,-96.46120238218751,247.32240476437502,24.248689105702482,5.68472334464521e-07
105.53330205178449,-0.1410300319561155,+,+,-10.972173767378244,+,+,0.015052480820703049,+,NA,+,+,NA,NA,NA,NA,17,-96.46137161730827,247.32274323461655,24.249027575944012,5.68376137120561e-07
-13.559083232992199,0.019465537849034167,+,+,0.2575587791007789,NA,+,NA,+,+,+,NA,NA,NA,+,NA,16,-99.42076941361007,248.38992592399433,25.316210265321786,3.33349692998853e-07
101.8737722425453,-0.1400660134712196,+,+,-9.743370870126931,+,+,0.013895114790924043,+,+,NA,+,+,NA,NA,NA,17,-97.25207210901154,248.90414421802308,25.830428559350537,2.57773919844554e-07
69.8276339997951,-0.09134398277356792,+,+,-7.894832244682268,+,+,0.010726370778143028,+,+,+,NA,NA,+,NA,NA,18,-94.86463790578891,249.31548270812954,26.241767049456996,2.09854341056361e-07
-12.467678848659519,0.020176868853601156,+,+,0.07286505249469115,+,+,NA,+,NA,+,+,NA,NA,NA,NA,16,-100.03079768897028,249.60998247471474,26.5362668160422,1.81120724070527e-07
106.03256336216863,-0.14399311842588508,+,+,-10.775136839644064,+,+,0.015052480820703052,+,+,+,NA,NA,NA,+,NA,18,-95.70519839529139,250.9966036871345,27.922888028461955,9.05455633585144e-08
94.18025625469247,-0.13020364507687682,+,+,-8.981634135686939,+,NA,0.012948215906734152,+,+,+,NA,+,NA,+,NA,17,-98.38167503054675,251.1633500610935,28.089634402420955,8.33026198581739e-08
106.78130697547783,-0.14376760003977587,+,+,-10.876628365660393,+,+,0.015052480820703063,+,+,+,+,NA,NA,NA,NA,18,-96.1576671103271,251.9015411172059,28.82782545853337,5.75920462080071e-08
-11.968417538275325,0.01721378238383145,+,+,0.2699019802288801,+,+,NA,+,+,+,NA,NA,NA,+,NA,17,-99.38055327094014,253.1611065418803,30.087390883207746,3.06797172134414e-08
66.54668500042341,-0.08790673066413088,+,+,-7.836232656957372,NA,+,0.010726370778143047,+,+,+,NA,NA,+,+,NA,19,-94.08102584197765,253.30490882681244,30.231193168139896,2.85512471082293e-08
-11.219673924966255,0.01743930076994087,+,+,0.1684104542125528,+,+,NA,+,+,+,+,NA,NA,NA,NA,17,-99.76929313831084,253.9385862766217,30.86487061794915,2.07981053120737e-08
78.3221402232576,-0.10302773083511095,+,+,-8.66058882877688,+,+,0.011780789141851666,+,+,+,NA,+,+,NA,NA,19,-94.8404984330518,254.82385400896078,31.75013835028824,1.33595037856094e-08
67.63808938475603,-0.08719539965956387,+,+,-8.020926383563424,+,+,0.010726370778143006,+,NA,+,+,NA,+,NA,NA,19,-94.84067949117093,254.82421612519903,31.75050046652649,1.33570851579443e-08
118.18878848507055,-0.1607045579599606,+,+,-11.880698269708736,+,+,0.016574174842398107,+,+,+,NA,+,NA,+,NA,19,-95.66096826338341,256.464793669624,33.391078010951446,5.88118454757932e-09
105.56567286713722,-0.1420946177796035,+,+,-10.767738575255965,+,+,0.014902247932437556,+,+,+,+,+,NA,NA,NA,19,-96.15726008799523,257.4573773188476,34.38366166017505,3.58037080075753e-09
68.13735069514037,-0.09015848612933369,+,+,-7.823889455829301,+,+,0.010726370778143082,+,+,+,NA,NA,+,+,NA,20,-94.03077804440272,259.17266719991653,36.09895154124399,1.5186494651735e-09
96.08988307371085,-0.12744626759110997,+,+,-11.11361882119839,+,+,0.01505248082070291,+,+,+,+,NA,NA,+,NA,20,-94.05133626424332,259.21378363959775,36.14006798092521,1.48774746898489e-09
68.88609430844862,-0.08993296774322322,+,+,-7.92538098184554,+,+,0.010726370778142973,+,+,+,+,NA,+,NA,NA,20,-94.51561353318101,260.1423381774731,37.06862251880057,9.35182053862946e-10
-21.91109782673245,0.033760633218605854,+,+,-0.06858000132557063,+,+,NA,+,+,+,+,NA,NA,+,NA,19,-97.96858067902522,261.0800185009076,38.00630284223507,5.8516921313694e-10
80.29357581804095,-0.10686992566340743,+,+,-8.92945088589387,+,+,0.01224806479983799,+,+,+,NA,+,+,+,NA,21,-93.98334873321024,265.505159004882,42.43144334620945,6.40286607057866e-11
109.25955222011054,-0.14543799555455483,+,+,-12.346316260295012,+,+,0.016732434586582492,+,+,+,+,+,NA,+,NA,21,-93.99827671406571,265.53501496659294,42.4612993079204,6.30799409378606e-11
67.67046020010673,-0.08825998548304902,+,+,-7.816491191440994,+,+,0.010576137889877303,+,+,+,+,+,+,NA,NA,21,-94.51517768779861,266.56881691405874,43.4951012553862,3.76187220019637e-11
58.194670406681674,-0.07361163529455741,+,+,-8.162371437383506,+,+,0.010726370778142792,+,+,+,+,NA,+,+,NA,22,-92.25287584237424,268.9857516847485,45.91203602607595,1.12350063036683e-11
71.36433955308082,-0.09160336325800153,+,+,-9.395068876480048,+,+,0.01240632454402226,+,+,+,+,+,+,+,NA,23,-92.1956825395038,276.39136507900764,53.3176494203351,2.76990455402742e-13
56.16543315432028,-0.07051276316786319,+,+,-8.052140498323322,+,+,0.010531982989922082,+,+,+,+,+,+,+,+,25,-92.01101707380722,293.11294323852354,70.039227579851,6.47769122730171e-17
