species,site,herbivory_type,habitat,individual,mean_herbivory,mean_leaf_area,herbivory_standardized,herbratio
KRA_FLO,S13,chew_herbivory,Savanna,2,0.12528,11.66136,1.0743172322953753,0.010843172322953752
KRA_FLO,S13,chew_herbivory,Savanna,3,0.01924,10.82168,0.17779124867857854,0.0018779124867857855
KRA_FLO,S22,sap_miner_herbivory,Savanna,1,0.09354166666666666,10.148,0.9217744054657733,0.009317744054657733
KRA_FLO,S22,sap_miner_herbivory,Savanna,2,0.0381875,5.9823125,0.6383401067730915,0.006483401067730915
KRA_FLO,S22,sap_miner_herbivory,Savanna,3,0.0930869565217392,10.507521739130436,0.8859078175882295,0.008959078175882294
KRA_FLO,S22,chew_herbivory,Savanna,1,0.5316666666666666,10.148,5.239127578504796,0.05249127578504796
KRA_FLO,S22,chew_herbivory,Savanna,2,0.1429375,5.9823125,2.3893352278069724,0.023993352278069723
KRA_FLO,S22,chew_herbivory,Savanna,3,0.02743478260869565,10.507521739130436,0.2610966057441253,0.0027109660574412527
KRA_FLO,S25,sap_miner_herbivory,Savanna,1,0.2907692307692308,8.100769230769231,3.589402715791473,0.035994027157914735
KRA_FLO,S25,chew_herbivory,Savanna,1,0.3923846153846154,8.100769230769231,4.843794511442408,0.04853794511442409
KRA_FLO,S27,sap_miner_herbivory,Savanna,1,0.07246666666666667,15.9646,0.4539209668057243,0.004639209668057243
KRA_FLO,S27,chew_herbivory,Savanna,1,0.012866666666666667,15.9646,0.08059498306670175,9.059498306670176e-4
KRA_FLO,S30,sap_miner_herbivory,Savanna,1,0.09070000000000006,6.417233333333334,1.4133816753845123,0.014233816753845123
KRA_FLO,S30,chew_herbivory,Savanna,1,0.20813333333333334,6.417233333333334,3.2433499379275594,0.0325334993792756
KRA_FLO,S8,sap_miner_herbivory,Savanna,1,0.21039130434782607,11.348608695652175,1.8538951336689422,0.01863895133668942
KRA_FLO,S8,chew_herbivory,Savanna,1,0.20382608695652174,11.348608695652175,1.796044717222567,0.01806044717222567
KRA_FLO,T12,sap_miner_herbivory,Thicket,1,0,11.648315789473685,0,1e-4
KRA_FLO,T12,chew_herbivory,Thicket,1,0.38057894736842107,11.648315789473685,3.26724441753495,0.032772444175349504
KRA_FLO,T22,sap_miner_herbivory,Thicket,1,0,8.415846153846154,0,1e-4
KRA_FLO,T22,sap_miner_herbivory,Thicket,2,0.49910714285714286,10.007857142857143,4.987152951252588,0.049971529512525883
KRA_FLO,T22,sap_miner_herbivory,Thicket,3,0,14.552764705882353,0,1e-4
KRA_FLO,T22,chew_herbivory,Thicket,1,0.023384615384615386,8.415846153846154,0.27786410251722943,0.0028786410251722943
KRA_FLO,T22,chew_herbivory,Thicket,2,0.92775,10.007857142857143,9.270216258653916,0.09280216258653916
KRA_FLO,T22,chew_herbivory,Thicket,3,0.5764117647058823,14.552764705882353,3.960840268879574,0.03970840268879574
KRA_FLO,T23,sap_miner_herbivory,Thicket,1,0,15.374444444444444,0,1e-4
KRA_FLO,T23,sap_miner_herbivory,Thicket,2,0,14.880411764705883,0,1e-4
KRA_FLO,T23,sap_miner_herbivory,Thicket,3,0,11.665363636363637,0,1e-4
KRA_FLO,T23,chew_herbivory,Thicket,1,0.17394444444444446,15.374444444444444,1.1313868613138687,0.011413868613138686
KRA_FLO,T23,chew_herbivory,Thicket,2,0.47441176470588237,14.880411764705883,3.1881628829056754,0.03198162882905676
KRA_FLO,T23,chew_herbivory,Thicket,3,0.2802727272727273,11.665363636363637,2.4026060053460516,0.024126060053460515
KRA_FLO,T24,sap_miner_herbivory,Thicket,1,0,12.04715,0,1e-4
KRA_FLO,T24,sap_miner_herbivory,Thicket,2,0,11.005478260869566,0,1e-4
KRA_FLO,T24,sap_miner_herbivory,Thicket,3,0,13.14490909090909,0,1e-4
KRA_FLO,T24,chew_herbivory,Thicket,1,1.649,12.04715,13.68788468641961,0.1369788468641961
KRA_FLO,T24,chew_herbivory,Thicket,2,0.12013043478260871,11.005478260869566,1.0915512432543477,0.011015512432543477
KRA_FLO,T24,chew_herbivory,Thicket,3,0.19272727272727272,13.14490909090909,1.4661742534268365,0.014761742534268363
SCU_MYR,F3,sap_miner_herbivory,Forest,1,0,2.2695131578947367,0,1e-4
SCU_MYR,F3,sap_miner_herbivory,Forest,2,0,3.10878125,0,1e-4
SCU_MYR,F3,sap_miner_herbivory,Forest,3,0,2.9206507936507937,0,1e-4
SCU_MYR,F3,chew_herbivory,Forest,1,0.06938157894736842,2.2695131578947367,3.0571128748920184,0.030671128748920185
SCU_MYR,F3,chew_herbivory,Forest,2,0.039296875,3.10878125,1.26406047385933,0.012740604738593298
SCU_MYR,F3,chew_herbivory,Forest,3,0.0526031746031746,2.9206507936507937,1.8010771680588693,0.01811077168058869
SCU_MYR,F5,sap_miner_herbivory,Forest,1,0,5.368625,0,1e-4
SCU_MYR,F5,sap_miner_herbivory,Forest,2,0,7.25236,0,1e-4
SCU_MYR,F5,sap_miner_herbivory,Forest,3,0,8.243761904761904,0,1e-4
SCU_MYR,F5,chew_herbivory,Forest,1,0.18471875,5.368625,3.440708747584344,0.03450708747584345
SCU_MYR,F5,chew_herbivory,Forest,2,0.22952,7.25236,3.164762918553409,0.031747629185534094
SCU_MYR,F5,chew_herbivory,Forest,3,0.3299047619047619,8.243761904761904,4.001871545006615,0.04011871545006616
SCU_MYR,F7,sap_miner_herbivory,Forest,1,4.651162790701786e-5,4.062558139534883,0.0011448852252571803,1.1144885225257181e-4
SCU_MYR,F7,sap_miner_herbivory,Forest,2,0,5.031555555555555,0,1e-4
SCU_MYR,F7,sap_miner_herbivory,Forest,3,0.011000000000000025,5.016588235294118,0.2192725311320096,0.002292725311320096
SCU_MYR,F7,chew_herbivory,Forest,1,0.3343488372093023,4.062558139534883,8.230007441753965,0.08240007441753966
SCU_MYR,F7,chew_herbivory,Forest,2,0.3854166666666667,5.031555555555555,7.6599902835438565,0.07669990283543857
SCU_MYR,F7,chew_herbivory,Forest,3,0.47805882352941176,5.016588235294118,9.529560751389507,0.09539560751389507
SCU_MYR,S20,sap_miner_herbivory,Savanna,1,0.37638888888888894,4.165055555555556,9.036827573328354,0.09046827573328355
SCU_MYR,S20,sap_miner_herbivory,Savanna,2,0.17467741935483874,5.0201290322580645,3.4795404307818854,0.03489540430781886
SCU_MYR,S20,sap_miner_herbivory,Savanna,3,0.2084848484848485,4.01,5.199123403612182,0.05209123403612182
SCU_MYR,S20,chew_herbivory,Savanna,1,0.3362777777777778,4.165055555555556,8.073788531565539,0.08083788531565539
SCU_MYR,S20,chew_herbivory,Savanna,2,0.40638709677419355,5.0201290322580645,8.095152418650079,0.08105152418650079
SCU_MYR,S20,chew_herbivory,Savanna,3,0.020666666666666667,4.01,0.515378221113882,0.00525378221113882
SCU_MYR,S22,sap_miner_herbivory,Savanna,1,0.09426829268292683,3.7001463414634146,2.5476909285064533,0.025576909285064533
SCU_MYR,S22,sap_miner_herbivory,Savanna,2,0.29835000000000006,4.543775,6.56612618362485,0.0657612618362485
SCU_MYR,S22,chew_herbivory,Savanna,1,0.4811951219512195,3.7001463414634146,13.004759205304996,0.13014759205304996
SCU_MYR,S22,chew_herbivory,Savanna,2,0.330525,4.543775,7.274237830878509,0.0728423783087851
SCU_MYR,S27,sap_miner_herbivory,Savanna,1,0.14225925925925925,5.687925925925926,2.501074400614687,0.025110744006146872
SCU_MYR,S27,sap_miner_herbivory,Savanna,2,0.08621951219512194,2.7909512195121953,3.089251850492445,0.03099251850492445
SCU_MYR,S27,sap_miner_herbivory,Savanna,3,0.12321739130434782,6.885608695652174,1.7894916303064363,0.01799491630306436
SCU_MYR,S27,chew_herbivory,Savanna,1,0.14040740740740743,5.687925925925926,2.4685168062302214,0.024785168062302212
SCU_MYR,S27,chew_herbivory,Savanna,2,0.0965609756097561,2.7909512195121953,3.4597872916830523,0.034697872916830526
SCU_MYR,S27,chew_herbivory,Savanna,3,0.4113478260869565,6.885608695652174,5.974022693835284,0.05984022693835284
SCU_MYR,S30,sap_miner_herbivory,Savanna,1,0.0996060606060606,4.346333333333333,2.291726219941574,0.02301726219941574
SCU_MYR,S30,sap_miner_herbivory,Savanna,2,0.14316129032258065,5.152322580645161,2.7785777788908232,0.02788577778890823
SCU_MYR,S30,sap_miner_herbivory,Savanna,3,0.05882758620689655,5.6978275862068966,1.0324564110943673,0.010424564110943672
SCU_MYR,S30,chew_herbivory,Savanna,1,0.20318181818181819,4.346333333333333,4.67478682832621,0.04684786828326211
SCU_MYR,S30,chew_herbivory,Savanna,2,0.39877419354838706,5.152322580645161,7.739697724796835,0.07749697724796835
SCU_MYR,S30,chew_herbivory,Savanna,3,0.16117241379310346,5.6978275862068966,2.8286642822128214,0.028386642822128213
SCU_MYR,T23,sap_miner_herbivory,Thicket,1,0.006000000000000034,3.116705882352941,0.19251094670089192,0.002025109467008919
SCU_MYR,T23,sap_miner_herbivory,Thicket,2,0.002684210526315836,6.254921052631579,0.04291357962362341,5.291357962362341e-4
SCU_MYR,T23,sap_miner_herbivory,Thicket,3,0.004457627118644091,3.3050169491525425,0.13487456152946797,0.0014487456152946798
SCU_MYR,T23,chew_herbivory,Thicket,1,0.0717843137254902,3.116705882352941,2.3032110322613115,0.023132110322613114
SCU_MYR,T23,chew_herbivory,Thicket,2,0.1163421052631579,6.254921052631579,1.8600091717258413,0.018700091717258414
SCU_MYR,T23,chew_herbivory,Thicket,3,0.11527118644067796,3.3050169491525425,3.4877638515661857,0.03497763851566186
SCU_MYR,T24,sap_miner_herbivory,Thicket,1,0,3.979408163265306,0,1e-4
SCU_MYR,T24,sap_miner_herbivory,Thicket,2,0.007796296296296372,3.7642407407407408,0.2071147100640059,0.002171147100640059
SCU_MYR,T24,sap_miner_herbivory,Thicket,3,0,4.796227272727273,0,1e-4
SCU_MYR,T24,chew_herbivory,Thicket,1,0.35212244897959183,3.979408163265306,8.848613525752471,0.08858613525752472
SCU_MYR,T24,chew_herbivory,Thicket,2,0.07629629629629629,3.7642407407407408,2.026870796825881,0.02036870796825881
SCU_MYR,T24,chew_herbivory,Thicket,3,0.00840909090909091,4.796227272727273,0.17532719846091152,0.0018532719846091152
SID_INE,F7,sap_miner_herbivory,Forest,1,1.01425,11.4976,8.821406206512664,0.08831406206512665
SID_INE,F7,sap_miner_herbivory,Forest,2,0.4214736842105263,13.683526315789473,3.0801540077003846,0.030901540077003846
SID_INE,F7,chew_herbivory,Forest,1,1.3765,11.4976,11.972063735040356,0.11982063735040356
SID_INE,F7,chew_herbivory,Forest,2,1.3420526315789474,13.683526315789473,9.807798082211804,0.09817798082211804
SID_INE,S13,sap_miner_herbivory,Savanna,1,1.03932,20.01992,5.191429336380965,0.05201429336380965
SID_INE,S13,sap_miner_herbivory,Savanna,2,0.16112,12.24072,1.3162624420785707,0.013262624420785706
SID_INE,S13,sap_miner_herbivory,Savanna,3,0.7575333333333334,15.2088,4.980888257675381,0.04990888257675381
SID_INE,S13,chew_herbivory,Savanna,1,0.32456,20.01992,1.6211852994417562,0.01631185299441756
SID_INE,S13,chew_herbivory,Savanna,2,0.11872,12.24072,0.9698775888999994,0.009798775888999994
SID_INE,S13,chew_herbivory,Savanna,3,0.3136,15.2088,2.061964126032297,0.020719641260322972
SID_INE,S20,sap_miner_herbivory,Savanna,1,0.2925625,14.41025,2.0302388924550234,0.020402388924550232
SID_INE,S20,sap_miner_herbivory,Savanna,2,0.251,12.383230769230769,2.0269346883502504,0.020369346883502504
SID_INE,S20,chew_herbivory,Savanna,1,0.5575,14.41025,3.8687739629777416,0.03878773962977742
SID_INE,S20,chew_herbivory,Savanna,2,0.2093846153846154,12.383230769230769,1.6908722714340736,0.017008722714340736
SID_INE,S30,sap_miner_herbivory,Savanna,1,0.16114285714285714,18.963857142857144,0.8497367172139483,0.008597367172139481
SID_INE,S30,sap_miner_herbivory,Savanna,2,0.6698333333333333,12.31338888888889,5.439878000911383,0.05449878000911383
SID_INE,S30,chew_herbivory,Savanna,1,0.8503333333333333,18.963857142857144,4.48396825038105,0.0449396825038105
SID_INE,S30,chew_herbivory,Savanna,2,1.0213333333333334,12.31338888888889,8.294494249710116,0.08304494249710116
SID_INE,S53,sap_miner_herbivory,Savanna,1,0.04071428571428572,7.451392857142857,0.5463983243784719,0.00556398324378472
SID_INE,S53,chew_herbivory,Savanna,1,0.00925,7.451392857142857,0.12413786492458265,0.0013413786492458264
SID_INE,T13,sap_miner_herbivory,Thicket,1,1.043608695652174,10.892695652173913,9.580812031995913,0.09590812031995914
SID_INE,T13,sap_miner_herbivory,Thicket,2,3.739692307692308,21.389384615384614,17.483870503700615,0.17493870503700615
SID_INE,T13,sap_miner_herbivory,Thicket,3,0.6971176470588235,14.495823529411764,4.809093085635213,0.048190930856352135
SID_INE,T13,chew_herbivory,Thicket,1,0.9586956521739131,10.892695652173913,8.801270895534303,0.08811270895534304
SID_INE,T13,chew_herbivory,Thicket,2,3.534692307692308,21.389384615384614,16.525451158374754,0.16535451158374753
SID_INE,T13,chew_herbivory,Thicket,3,0.6681764705882353,14.495823529411764,4.609441258942738,0.04619441258942738
SID_INE,T23,sap_miner_herbivory,Thicket,1,0,8.528454545454546,0,1e-4
SID_INE,T23,sap_miner_herbivory,Thicket,2,0,14.6733125,0,1e-4
SID_INE,T23,sap_miner_herbivory,Thicket,3,0,10.709,0,1e-4
SID_INE,T23,chew_herbivory,Thicket,1,1.881318181818182,8.528454545454546,22.059309477364543,0.22069309477364543
SID_INE,T23,chew_herbivory,Thicket,2,0.5080625,14.6733125,3.462493557606709,0.034724935576067095
SID_INE,T23,chew_herbivory,Thicket,3,0.4190869565217391,10.709,3.9134088759150165,0.03923408875915017
SID_INE,T24,sap_miner_herbivory,Thicket,1,0,12.5494,0,1e-4
SID_INE,T24,sap_miner_herbivory,Thicket,2,0,7.40334375,0,1e-4
SID_INE,T24,chew_herbivory,Thicket,1,0.2158,12.5494,1.719604124499976,0.017296041244999758
SID_INE,T24,chew_herbivory,Thicket,2,0.039125,7.40334375,0.528477419409304,0.00538477419409304
SPI_AFR,F3,sap_miner_herbivory,Forest,1,0.004893617021276596,4.232425531914894,0.11562204661076594,0.0012562204661076596
SPI_AFR,F3,sap_miner_herbivory,Forest,2,0.16233333333333333,8.07,2.0115654688145392,0.02021565468814539
SPI_AFR,F3,sap_miner_herbivory,Forest,3,0.081,4.6895,1.7272630344386395,0.017372630344386394
SPI_AFR,F3,chew_herbivory,Forest,1,0.01076595744680851,4.232425531914894,0.25436850254368504,0.0026436850254368503
SPI_AFR,F3,chew_herbivory,Forest,2,0.043444444444444445,8.07,0.5383450364863004,0.005483450364863004
SPI_AFR,F3,chew_herbivory,Forest,3,0.35175,4.6895,7.50079965881224,0.07510799658812241
SPI_AFR,S53,sap_miner_herbivory,Savanna,1,0.010605263157894737,3.5931315789473683,0.2951537655907836,0.003051537655907836
SPI_AFR,S53,sap_miner_herbivory,Savanna,2,0.035333333333333335,5.635555555555555,0.6269716088328076,0.006369716088328076
SPI_AFR,S53,sap_miner_herbivory,Savanna,3,0.017911764705882353,0.7008235294117647,2.5558166862514686,0.025658166862514684
SPI_AFR,S53,chew_herbivory,Savanna,1,0.011736842105263158,3.5931315789473683,0.3266465991401724,0.003366465991401724
SPI_AFR,S53,chew_herbivory,Savanna,2,0.01611111111111111,5.635555555555555,0.2858832807570978,0.0029588328075709778
SPI_AFR,S53,chew_herbivory,Savanna,3,0.0016470588235294118,0.7008235294117647,0.23501762632197412,0.0024501762632197412
SPI_AFR,T13,sap_miner_herbivory,Thicket,1,0.0038333333333333336,4.5488888888888885,0.08426966292134833,9.426966292134833e-4
SPI_AFR,T13,sap_miner_herbivory,Thicket,2,0.06272727272727273,4.7129393939393935,1.3309586116880028,0.013409586116880028
SPI_AFR,T13,sap_miner_herbivory,Thicket,3,0.002789473684210526,4.531263157894736,0.06156061978767394,7.156061978767394e-4
SPI_AFR,T13,chew_herbivory,Thicket,1,0.003138888888888889,4.5488888888888885,0.06900341963849536,7.900341963849537e-4
SPI_AFR,T13,chew_herbivory,Thicket,2,0.05442424242424243,4.7129393939393935,1.154783413812393,0.011647834138123928
SPI_AFR,T13,chew_herbivory,Thicket,3,0.0034473684210526317,4.531263157894736,0.07607963388854044,8.607963388854045e-4
SPI_AFR,T17,sap_miner_herbivory,Thicket,1,0,6.907125,0,1e-4
SPI_AFR,T17,sap_miner_herbivory,Thicket,2,0,3.848933333333333,0,1e-4
SPI_AFR,T17,sap_miner_herbivory,Thicket,3,0.002482758620689655,5.772206896551724,0.043012294347467644,5.301229434746765e-4
SPI_AFR,T17,chew_herbivory,Thicket,1,0.002416666666666667,6.907125,0.034988025649842255,4.4988025649842254e-4
SPI_AFR,T17,chew_herbivory,Thicket,2,0.022466666666666666,3.848933333333333,0.5837115044860914,0.005937115044860914
SPI_AFR,T17,chew_herbivory,Thicket,3,0,5.772206896551724,0,1e-4
SPI_AFR,T22,sap_miner_herbivory,Thicket,1,0,8.433296296296296,0,1e-4
SPI_AFR,T22,sap_miner_herbivory,Thicket,2,0,7.848230769230769,0,1e-4
SPI_AFR,T22,sap_miner_herbivory,Thicket,3,0,8.69808,0,1e-4
SPI_AFR,T22,chew_herbivory,Thicket,1,0.001925925925925926,8.433296296296296,0.02283716661030571,3.2837166610305714e-4
SPI_AFR,T22,chew_herbivory,Thicket,2,0.012,7.848230769230769,0.15290070275515308,0.0016290070275515307
SPI_AFR,T22,chew_herbivory,Thicket,3,0.0392,8.69808,0.45067417177124147,0.004606741717712415
SPI_AFR,T9,sap_miner_herbivory,Thicket,1,3.1428571428571427e-4,5.5641428571428575,0.0056484120259826945,1.5648412025982695e-4
SPI_AFR,T9,sap_miner_herbivory,Thicket,2,0.010194444444444445,4.70075,0.21686846661584738,0.002268684666158474
SPI_AFR,T9,sap_miner_herbivory,Thicket,3,0,5.419121212121212,0,1e-4
SPI_AFR,T9,chew_herbivory,Thicket,1,0.0024000000000000002,5.5641428571428575,0.04313332819841331,5.313332819841331e-4
SPI_AFR,T9,chew_herbivory,Thicket,2,0.0039722222222222225,4.70075,0.08450188208737378,9.450188208737379e-4
SPI_AFR,T9,chew_herbivory,Thicket,3,0.008424242424242424,5.419121212121212,0.1554540320190571,0.0016545403201905712
