species,site,leaf_age,side,habitat,individual,mean_leaf_area,mean_total_herbivory,total_herbivory_standardized
ACA_BUR,S52,old,up,Savanna,1,0.3189,0.00345,1.081843838193791
ACA_BUR,S52,old,up,Savanna,2,0.4346363636363636,0.007227272727272727,1.6628320435055428
ACA_BUR,S52,old,up,Savanna,3,0.39004761904761903,0.005571428571428572,1.4283970211207424
ACA_BUR,T9,old,low,Thicket,1,0.29533333333333334,0.02306060606060606,7.808331623230043
ACA_BUR,T9,old,low,Thicket,2,0.27526190476190476,0.005404761904761905,1.9634979673038668
ACA_BUR,T9,old,low,Thicket,3,0.2685161290322581,0.013790322580645161,5.135752042287361
ACA_BUR,T9,old,up,Thicket,1,0.29384444444444446,6.444444444444444e-4,0.2193148302200711
ACA_BUR,T9,old,up,Thicket,2,0.3295,0.004210526315789474,1.2778532066128903
ACA_BUR,T9,old,up,Thicket,3,0.31529268292682927,0.004341463414634146,1.3769629457724142
ACA_CAF,S10,old,up,Savanna,1,0.04019047619047619,3.8095238095238096e-4,0.9478672985781991
ACA_CAF,S10,old,up,Savanna,2,0.01734848484848485,1.5151515151515151e-5,0.08733624454148471
ACA_CAF,S19,old,up,Savanna,1,0.020825,2.5e-5,0.12004801920768307
ACA_CAF,S19,old,up,Savanna,2,0.015484848484848485,0,0
ACA_CAF,S20,old,up,Savanna,1,0.09468750000000001,5e-4,0.528052805280528
ACA_CAF,S21,old,up,Savanna,1,0.09136363636363637,0.0020454545454545456,2.238805970149254
ACA_CAF,S21,old,up,Savanna,2,0.1897843137254902,0.0012941176470588234,0.6818886248579398
ACA_CAF,S21,old,up,Savanna,3,0.0376,0,0
ACA_CAF,S27,old,up,Savanna,1,0.10352941176470588,1.911764705882353e-4,0.1846590909090909
ACA_CAF,S27,old,up,Savanna,2,0.6766666666666666,0.05322222222222222,7.86535303776683
ACA_CAF,S49,old,up,Savanna,1,1.3704814814814814,0.003185185185185185,0.23241358808745238
ACA_CAF,S49,old,up,Savanna,2,1.0919076923076922,0.03103076923076923,2.8418857609828954
ACA_CAF,S7,old,up,Savanna,1,0.02441176470588235,5.882352941176471e-5,0.24096385542168677
ACA_CAF,S7,old,up,Savanna,2,0.02769565217391304,0.0015217391304347826,5.494505494505495
ACA_CAF,S8,old,up,Savanna,1,0.02062962962962963,3.7037037037037037e-5,0.17953321364452424
ACA_CAF,S8,old,up,Savanna,2,0.02209090909090909,9.090909090909092e-5,0.41152263374485604
ACA_CAF,S8,old,up,Savanna,3,0.03013333333333333,1.3333333333333334e-4,0.4424778761061947
ACA_GER,S49,old,up,Savanna,1,0.45575,0.06475,14.207350521119036
ACA_GER,S49,old,up,Savanna,2,0.4548333333333333,0.003833333333333333,0.8427995602784902
ACA_GER,S49,old,up,Savanna,3,0.35850000000000004,0.017,4.741980474198047
ACA_GRA,S49,old,up,Savanna,1,0.7494999999999999,0.022,2.935290193462308
ACA_GRA,S49,old,up,Savanna,2,0.618,0.011000000000000001,1.7799352750809063
ACA_GRA,S49,old,up,Savanna,3,0.32392857142857145,0.008571428571428572,2.646085997794928
ACA_GRA,S50,old,up,Savanna,1,0.11072727272727273,0,0
ACA_GRA,S52,old,up,Savanna,1,0.1971,0.007775,3.944698122780314
ACA_GRA,S53,old,up,Savanna,1,0.06055555555555556,7.222222222222222e-4,1.1926605504587156
ACA_GRA,S53,old,up,Savanna,2,0.05068421052631579,0.001,1.9730010384215992
ACA_GRA,S53,old,up,Savanna,3,0.05252,8.4e-4,1.5993907083015995
ACA_GRA,S55,old,up,Savanna,1,0.07084,0.00144,2.0327498588368154
ACA_KAR,S1,old,up,Savanna,1,0.5041612903225806,0.013903225806451612,2.757694030328236
ACA_KAR,S1,old,up,Savanna,2,1.665,0.010124999999999999,0.608108108108108
ACA_KAR,S1,old,up,Savanna,3,1.0380869565217392,0.01526086956521739,1.470095493382476
ACA_KAR,S10,old,up,Savanna,1,1.0676666666666665,0.05071428571428571,4.750011150260916
ACA_KAR,S10,old,up,Savanna,2,0.3358695652173913,0.056913043478260865,16.944983818770226
ACA_KAR,S11,old,up,Savanna,1,1.1634166666666665,0.092,7.907742998352553
ACA_KAR,S11,old,up,Savanna,2,2.7118235294117645,0.10441176470588234,3.850241860263335
ACA_KAR,S19,old,up,Savanna,1,0.03025,0,0
ACA_KAR,S19,old,up,Savanna,2,7.657333333333333,0.5516666666666666,7.204422775552847
ACA_KAR,S19,old,up,Savanna,3,13.8865,0.96,6.913189068519785
ACA_KAR,S20,old,up,Savanna,1,0.1145952380952381,0.0019523809523809524,1.7037190941200915
ACA_KAR,S20,old,up,Savanna,2,0.14982857142857142,0.004971428571428572,3.3180778032036615
ACA_KAR,S20,old,up,Savanna,3,0.20421052631578948,0.0013684210526315789,0.6701030927835051
ACA_KAR,S21,old,up,Savanna,1,0.03091891891891892,0,0
ACA_KAR,S27,old,up,Savanna,1,0.1637037037037037,0.0052037037037037034,3.178733031674208
ACA_KAR,S27,old,up,Savanna,2,0.03457142857142857,0.003971428571428571,11.487603305785122
ACA_KAR,S27,old,up,Savanna,3,0.18202631578947367,0.004,2.1974844585803095
ACA_KAR,S30,old,up,Savanna,1,0.09030769230769231,0.0015769230769230769,1.7461669505962518
ACA_KAR,S30,old,up,Savanna,2,0.2754074074074074,0.004518518518518519,1.6406670252824103
ACA_KAR,S49,old,up,Savanna,1,0.4518,9e-4,0.19920318725099603
ACA_KAR,S49,old,up,Savanna,2,0.7426,0,0
ACA_KAR,S49,old,up,Savanna,3,0.31016666666666665,0.0015,0.48361096184846863
ACA_KAR,S5,old,up,Savanna,1,0.02975,0.006500000000000001,21.848739495798323
ACA_KAR,S5,old,up,Savanna,2,0.1748125,0.030083333333333333,17.208914312954356
ACA_KAR,S5,old,up,Savanna,3,0.09777551020408164,1.6326530612244898e-4,0.1669797537048633
ACA_KAR,S52,old,up,Savanna,1,0.17505128205128204,0.006487179487179487,3.7058737366339534
ACA_KAR,S52,old,up,Savanna,2,0.09597499999999999,0.0028,2.917426413128419
ACA_KAR,S52,old,up,Savanna,3,0.20445,0.0062499999999999995,3.05698214722426
ACA_KAR,S7,old,up,Savanna,1,0.0713235294117647,0.0013529411764705882,1.8969072164948453
ACA_KAR,S7,old,up,Savanna,2,0.08924,3.2e-4,0.3585835948005379
ACA_KAR,S7,old,up,Savanna,3,0.09671428571428571,3.214285714285714e-4,0.3323485967503692
ACA_KAR,S8,old,up,Savanna,1,0.05955,6.5e-4,1.0915197313182199
ACA_KAR,S8,old,up,Savanna,2,0.0540625,1.25e-4,0.23121387283236997
ACA_KAR,S9,old,up,Savanna,1,0.057107142857142856,0.0014285714285714286,2.5015634771732334
ACA_KAR,S9,old,up,Savanna,2,0.068,5.416666666666666e-4,0.7965686274509803
ACA_KAR,S9,old,up,Savanna,3,0.07190909090909091,0.0014545454545454545,2.02275600505689
ACA_KAR,T23,old,up,Thicket,1,0.06238888888888889,0,0
ACA_KAR,T23,old,up,Thicket,2,0.08142105263157895,6.842105263157894e-4,0.8403361344537815
ACA_NIG,S49,old,up,Savanna,1,0.5311025641025641,0.01485897435897436,2.7977598609568872
ACA_NIG,S50,old,up,Savanna,1,0.6727857142857143,0.03142857142857143,4.671408854443147
ACA_NIG,S50,old,up,Savanna,2,0.6309577464788733,0.03138028169014084,4.973436314121166
ACA_NIG,S50,old,up,Savanna,3,0.5105540540540541,0.005608108108108108,1.0984357216590348
ACA_NIG,S52,old,up,Savanna,1,1.5383181818181817,0.03465909090909091,2.253050852465798
ACA_NIG,S55,old,up,Savanna,1,0.5506111111111112,0.003388888888888889,0.6154777519927354
ACA_NIG,S55,old,up,Savanna,2,0.9284545454545454,0.0034545454545454545,0.372074806619015
ACA_NIG,S55,old,up,Savanna,3,3.1536875,0.188875,5.989020789155551
ACA_NIL,S1,old,up,Savanna,1,0.9863076923076922,0.01823076923076923,1.8483855872718766
ACA_NIL,S1,old,up,Savanna,2,3.2632857142857143,0.06557142857142857,2.009368296633542
ACA_NIL,S1,old,up,Savanna,3,0.02120754716981132,0,0
ACA_NIL,S11,old,up,Savanna,1,4.0169999999999995,0.08133333333333333,2.0247282383204714
ACA_NIL,S11,old,up,Savanna,2,0.41495,0.034050000000000004,8.205807928666106
ACA_NIL,S13,old,up,Savanna,1,0.12955555555555556,0.007611111111111112,5.874785591766724
ACA_NIL,S13,old,up,Savanna,2,0.07104545454545455,0.0016363636363636363,2.3032629558541267
ACA_NIL,S19,old,up,Savanna,1,4.925,0.28533333333333333,5.793570219966159
ACA_NIL,S19,old,up,Savanna,2,0.35541666666666666,0.016083333333333335,4.5252051582649475
ACA_NIL,S19,old,up,Savanna,3,7.8855,0.524,6.645108109821825
ACA_NIL,S20,old,up,Savanna,1,0.08535555555555556,7.333333333333333e-4,0.8591512626920074
ACA_NIL,S49,old,up,Savanna,1,0.022869565217391304,0,0
ACA_NIL,S49,old,up,Savanna,2,0.03712,2e-4,0.5387931034482758
ACA_NIL,S49,old,up,Savanna,3,0.018,0,0
ACA_NIL,S5,old,up,Savanna,1,0.031,0.001,3.2258064516129035
ACA_NIL,S5,old,up,Savanna,2,0.02598076923076923,0.004269230769230769,16.432272390821613
ACA_NIL,S5,old,up,Savanna,3,0.034823529411764705,0.003741176470588235,10.743243243243244
ACA_NIL,S52,old,up,Savanna,1,0.04426190476190476,4.761904761904762e-5,0.10758472296933837
ACA_NIL,S52,old,up,Savanna,2,0.0615,0,0
ACA_NIL,S52,old,up,Savanna,3,0.044421052631578944,2.368421052631579e-4,0.5331753554502371
ACA_NIL,S55,old,up,Savanna,1,0.015333333333333332,0,0
ACA_NIL,S58,old,up,Savanna,1,0.020666666666666667,0,0
ACA_NIL,S58,old,up,Savanna,2,0.019294117647058823,0,0
ACA_NIL,S58,old,up,Savanna,3,0.0223125,0,0
ACA_NIL,S7,old,up,Savanna,1,0.016972222222222222,0,0
ACA_NIL,S8,old,up,Savanna,1,0.028354838709677418,6.451612903225807e-5,0.22753128555176338
ACA_NIL,S8,old,up,Savanna,2,0.02,8e-5,0.4
ACA_NIL,S9,old,up,Savanna,1,0.013708333333333333,4.1666666666666665e-5,0.303951367781155
ACA_NIL,S9,old,up,Savanna,2,0.016344827586206895,3.4482758620689657e-5,0.21097046413502113
ACA_NIL,S9,old,up,Savanna,3,0.019348837209302326,1.3953488372093022e-4,0.721153846153846
ACA_NIL,T23,old,up,Thicket,1,0.04608,0.0017599999999999998,3.8194444444444438
ACA_NIL,T23,young,up,Thicket,1,0.36718181818181816,0.0012727272727272728,0.3466204506065858
ACA_NIL,T9,old,low,Thicket,3,0.5746923076923077,0.01603846153846154,2.7907910587605405
ACA_NIL,T9,old,up,Thicket,1,0.8089999999999999,0.023790697674418604,2.9407537298416075
ACA_NIL,T9,old,up,Thicket,2,0.5730263157894737,0.005131578947368421,0.8955223880597014
ACA_NIL,T9,old,up,Thicket,3,0.577,0.03675,6.369150779896014
ACA_NIL,T9,young,up,Thicket,1,0.5707714285714286,0.0036000000000000003,0.6307253341342545
ACA_NIL,T9,young,up,Thicket,2,0.63203125,0.00909375,1.4388133498145856
ACA_ROB,F7,old,up,Forest,1,0.08158823529411764,1.7647058823529413e-4,0.21629416005767846
ACA_ROB,F7,old,up,Forest,2,0.0712,3.5e-4,0.49157303370786515
ACA_ROB,S13,old,up,Savanna,1,0.08838888888888889,0.0035555555555555557,4.022627278441232
ACA_ROB,S13,old,up,Savanna,2,0.06235,3.5e-4,0.5613472333600642
ACA_ROB,S20,old,up,Savanna,1,0.13901639344262295,0.005278688524590164,3.797169811320755
ACA_ROB,S20,old,up,Savanna,2,0.16646,0,0
ACA_ROB,S21,old,up,Savanna,1,0.18879166666666666,6.25e-5,0.03310527477378062
ACA_ROB,S21,old,up,Savanna,2,0.1276078431372549,2.1568627450980392e-4,0.16902274124154887
ACA_ROB,S52,old,up,Savanna,1,0.11750724637681159,0.005652173913043478,4.8100641341884565
ACA_ROB,S52,old,up,Savanna,2,0.2285,0.011152173913043479,4.880601274854914
ACA_ROB,S52,old,up,Savanna,3,0.172375,0.008425,4.887599709934736
ACA_ROB,S53,old,up,Savanna,1,0.07727272727272727,7.272727272727272e-4,0.9411764705882353
ACA_ROB,S53,old,up,Savanna,2,0.0546,9.333333333333333e-4,1.7094017094017093
ACA_ROB,S53,old,up,Savanna,3,0.0740625,6.25e-4,0.8438818565400844
ACA_ROB,T23,old,up,Thicket,1,0.08269230769230769,0.0011538461538461537,1.3953488372093021
ACA_ROB,T23,old,up,Thicket,2,0.0568235294117647,1.1764705882352942e-4,0.2070393374741201
ACA_ROB,T23,old,up,Thicket,3,0.04633333333333333,0.00175,3.776978417266187
ACA_ROB,T24,old,up,Thicket,1,0.0623,0.00125,2.0064205457463884
ACA_ROB,T24,old,up,Thicket,2,0.06995,0.001,1.4295925661186561
ACA_ROB,T24,old,up,Thicket,3,0.20628,8.4e-4,0.4072134962187319
BER_LUC,F2,old,low,Forest,1,16.172166666666666,1.5748333333333333,9.737924211350778
BER_LUC,F2,old,low,Forest,2,15.953285714285714,1.7544285714285714,10.997286721051642
BER_LUC,F2,old,low,Forest,3,16.4786,1.3234,8.031022052844294
BER_LUC,F2,old,up,Forest,1,16.7069,0.6974,4.174323183834224
BER_LUC,F2,old,up,Forest,2,15.884181818181819,0.9569090909090908,6.024289458924258
BER_LUC,F2,old,up,Forest,3,17.712444444444444,0.38022222222222224,2.146638897949966
BER_LUC,F2,young,up,Forest,1,10.679,7.625,71.40181664949901
BER_LUC,F2,young,up,Forest,2,10.679,7.625,71.40181664949901
BER_LUC,F2,young,up,Forest,3,10.679,7.625,71.40181664949901
BER_LUC,F3,old,low,Forest,1,8.601,0.0525,0.6103941402162538
BER_LUC,F3,old,low,Forest,2,23.2825,0.028749999999999998,0.12348330290991086
BER_LUC,F3,old,up,Forest,1,15.719368421052632,0.5040526315789473,3.2065705063816674
BER_LUC,F3,old,up,Forest,2,15.7605,0.7567857142857143,4.80178747048453
BER_LUC,F4,old,low,Forest,1,12.684307692307693,2.213692307692308,17.45221230351252
BER_LUC,F4,old,low,Forest,2,12.23025,3.5532500000000002,29.052962940250612
BER_LUC,F4,old,low,Forest,3,18.81742857142857,0.09942857142857144,0.5283855392417365
BER_LUC,F4,old,up,Forest,1,11.4772,0.5065,4.41309727111142
BER_LUC,F4,old,up,Forest,2,23.488500000000002,0.942,4.010473210294399
BER_LUC,F4,old,up,Forest,3,12.4593,0.429,3.443211095326382
BER_LUC,F5,old,low,Forest,1,16.5262,2.7666,16.740690539870023
BER_LUC,F5,old,low,Forest,2,15.505571428571429,0.4704285714285715,3.033932503524079
BER_LUC,F5,old,low,Forest,3,13.0474,0.5774,4.425402762236155
BER_LUC,F5,old,up,Forest,1,14.2264,1.7044000000000001,11.980543215430469
BER_LUC,F5,old,up,Forest,2,12.1262,1.5238,12.566179017334367
BER_LUC,F5,old,up,Forest,3,13.952375,0.34700000000000003,2.487031777743933
BER_LUC,F5,young,up,Forest,3,9.865166666666667,0.256,2.5949891030731025
BER_ZEY,S10,old,low,Savanna,1,16.027,4.9916,31.144942908841326
BER_ZEY,S10,old,up,Savanna,1,17.8264,3.6925,20.713660638154646
BER_ZEY,S10,young,up,Savanna,1,4.912875,1.1440000000000001,23.28575426812203
BER_ZEY,S13,old,low,Savanna,1,9.971,1.078,10.811352923478088
BER_ZEY,S13,old,low,Savanna,2,18.636599999999998,0.3004,1.6118819956429822
BER_ZEY,S13,old,up,Savanna,1,9.2685,0.3216,3.469817122511733
BER_ZEY,S13,old,up,Savanna,2,12.9159,0.5321,4.119728396782261
BER_ZEY,S13,young,up,Savanna,1,5.6326,0.22650000000000003,4.021233533359372
BER_ZEY,S13,young,up,Savanna,2,7.9958,0.40890000000000004,5.113934815778284
BER_ZEY,S19,old,low,Savanna,1,8.0594,0.5248,6.5116509913889375
BER_ZEY,S19,old,low,Savanna,2,10.132,0.886,8.744571654165021
BER_ZEY,S19,old,low,Savanna,3,10.6375,0.640375,6.019976498237369
BER_ZEY,S19,old,up,Savanna,1,8.021363636363636,0.3840909090909091,4.788349294497648
BER_ZEY,S19,old,up,Savanna,2,12.3956,0.5534,4.464487398754398
BER_ZEY,S19,old,up,Savanna,3,12.71875,4.074833333333333,32.03800163800164
BER_ZEY,S19,young,up,Savanna,1,3.3979090909090908,0.018727272727272728,0.5511410760628194
BER_ZEY,S19,young,up,Savanna,2,3.3905,0.0755,2.2268102049845155
BER_ZEY,S19,young,up,Savanna,3,3.048583333333333,0.3363333333333334,11.032446764890798
BER_ZEY,S21,old,low,Savanna,1,6.0998,1.6852,27.627135315912
BER_ZEY,S21,old,up,Savanna,1,6.259733333333333,0.7027333333333333,11.226250319502428
BER_ZEY,S21,young,up,Savanna,1,5.496625,0.17475000000000013,3.1792236144907124
BER_ZEY,S22,old,low,Savanna,1,30.4048,25.607400000000002,84.2215702783771
BER_ZEY,S22,old,low,Savanna,2,11.408100000000001,9.5194,83.44421945810433
BER_ZEY,S22,old,low,Savanna,3,18.49,17.233333333333334,93.20353344149991
BER_ZEY,S22,old,up,Savanna,1,26.4056,22.6254,85.68409731269125
BER_ZEY,S22,old,up,Savanna,2,16.4822,14.8428,90.05351227384695
BER_ZEY,S22,old,up,Savanna,3,21.783,19.5109,89.56938897305237
BER_ZEY,S22,young,up,Savanna,1,6.087625,3.25675,53.497874786965355
BER_ZEY,S22,young,up,Savanna,2,3.7946,3.435,90.52337532282718
BER_ZEY,S22,young,up,Savanna,3,4.7501,2.3743,49.98421085871876
BER_ZEY,S24,old,low,Savanna,1,8.456,0.4902,5.797067171239358
BER_ZEY,S24,old,up,Savanna,1,8.785933333333334,0.3176,3.6148692227727652
BER_ZEY,S24,young,up,Savanna,1,4.1822,0.10880000000000001,2.6015016020276414
BER_ZEY,S25,old,low,Savanna,1,9.43625,0.40725,4.315803417671215
BER_ZEY,S25,old,low,Savanna,2,8.704,0.1835,2.108226102941176
BER_ZEY,S25,old,low,Savanna,3,11.4174,0.5208,4.561458826002417
BER_ZEY,S25,old,up,Savanna,1,11.584285714285715,0.5086428571428571,4.39080034529535
BER_ZEY,S25,old,up,Savanna,2,7.49621052631579,0.23042105263157897,3.073833796725363
BER_ZEY,S25,old,up,Savanna,3,9.812058823529412,0.1817058823529412,1.851862953748389
BER_ZEY,S25,young,up,Savanna,1,8.4306,0.5442,6.455056579602875
BER_ZEY,S25,young,up,Savanna,2,1.7765833333333334,0.011833333333333352,0.6660725174726779
BER_ZEY,S25,young,up,Savanna,3,4.030125,0.04075,1.011134890356999
BER_ZEY,S27,old,low,Savanna,1,9.152833333333334,0.975,10.652439135422545
BER_ZEY,S27,old,up,Savanna,1,10.9259,0.20620000000000002,1.8872587155291556
BER_ZEY,S27,young,up,Savanna,1,7.589833333333333,0.051000000000000004,0.6719515140868267
BER_ZEY,S30,old,low,Savanna,1,10.7506,1.2904,12.003050992502745
BER_ZEY,S30,old,low,Savanna,2,11.1888,0.9640000000000001,8.615758615758617
BER_ZEY,S30,old,up,Savanna,1,14.09,2.514875,17.8486515259049
BER_ZEY,S30,old,up,Savanna,2,14.292250000000001,0.595375,4.16571918347356
BER_ZEY,S30,young,up,Savanna,1,3.7243636363636363,0.6815454545454546,18.299648506151144
BER_ZEY,S30,young,up,Savanna,2,12.0734,0.6472,5.36054466844468
BER_ZEY,S4,old,low,Savanna,1,5.997,0.035833333333333335,0.597520982713579
BER_ZEY,S4,old,up,Savanna,1,10.072571428571429,0.13992857142857143,1.389204061950417
BER_ZEY,S4,young,up,Savanna,1,7.191375,0.117875,1.6391163025151658
BER_ZEY,S46,old,low,Savanna,2,7.352,0.017166666666666667,0.23349655422560753
BER_ZEY,S46,old,low,Savanna,3,10.030999999999999,0.6545,6.524773203070483
BER_ZEY,S46,old,up,Savanna,1,17.77422222222222,0.307,1.727220444088818
BER_ZEY,S46,old,up,Savanna,2,10.2169,0.1283,1.255762511133514
BER_ZEY,S46,old,up,Savanna,3,13.7754,0.2534,1.8395110123843956
BER_ZEY,S46,young,up,Savanna,1,8.581181818181818,0.116,1.3517951543016962
BER_ZEY,S46,young,up,Savanna,2,5.9754000000000005,0.0502,0.8401111222679652
BER_ZEY,S46,young,up,Savanna,3,6.806875,0.182375,2.679276466807456
BER_ZEY,S50,old,low,Savanna,1,6.6897142857142855,0.2282857142857143,3.4124882548902367
BER_ZEY,S50,old,low,Savanna,2,14.571,1.3154000000000001,9.027520417267176
BER_ZEY,S50,old,low,Savanna,3,14.5712,1.1688,8.02130229493796
BER_ZEY,S50,old,up,Savanna,1,7.601076923076923,0.8097692307692308,10.65334871576902
BER_ZEY,S50,old,up,Savanna,2,12.9452,1.2039,9.29997219046442
BER_ZEY,S50,old,up,Savanna,3,14.6274,0.5564,3.803820227791679
BER_ZEY,S50,young,up,Savanna,1,4.031428571428571,0.031,0.7689581856839122
BER_ZEY,S50,young,up,Savanna,2,6.929,0.356625,5.146846586809064
BER_ZEY,S50,young,up,Savanna,3,2.7366,0.061000000000000006,2.2290433384491704
BER_ZEY,S52,old,low,Savanna,1,9.90925,2.69925,27.239700280041376
BER_ZEY,S52,old,low,Savanna,2,10.7375,0.83,7.729918509895226
BER_ZEY,S52,old,low,Savanna,3,7.222333333333333,0.33549999999999996,4.6453131490284765
BER_ZEY,S52,old,up,Savanna,1,7.744272727272727,0.9049090909090909,11.68488149600291
BER_ZEY,S52,old,up,Savanna,2,8.891454545454545,0.605,6.804286035621536
BER_ZEY,S52,old,up,Savanna,3,7.874909090909091,0.5416363636363637,6.878001477650537
BER_ZEY,S52,young,up,Savanna,1,3.276076923076923,0.09115384615384615,2.7824086031604405
BER_ZEY,S52,young,up,Savanna,2,4.668555555555556,0.28955555555555557,6.202251469643239
BER_ZEY,S52,young,up,Savanna,3,5.0949,0.0405,0.794912559618442
BER_ZEY,S55,old,low,Savanna,1,8.761166666666666,0.34783333333333333,3.9701714003081787
BER_ZEY,S55,old,up,Savanna,1,8.389,0.8157,9.723447371557993
BER_ZEY,S55,young,up,Savanna,1,3.974833333333333,0.18716666666666668,4.70879282150195
BER_ZEY,S58,old,low,Savanna,1,1.248,0.088375,7.081330128205128
BER_ZEY,S58,old,low,Savanna,2,10.6041,0.0564,0.5318697484935072
BER_ZEY,S58,old,up,Savanna,1,1.7321818181818183,0.3493636363636364,20.16899338721528
BER_ZEY,S58,old,up,Savanna,2,10.285642857142857,0.19128571428571428,1.859735137049563
BER_ZEY,S58,young,up,Savanna,1,5.9355714285714285,0.019428571428571427,0.32732436400394715
BER_ZEY,S58,young,up,Savanna,2,5.018916666666667,0.03175,0.6326066382187391
BER_ZEY,S8,old,low,Savanna,1,11.1835,0.5566666666666666,4.9775711241263165
BER_ZEY,S8,old,low,Savanna,2,10.249555555555556,1.4472222222222222,14.11985343537931
BER_ZEY,S8,old,up,Savanna,1,12.56309090909091,0.6020909090909091,4.792538026252949
BER_ZEY,S8,old,up,Savanna,2,10.557454545454545,0.611909090909091,5.795990769124789
BER_ZEY,S8,old,up,Savanna,3,6.4582,0.6746,10.445635006658202
BER_ZEY,S8,young,up,Savanna,1,4.531428571428572,0.14085714285714285,3.1084489281210583
BER_ZEY,S8,young,up,Savanna,2,2.387272727272727,0.008090909090909091,0.33891850723533895
BER_ZEY,S8,young,up,Savanna,3,2.03064,0.051160000000000004,2.5194027498719618
BER_ZEY,S9,old,low,Savanna,1,7.768,0.3831428571428571,4.9323230837134036
BER_ZEY,S9,old,up,Savanna,1,9.7802,0.31650000000000017,3.2361301404879264
BER_ZEY,S9,young,up,Savanna,1,3.470666666666667,0.21726666666666675,6.260084517864005
BER_ZEY,T12,old,low,Thicket,1,3.867166666666667,0.0185,0.47838641554971334
BER_ZEY,T12,old,low,Thicket,2,4.173333333333334,0.029444444444444443,0.7055378061767837
BER_ZEY,T12,old,low,Thicket,3,4.8995999999999995,0.1036,2.1144583231284186
BER_ZEY,T12,old,up,Thicket,1,5.769583333333333,0.059416666666666666,1.0298259550805229
BER_ZEY,T12,old,up,Thicket,2,4.5763125,0.11743750000000001,2.5662036847352536
BER_ZEY,T12,old,up,Thicket,3,5.692363636363637,0.2294090909090909,4.030120097099783
BER_ZEY,T12,young,up,Thicket,1,3.085,8.75e-4,0.028363047001620744
BER_ZEY,T12,young,up,Thicket,2,4.1258,0.039599999999999996,0.9598138542828057
BER_ZEY,T12,young,up,Thicket,3,3.541272727272727,7.272727272727273e-4,0.020537043692560458
BER_ZEY,T13,old,up,Thicket,1,5.743194444444445,1.5681111111111112,27.303813692534643
BER_ZEY,T13,old,up,Thicket,2,9.41309090909091,2.0208636363636363,21.468651008267017
BER_ZEY,T13,old,up,Thicket,3,8.517592592592592,2.7918148148148147,32.77704098271551
BER_ZEY,T17,old,low,Thicket,1,10.652090909090909,0.7112727272727273,6.677306205354476
BER_ZEY,T17,old,low,Thicket,2,6.102769230769231,1.291923076923077,21.169456488857517
BER_ZEY,T17,old,low,Thicket,3,4.442,0.2276,5.123818099954975
BER_ZEY,T17,old,up,Thicket,1,7.6111818181818185,0.22536363636363643,2.9609545764007508
BER_ZEY,T17,old,up,Thicket,2,6.05925,0.427,7.047076783430293
BER_ZEY,T17,old,up,Thicket,3,4.4406875,0.6416875,14.450183670884293
BER_ZEY,T17,young,up,Thicket,1,1.552,0.001,0.06443298969072164
BER_ZEY,T17,young,up,Thicket,2,4.31175,0.836125,19.39177828028063
BER_ZEY,T17,young,up,Thicket,3,2.6391428571428572,1.173,44.4462487820721
BER_ZEY,T22,old,low,Thicket,1,10.995142857142858,0.3045714285714286,2.7700543096951904
BER_ZEY,T22,old,low,Thicket,2,10.995142857142858,0.3045714285714286,2.7700543096951904
BER_ZEY,T22,old,up,Thicket,1,14.49,1.2061111111111111,8.323748178820644
BER_ZEY,T22,old,up,Thicket,2,13.333875,1.332625,9.99428148231478
BER_ZEY,T22,young,up,Thicket,1,5.9671666666666665,0.2455,4.11418037594615
BER_ZEY,T22,young,up,Thicket,2,5.9671666666666665,0.2455,4.11418037594615
BER_ZEY,T23,old,low,Thicket,1,9.5052,0.1754,1.8453057273913225
BER_ZEY,T23,old,low,Thicket,2,10.116999999999999,0.779,7.699911040822379
BER_ZEY,T23,old,low,Thicket,3,6.77025,0.246,3.6335438130054283
BER_ZEY,T23,old,up,Thicket,1,14.657181818181819,0.7130909090909091,4.865129722320426
BER_ZEY,T23,old,up,Thicket,2,18.0152,2.0692,11.485856387939073
BER_ZEY,T23,old,up,Thicket,3,7.176652173913044,0.16986956521739136,2.3669750337749837
BER_ZEY,T23,young,up,Thicket,1,6.711428571428572,0.7445714285714286,11.09408258833546
BER_ZEY,T23,young,up,Thicket,2,10.9832,0.2454,2.2343215092140727
BER_ZEY,T23,young,up,Thicket,3,4.913307692307693,0.14584615384615385,2.9683903996994037
BER_ZEY,T9,old,low,Thicket,2,3.993,0.11533333333333334,2.8883880123549552
BER_ZEY,T9,old,up,Thicket,2,4.843078947368421,0.21792105263157896,4.49963865961736
BER_ZEY,T9,young,up,Thicket,1,4.805951219512195,0.2348048780487805,4.88571080570837
BRA_ILL,S58,old,low,Savanna,1,5.2973333333333334,0.048,0.9061162849232318
BRA_ILL,S58,old,low,Savanna,2,5.13425,0.032,0.6232653259969811
BRA_ILL,S58,old,low,Savanna,3,5.6235,0.08,1.4226015826442608
BRA_ILL,S58,old,up,Savanna,1,3.351238095238095,0.32961904761904764,9.835739456632943
BRA_ILL,S58,old,up,Savanna,2,2.9015454545454546,0.3249090909090909,11.197794278910926
BRA_ILL,S58,old,up,Savanna,3,3.8459,0.3348,8.705374554720612
BRA_ILL,S58,young,up,Savanna,1,4.8133333333333335,0.09933333333333334,2.0637119113573408
BRA_ILL,S58,young,up,Savanna,2,5.051333333333333,0.24700000000000003,4.88979807311601
