species,site,leaf_age,side,habitat,individual,mean_leaf_area,mean_total_herbivory,total_herbivory_standardized
ZIZ_MUC,S20,old,low,Savanna,2,6.316666666666666,0.018666666666666668,0.295514511873351
ZIZ_MUC,S20,old,up,Savanna,1,4.6394,0.59995,12.93162908996853
ZIZ_MUC,S20,old,up,Savanna,2,4.587190476190476,0.379952380952381,8.282899585803117
ZIZ_MUC,S20,young,up,Savanna,1,3.9355,0.16766666666666666,4.260365053148689
ZIZ_MUC,S20,young,up,Savanna,2,1.98,0.10200000000000001,5.151515151515152
ZIZ_MUC,S21,old,low,Savanna,1,6.189333333333334,1.5552222222222223,25.127459428407295
ZIZ_MUC,S21,old,low,Savanna,2,19.011333333333333,1.5526666666666666,8.16705824595855
ZIZ_MUC,S21,old,low,Savanna,3,6.245,0.7377142857142858,11.812878874528195
ZIZ_MUC,S21,old,up,Savanna,1,3.750785714285714,0.7594285714285715,20.24718630382206
ZIZ_MUC,S21,old,up,Savanna,2,19.403,1.359,7.004071535329588
ZIZ_MUC,S21,old,up,Savanna,3,5.543055555555555,1.081888888888889,19.517915309446256
ZIZ_MUC,S21,young,up,Savanna,1,4.836545454545455,0.5221818181818183,10.79658659448893
ZIZ_MUC,S21,young,up,Savanna,2,5.0937777777777775,1.8523333333333332,36.36462786842335
ZIZ_MUC,S21,young,up,Savanna,3,4.715625,0.56725,12.029158383035124
ZIZ_MUC,S22,old,low,Savanna,1,4.178384615384616,1.6898461538461538,40.442570739520235
ZIZ_MUC,S22,old,low,Savanna,2,14.267,7.1296,49.97266419008902
ZIZ_MUC,S22,old,up,Savanna,1,4.3101666666666665,1.2288333333333334,28.510111751285724
ZIZ_MUC,S22,old,up,Savanna,2,5.2732,1.7158666666666667,32.5393815267137
ZIZ_MUC,S22,young,up,Savanna,1,2.5121666666666664,0.12341666666666666,4.91275791149738
ZIZ_MUC,S22,young,up,Savanna,2,2.487875,0.3234375,13.000552680500428
ZIZ_MUC,S24,old,low,Savanna,1,6.417375,0.738,11.500029217553907
ZIZ_MUC,S24,old,low,Savanna,2,6.7515,0.19133333333333333,2.833938137204078
ZIZ_MUC,S24,old,up,Savanna,1,7.094764705882353,1.6263529411764706,22.9232822876852
ZIZ_MUC,S24,old,up,Savanna,2,10.090461538461538,0.9174615384615384,9.092364456912849
ZIZ_MUC,S24,young,up,Savanna,1,1.7946,0.01770000000000002,0.9862922099632242
ZIZ_MUC,S24,young,up,Savanna,2,6.9946,0.4112,5.878820804620707
ZIZ_MUC,S25,old,low,Savanna,1,7.266666666666667,0.13333333333333333,1.8348623853211008
ZIZ_MUC,S25,old,low,Savanna,2,7.13,0.4423333333333335,6.203833567087426
ZIZ_MUC,S25,old,up,Savanna,1,7.950882352941177,0.5969411764705882,7.5078607627714264
ZIZ_MUC,S25,old,up,Savanna,2,5.051333333333333,0.37794444444444447,7.482072940037836
ZIZ_MUC,S25,young,up,Savanna,1,5.01875,0.12375,2.4657534246575343
ZIZ_MUC,S25,young,up,Savanna,2,4.7622,0.4434,9.310822728990804
ZIZ_MUC,S27,old,low,Savanna,1,6.189,1.4026666666666667,22.663865998815105
ZIZ_MUC,S27,old,low,Savanna,2,4.5184999999999995,0.4221666666666667,9.34307107816016
ZIZ_MUC,S27,old,low,Savanna,3,6.8966666666666665,0.626,9.076848719188014
ZIZ_MUC,S27,old,up,Savanna,1,8.5699,1.357,15.834490484136335
ZIZ_MUC,S27,old,up,Savanna,2,5.487588235294117,0.8269411764705883,15.06930077501099
ZIZ_MUC,S27,old,up,Savanna,3,6.473125,0.7086875,10.948151008979435
ZIZ_MUC,S27,young,up,Savanna,1,3.8575,0.051375000000000004,1.3318211276733636
ZIZ_MUC,S27,young,up,Savanna,2,3.649714285714286,0.26385714285714285,7.229528730233286
ZIZ_MUC,S27,young,up,Savanna,3,3.729,1.061,28.452668275677123
ZIZ_MUC,S30,old,low,Savanna,1,3.6426666666666665,0.6831666666666667,18.754575402635435
ZIZ_MUC,S30,old,up,Savanna,1,5.727133333333334,0.88,15.365453339075978
ZIZ_MUC,S30,young,up,Savanna,1,3.717363636363636,0.08636363636363636,2.3232496148296695
ZIZ_MUC,S5,old,low,Savanna,1,4.7685,0.286375,6.005557303135157
ZIZ_MUC,S5,old,low,Savanna,2,4.052692307692308,0.06992307692307692,1.7253487709974376
ZIZ_MUC,S5,old,up,Savanna,1,6.263625,0.2790625,4.4552874733081875
ZIZ_MUC,S5,old,up,Savanna,2,4.485285714285714,0.2973571428571428,6.629614294359333
ZIZ_MUC,S5,young,up,Savanna,1,1.7508,0.0044,0.25131368517249264
ZIZ_MUC,S5,young,up,Savanna,2,1.967,0.0165,0.838840874428063
ZIZ_MUC,S50,old,low,Savanna,1,9.864333333333333,1.4889999999999999,15.094785929104855
ZIZ_MUC,S50,old,low,Savanna,2,3.4789375,0.2991875,8.599967662540648
ZIZ_MUC,S50,old,low,Savanna,3,5.308545454545454,0.7218181818181818,13.597287392540329
ZIZ_MUC,S50,old,up,Savanna,1,8.243727272727273,0.7269090909090908,8.817723668684728
ZIZ_MUC,S50,old,up,Savanna,2,4.0252,0.24353333333333332,6.050216966444731
ZIZ_MUC,S50,old,up,Savanna,3,5.40825,0.5195833333333333,9.607235858795974
ZIZ_MUC,S50,young,up,Savanna,1,5.144833333333334,0.7280833333333333,14.151737989568822
ZIZ_MUC,S50,young,up,Savanna,2,3.2827777777777776,0.08877777777777777,2.704349297681503
ZIZ_MUC,S50,young,up,Savanna,3,1.9126,0.1417,7.408762940499842
ZIZ_MUC,S52,old,low,Savanna,1,4.856,0.203125,4.182969522240528
ZIZ_MUC,S52,old,low,Savanna,2,1.0185,0.232125,22.790868924889544
ZIZ_MUC,S52,old,low,Savanna,3,3.241,0.463,14.285714285714286
ZIZ_MUC,S52,old,up,Savanna,1,5.423,0.2063846153846154,3.8057277408190187
ZIZ_MUC,S52,old,up,Savanna,2,0.83025,0.11108333333333334,13.379504165412024
ZIZ_MUC,S52,old,up,Savanna,3,4.894636363636364,1.5195454545454545,31.045114318084728
ZIZ_MUC,S52,young,up,Savanna,1,2.263,0.005909090909090909,0.2611175832563371
ZIZ_MUC,S52,young,up,Savanna,2,0.318,0.004,1.2578616352201257
ZIZ_MUC,S52,young,up,Savanna,3,2.0940625,0.09681250000000001,4.623190568571855
ZIZ_MUC,S55,old,up,Savanna,1,3.4396666666666667,0.49069444444444443,14.265755725684013
ZIZ_MUC,S8,old,low,Savanna,1,8.47,0.26971428571428574,3.1843481194130545
ZIZ_MUC,S8,old,low,Savanna,2,8.8793,2.1417,24.120144605993715
ZIZ_MUC,S8,old,low,Savanna,3,9.8647,2.3587,23.91050918933166
ZIZ_MUC,S8,old,up,Savanna,1,8.5348,0.2797,3.2771711112152597
ZIZ_MUC,S8,old,up,Savanna,2,12.464777777777778,2.2185555555555556,17.79859693536454
ZIZ_MUC,S8,old,up,Savanna,3,11.564818181818183,1.1202727272727273,9.686903068082664
ZIZ_MUC,S8,young,up,Savanna,1,2.700090909090909,0.36972727272727274,13.693141645062457
ZIZ_MUC,S8,young,up,Savanna,2,3.0503333333333336,0.19783333333333333,6.485629985793901
ZIZ_MUC,S8,young,up,Savanna,3,2.705363636363636,0.05090909090909091,1.8817836620854198
ZIZ_MUC,S9,old,low,Savanna,1,7.163,0.5171666666666667,7.219973009446694
ZIZ_MUC,S9,old,low,Savanna,2,9.914125,0.864625,8.72114281391449
ZIZ_MUC,S9,old,low,Savanna,3,10.6885,1.9483333333333333,18.228313919945116
ZIZ_MUC,S9,old,up,Savanna,1,9.2379,0.4474,4.843092044728781
ZIZ_MUC,S9,old,up,Savanna,2,10.02,0.6932222222222222,6.918385451319583
ZIZ_MUC,S9,old,up,Savanna,3,10.485222222222223,1.1573333333333333,11.037756842964171
ZIZ_MUC,S9,young,up,Savanna,1,2.5603333333333333,0.07846666666666667,3.0647051165212864
ZIZ_MUC,S9,young,up,Savanna,2,2.3906666666666667,0.041444444444444443,1.7335936047592488
ZIZ_MUC,S9,young,up,Savanna,3,3.772375,0.33225,8.807448888299811
ZIZ_MUC,T9,old,low,Thicket,2,7.097,0.0562,0.7918838946033535
ZIZ_MUC,T9,old,low,Thicket,3,5.4478,0.22179999999999997,4.0713682587466495
ZIZ_MUC,T9,old,up,Thicket,1,15.252533333333334,4.9018,32.13761211252338
ZIZ_MUC,T9,old,up,Thicket,2,8.228214285714285,0.4417857142857143,5.369156647423933
ZIZ_MUC,T9,old,up,Thicket,3,4.13275,0.23035714285714284,5.573943327255287
ZIZ_MUC,T9,young,up,Thicket,1,9.613736842105263,0.9956842105263157,10.356890633468558
ZIZ_MUC,T9,young,up,Thicket,2,1.8914285714285715,0.2627857142857143,13.893504531722053
ZIZ_MUC,T9,young,up,Thicket,3,1.958625,0.053062500000000005,2.709170974535708
