species,site,leaf_age,side,habitat,individual,herbivory_percentage_mean,mean_leaf_area,mean_total_herbivory,total_herbivory_standardized
KRA_FLO,T24,old,up,Thicket,2,1.27793062,13.0718,0.2375,1.816888263
KRA_FLO,T24,old,up,Thicket,3,0.679504999,15.6018,0.1136,0.728121114
KRA_FLO,T24,young,up,Thicket,1,5.135392721,11.00011111,0.466777778,4.243391481
KRA_FLO,T24,young,up,Thicket,2,0.248795998,10.221,0.035181818,0.344211116
KRA_FLO,T24,young,up,Thicket,3,2.655694566,12.0515,0.304666667,2.528039387
SCU_MYR,F3,old,low,Forest,1,5.101545167,2.961555556,0.133444444,4.505890298
SCU_MYR,F3,old,low,Forest,2,0.043500291,2.62475,0.001125,0.042861225
SCU_MYR,F3,old,low,Forest,3,0.73635287,4.0215,0.027333333,0.679680053
SCU_MYR,F3,old,up,Forest,1,3.063590244,2.454571429,0.081755102,3.330728171
SCU_MYR,F3,old,up,Forest,2,1.883189799,3.279022222,0.053577778,1.633955922
SCU_MYR,F3,old,up,Forest,3,1.621331232,3.47853125,0.06040625,1.736544698
SCU_MYR,F3,young,up,Forest,1,0.337699224,1.419722222,0.003666667,0.258266484
SCU_MYR,F3,young,up,Forest,2,0.329751356,2.764363636,0.008636364,0.312417785
SCU_MYR,F3,young,up,Forest,3,1.607705036,1.94236,0.04868,2.506229535
SCU_MYR,F5,old,low,Forest,1,1.985746691,5.297666667,0.0946,1.785691814
SCU_MYR,F5,old,low,Forest,2,4.458521355,7.295307692,0.308923077,4.23454486
SCU_MYR,F5,old,low,Forest,3,3.589309131,7.864777778,0.275,3.496602292
SCU_MYR,F5,old,up,Forest,1,4.529758286,5.431235294,0.264235294,4.865104894
SCU_MYR,F5,old,up,Forest,2,2.448833654,7.205833333,0.1435,1.991442119
SCU_MYR,F5,old,up,Forest,3,5.695690231,8.528,0.371083333,4.351352408
SCU_MYR,F7,old,low,Forest,1,8.36522483,6.352428571,0.525785714,8.276924461
SCU_MYR,F7,old,low,Forest,2,6.229409629,6.481,0.432833333,6.678496117
SCU_MYR,F7,old,low,Forest,3,12.5347773,6.046,0.760444444,12.57764546
SCU_MYR,F7,old,up,Forest,1,11.09236281,3.781315789,0.349631579,9.246294105
SCU_MYR,F7,old,up,Forest,2,4.842022902,5.690714286,0.293071429,5.149993724
SCU_MYR,F7,old,up,Forest,3,11.014127,5.8631875,0.5375,9.167368432
SCU_MYR,F7,young,up,Forest,1,4.192267387,1.3911,0.0375,2.695708432
SCU_MYR,F7,young,up,Forest,2,19.2686717,2.3694,0.4578,19.32134718
SCU_MYR,F7,young,up,Forest,3,3.578880555,2.482111111,0.131555556,5.300147724
SCU_MYR,S20,old,low,Savanna,1,1.183654389,3.52,0.037375,1.061789773
SCU_MYR,S20,old,low,Savanna,2,11.17865688,3.697444444,0.513,13.87444782
SCU_MYR,S20,old,low,Savanna,3,3.09097087,3.302444444,0.083444444,2.526747864
SCU_MYR,S20,old,up,Savanna,1,26.03482945,4.430181818,1.148863636,25.93265206
SCU_MYR,S20,old,up,Savanna,2,11.24878367,6.9284375,0.7651875,11.04415678
SCU_MYR,S20,old,up,Savanna,3,7.108189887,5.113444444,0.376888889,7.370548228
SCU_MYR,S20,young,up,Savanna,1,0.388002843,4.053,0.013666667,0.337198783
SCU_MYR,S20,young,up,Savanna,2,6.343958221,1.915333333,0.192166667,10.03306648
SCU_MYR,S20,young,up,Savanna,3,0.250356488,1.761,0.0045,0.255536627
SCU_MYR,S22,old,low,Savanna,1,25.83954767,3.856357143,0.868071429,22.51014095
SCU_MYR,S22,old,low,Savanna,2,17.01927847,5.620785714,1.016285714,18.08084787
SCU_MYR,S22,old,up,Savanna,1,13.42618814,5.838153846,0.662230769,11.34315379
SCU_MYR,S22,old,up,Savanna,2,10.21927956,5.079875,0.5305625,10.4444007
SCU_MYR,S22,young,up,Savanna,1,15.12887149,1.558642857,0.202285714,12.97832363
SCU_MYR,S22,young,up,Savanna,2,13.67934269,2.1782,0.2438,11.19272794
SCU_MYR,S27,old,low,Savanna,1,2.709571333,5.017125,0.12575,2.506415527
SCU_MYR,S27,old,low,Savanna,2,11.41387973,2.574857143,0.276285714,10.73013759
SCU_MYR,S27,old,low,Savanna,3,0.733999535,11.7405,0.0795,0.677143222
SCU_MYR,S27,old,up,Savanna,1,2.886518251,5.324733333,0.137866667,2.589175045
SCU_MYR,S27,old,up,Savanna,2,6.527576418,3.0312,0.14776,4.874637107
SCU_MYR,S27,old,up,Savanna,3,11.33326938,6.227764706,0.700058824,11.24093245
SCU_MYR,S27,young,up,Savanna,1,4.57703996,8.3915,1.1395,13.57921706
SCU_MYR,S27,young,up,Savanna,2,9.024889856,2.291666667,0.207333333,9.047272727
SCU_MYR,S27,young,up,Savanna,3,1.489461018,2.7675,0.038,1.373080397
SCU_MYR,S30,old,low,Savanna,1,11.75360886,3.533714286,0.370142857,10.4746119
SCU_MYR,S30,old,low,Savanna,2,21.19409342,3.634142857,0.943428571,25.96013994
SCU_MYR,S30,old,low,Savanna,3,3.493004033,7.187833333,0.232666667,3.23695133
SCU_MYR,S30,old,up,Savanna,1,6.566869992,4.921545455,0.276636364,5.620924691
SCU_MYR,S30,old,up,Savanna,2,7.56123147,5.595125,0.424833333,7.592919431
SCU_MYR,S30,old,up,Savanna,3,4.70918364,6.193764706,0.282235294,4.556764868
SCU_MYR,S30,young,up,Savanna,1,12.96023438,2.60475,0.32875,12.62117286
SCU_MYR,S30,young,up,Savanna,3,1.264564097,2.802666667,0.031,1.106089439
SCU_MYR,T23,old,low,Thicket,1,2.259366603,3.953166667,0.090333333,2.285087904
SCU_MYR,T23,old,low,Thicket,2,0.248830463,4.9365,0.0175,0.354502178
SCU_MYR,T23,old,low,Thicket,3,0.456034743,3.0152,0.0164,0.543910852
SCU_MYR,T23,old,up,Thicket,1,2.828416099,3.005177778,0.076111111,2.532665843
SCU_MYR,T23,old,up,Thicket,2,1.808268994,10.85563636,0.167181818,1.540046227
SCU_MYR,T23,old,up,Thicket,3,4.549685492,3.535108696,0.146413043,4.141684346
SCU_MYR,T23,young,up,Thicket,2,4.762823344,4.146473684,0.133894737,3.229123034
SCU_MYR,T23,young,up,Thicket,3,1.643217385,2.163125,0.030875,1.427333141
SCU_MYR,T24,old,low,Thicket,1,14.13289193,7.039333333,1.129333333,16.04318591
SCU_MYR,T24,old,low,Thicket,3,1.09754666,2.707285714,0.026714286,0.986755316
SCU_MYR,T24,old,up,Thicket,1,10.98057546,8.472,1.032444444,12.18654916
SCU_MYR,T24,old,up,Thicket,2,2.094325503,3.764240741,0.084092593,2.233985507
SCU_MYR,T24,old,up,Thicket,3,0.139566242,5.803230769,0.004,0.068927123
SCU_MYR,T24,young,up,Thicket,1,5.802119108,2.638513514,0.123621622,4.685275288
SCU_MYR,T24,young,up,Thicket,3,0.241916722,3.745363636,0.007181818,0.191752227
SID_INE,F7,old,low,Forest,1,0.042305607,7.973,0.004888889,0.06131806
SID_INE,F7,old,low,Forest,2,24.83582066,13.514875,2.591,19.17146847
SID_INE,F7,old,up,Forest,1,27.75640225,15.375,4.777,31.0699187
SID_INE,F7,old,up,Forest,2,17.94924141,13.80618182,1.161727273,8.414544209
SID_INE,F7,young,up,Forest,1,0.022497188,4.445,0.001,0.022497188
SID_INE,S13,old,low,Savanna,1,2.914149058,12.6546,0.403,3.18461271
SID_INE,S13,old,low,Savanna,2,0.450558585,10.4848,0.0362,0.345261712
SID_INE,S13,old,low,Savanna,3,17.82509976,14.7246,1.5738,10.68823601
SID_INE,S13,old,up,Savanna,1,7.687610755,21.86125,1.6041,7.337640803
SID_INE,S13,old,up,Savanna,2,0.850824578,14.3851,0.1264,0.878686975
SID_INE,S13,old,up,Savanna,3,5.275489522,15.4509,0.8198,5.305839789
SID_INE,S13,young,up,Savanna,2,3.251886404,10.9743,0.5551,5.058181387
SID_INE,S20,old,low,Savanna,1,10.27983878,12.8255,1.39975,10.91380453
SID_INE,S20,old,low,Savanna,2,0.009565716,10.454,0.001,0.009565716
SID_INE,S20,old,up,Savanna,1,6.465411458,15.07711111,0.880333333,5.838872758
SID_INE,S20,old,up,Savanna,2,5.566644851,12.43144444,0.659222222,5.302861024
SID_INE,S20,young,up,Savanna,1,0.172747602,14.52266667,0.026333333,0.181325744
SID_INE,S20,young,up,Savanna,2,0.164824727,14.0955,0.025,0.177361569
SID_INE,S30,old,low,Savanna,1,14.77101173,14.972,2.5745,17.19543147
SID_INE,S30,old,low,Savanna,2,6.509235728,13.55983333,0.949833333,7.004756696
SID_INE,S30,old,up,Savanna,1,1.998361376,20.5606,0.386266667,1.878674098
SID_INE,S30,old,up,Savanna,2,19.29330503,11.69016667,2.061833333,17.63733052
SID_INE,S53,old,low,Savanna,1,0.912860797,4.48275,0.051375,1.146059896
SID_INE,S53,old,up,Savanna,1,1.099206134,10.334,0.0785,0.759628411
SID_INE,S53,young,up,Savanna,1,0.096023942,6.096125,0.00575,0.094322213
SID_INE,T13,old,up,Thicket,1,17.7698392,10.89269565,2.002304348,18.38208293
SID_INE,T13,old,up,Thicket,2,32.34816674,21.38938462,7.274384615,34.00932166
SID_INE,T13,old,up,Thicket,3,10.03184307,14.49582353,1.365294118,9.418534345
SID_INE,T23,old,low,Thicket,1,16.59365143,7.257,1.10925,15.28524184
SID_INE,T23,old,low,Thicket,2,0.078802916,16.27,0.013,0.079901659
SID_INE,T23,old,low,Thicket,3,0.011985482,10.40175,0.00125,0.012017209
SID_INE,T23,old,up,Thicket,1,20.68196106,8.779764706,2.173647059,24.75746369
SID_INE,T23,old,up,Thicket,2,2.695136964,13.388625,0.23975,1.790699194
SID_INE,T23,old,up,Thicket,3,0.038248537,12.03535714,0.004642857,0.038576812
SID_INE,T23,young,up,Thicket,1,0,9.342,0,0
SID_INE,T23,young,up,Thicket,2,12.09985033,15.646,1.53975,9.841173463
SID_INE,T23,young,up,Thicket,3,35.01244631,7.241,1.9138,26.4300511
SID_INE,T24,old,low,Thicket,1,0.013273876,11.429,0.0015,0.013124508
SID_INE,T24,old,low,Thicket,2,1.367454245,6.2355,0.085833333,1.376526876
SID_INE,T24,old,up,Thicket,1,2.257747988,12.39081818,0.264363636,2.133544633
SID_INE,T24,old,up,Thicket,2,0.396410915,8.427083333,0.040583333,0.4815822
SID_INE,T24,young,up,Thicket,1,2.582255669,13.7946,0.2804,2.032679454
SID_INE,T24,young,up,Thicket,2,0.234658698,7.026357143,0.017857143,0.254145107
SPI_AFR,F3,old,low,Forest,2,1.813432282,9.312,0.161,1.72895189
SPI_AFR,F3,old,up,Forest,2,3.342346726,7.715142857,0.218571429,2.833018553
SPI_AFR,F3,young,up,Forest,1,0.442845305,4.232425532,0.015659574,0.369990549
SPI_AFR,F3,young,up,Forest,3,8.226632352,4.6895,0.43275,9.228062693
SPI_AFR,S53,old,low,Savanna,1,0.186325161,3.2165,0.005666667,0.176174931
SPI_AFR,S53,old,low,Savanna,2,1.9321092,5.3908,0.133,2.467166283
SPI_AFR,S53,old,low,Savanna,3,4.867048696,0.8374,0.0378,4.513971818
SPI_AFR,S53,old,up,Savanna,1,0.706028273,4.100210526,0.027,0.658502773
SPI_AFR,S53,old,up,Savanna,2,0.630047667,7.056636364,0.042909091,0.608067197
SPI_AFR,S53,old,up,Savanna,3,3.631372667,0.751,0.030071429,4.004184896
SPI_AFR,S53,young,up,Savanna,1,0.908326667,3.025846154,0.023230769,0.76774456
SPI_AFR,S53,young,up,Savanna,2,0.705367682,4.325727273,0.022909091,0.529600908
SPI_AFR,S53,young,up,Savanna,3,0.643280299,0.608466667,0.003666667,0.602607648
SPI_AFR,T13,old,up,Thicket,1,0.150502911,4.548888889,0.006972222,0.153273083
SPI_AFR,T13,old,up,Thicket,2,3.556380029,4.712939394,0.117151515,2.485742026
SPI_AFR,T13,old,up,Thicket,3,0.150457835,4.531263158,0.006236842,0.137640254
SPI_AFR,T17,old,low,Thicket,1,0.043917218,6.531,0.003,0.045934773
SPI_AFR,T17,old,low,Thicket,3,0.109261557,5.676,0.005083333,0.089558374
SPI_AFR,T17,old,up,Thicket,1,0.021477265,7.9945,0.0019,0.023766339
SPI_AFR,T17,old,up,Thicket,2,0.012753344,5.9225,7.50E-04,0.012663571
SPI_AFR,T17,old,up,Thicket,3,0.014113497,6.56125,8.33E-04,0.012700832
SPI_AFR,T17,young,up,Thicket,1,0,0.923,0,0
SPI_AFR,T17,young,up,Thicket,2,0.610087451,3.529923077,0.025807692,0.731112031
SPI_AFR,T17,young,up,Thicket,3,0.004789272,4.1094,2.00E-04,0.004866891
SPI_AFR,T22,old,low,Thicket,1,0.050157955,7.792,0.004,0.051334702
SPI_AFR,T22,old,low,Thicket,2,0.016964658,7.222166667,0.001166667,0.01615397
SPI_AFR,T22,old,low,Thicket,3,0.019321087,8.2182,0.0016,0.019468983
SPI_AFR,T22,old,up,Thicket,1,0.010291998,8.753944444,8.89E-04,0.010154153
SPI_AFR,T22,old,up,Thicket,2,0.196156205,8.03605,0.01525,0.18976985
SPI_AFR,T22,old,up,Thicket,3,0.561287693,9.986375,0.058875,0.589553266
SPI_AFR,T22,young,up,Thicket,3,0.250360238,4.14475,0.0075,0.180951807
SPI_AFR,T9,old,low,Thicket,3,0.034805549,5.845,0.002,0.03421728
SPI_AFR,T9,old,up,Thicket,1,0.041584277,5.362222222,0.002111111,0.039370079
SPI_AFR,T9,old,up,Thicket,2,0.139985499,5.025,0.006695652,0.133246809
SPI_AFR,T9,old,up,Thicket,3,0.188223224,5.324481481,0.009851852,0.185029319
SPI_AFR,T9,young,up,Thicket,1,0.055275146,5.777941176,0.003352941,0.058030033
SPI_AFR,T9,young,up,Thicket,2,0.531216612,4.127076923,0.027384615,0.663535376
