species,site,herbivory_type,habitat,individual,herbivory_percentage_median,herbivory_percentage_mean,herbratio
SCU_MYR,S27,chew_perc,Savanna,1,0.569932224,1.522776012814815,0.015327760128148148
SCU_MYR,S27,chew_perc,Savanna,2,0.637567435,4.148003515292683,0.04158003515292684
SCU_MYR,S27,chew_perc,Savanna,3,1.696596885,6.299950343173913,0.06309950343173913
SCU_MYR,S30,sap_min_perc,Savanna,1,0.772357724,2.9963581695757577,0.030063581695757575
SCU_MYR,S30,sap_min_perc,Savanna,2,0.94426958,2.6619792837419354,0.026719792837419352
SCU_MYR,S30,sap_min_perc,Savanna,3,0.455927052,1.2227254016896552,0.012327254016896551
SCU_MYR,S30,chew_perc,Savanna,1,1.883986118,5.445682418121212,0.054556824181212125
SCU_MYR,S30,chew_perc,Savanna,2,1.264083539,7.977640367516129,0.07987640367516129
SCU_MYR,S30,chew_perc,Savanna,3,0.808332038,2.5221549661034484,0.025321549661034483
SCU_MYR,T23,sap_min_perc,Thicket,1,0,0.22062825905882444,0.0023062825905882443
SCU_MYR,T23,sap_min_perc,Thicket,2,0,0.021372892947368945,3.1372892947368946e-4
SCU_MYR,T23,sap_min_perc,Thicket,3,0,0.10985488898305158,0.001198548889830516
SCU_MYR,T23,chew_perc,Thicket,1,0.041407867,2.540840840156863,0.02550840840156863
SCU_MYR,T23,chew_perc,Thicket,2,0.0866810295,2.935870427,0.029458704269999997
SCU_MYR,T23,chew_perc,Thicket,3,0.051229508,3.698813677966102,0.037088136779661024
SCU_MYR,T24,sap_min_perc,Thicket,1,0,0,1e-4
SCU_MYR,T24,sap_min_perc,Thicket,2,0,0.20739594214814952,0.002173959421481495
SCU_MYR,T24,sap_min_perc,Thicket,3,0,0,1e-4
SCU_MYR,T24,chew_perc,Thicket,1,2.58693298,7.263311468489796,0.07273311468489796
SCU_MYR,T24,chew_perc,Thicket,2,0.0246339785,1.8869295612407406,0.018969295612407407
SCU_MYR,T24,chew_perc,Thicket,3,0.0134682045,0.31755983788636366,0.0032755983788636364
SID_INE,F7,sap_min_perc,Forest,1,0.018739638500000003,5.648880013,0.056588800130000005
SID_INE,F7,sap_min_perc,Forest,2,0,6.169671988947369,0.06179671988947369
SID_INE,F7,chew_perc,Forest,1,0.019113939500000003,8.2494834965,0.082594834965
SID_INE,F7,chew_perc,Forest,2,0.014979029,14.679181738105264,0.14689181738105261
SID_INE,S13,sap_min_perc,Savanna,1,1.20240481,5.0552411216,0.050652411216000004
SID_INE,S13,sap_min_perc,Savanna,2,0.120383037,1.00711005908,0.010171100590799998
SID_INE,S13,sap_min_perc,Savanna,3,1.089577151,6.5936227039999995,0.06603622703999999
SID_INE,S13,chew_perc,Savanna,1,0.095808383,1.67767729364,0.016876772936399997
SID_INE,S13,chew_perc,Savanna,2,0.071182821,0.72408605092,0.0073408605092
SID_INE,S13,chew_perc,Savanna,3,0.324554896,2.8650702310666665,0.028750702310666666
SID_INE,S20,sap_min_perc,Savanna,1,0.0140744405,2.2047715351875,0.022147715351875
SID_INE,S20,sap_min_perc,Savanna,2,0.016289298,2.1103016933846153,0.02120301693384615
SID_INE,S20,chew_perc,Savanna,1,0.095763953,4.0343722811875,0.040443722811875006
SID_INE,S20,chew_perc,Savanna,2,0.013279331,1.7703586562307692,0.01780358656230769
SID_INE,S30,sap_min_perc,Savanna,1,0.521081941,1.1711702982380952,0.011811702982380951
SID_INE,S30,sap_min_perc,Savanna,2,0.530355673,5.949742634611111,0.059597426346111114
SID_INE,S30,chew_perc,Savanna,1,0.224274406,4.476519751333333,0.04486519751333333
SID_INE,S30,chew_perc,Savanna,2,0.9298085825,9.082205961333333,0.09092205961333333
SID_INE,S53,sap_min_perc,Savanna,1,0.0518230675,0.6607642676785714,0.006707642676785715
SID_INE,S53,chew_perc,Savanna,1,0.058341700499999996,0.09857685807142857,0.0010857685807142859
SID_INE,T13,sap_min_perc,Thicket,1,1.484848485,9.313001189347826,0.09323001189347827
SID_INE,T13,sap_min_perc,Thicket,2,14.87255965,16.844811362,0.16854811362
SID_INE,T13,sap_min_perc,Thicket,3,1.454757056,5.095317907411765,0.051053179074117654
SID_INE,T13,chew_perc,Thicket,1,0.720939652,8.456838014304347,0.08466838014304348
SID_INE,T13,chew_perc,Thicket,2,14.24213666,15.503355382923077,0.15513355382923077
SID_INE,T13,chew_perc,Thicket,3,1.276308004,4.93652516682353,0.0494652516682353
SID_INE,T23,sap_min_perc,Thicket,1,0,0,1e-4
SID_INE,T23,sap_min_perc,Thicket,2,0,0,1e-4
SID_INE,T23,sap_min_perc,Thicket,3,0,0,1e-4
SID_INE,T23,chew_perc,Thicket,1,19.433584709999998,18.998542898,0.19008542898
SID_INE,T23,chew_perc,Thicket,2,0.0127823,4.3922317944375004,0.04402231794437501
SID_INE,T23,chew_perc,Thicket,3,0.016679176,7.636767520391304,0.07646767520391304
SID_INE,T24,sap_min_perc,Thicket,1,0,0,1e-4
SID_INE,T24,sap_min_perc,Thicket,2,0,0,1e-4
SID_INE,T24,chew_perc,Thicket,1,0.4122086195,1.88998008605,0.0189998008605
SID_INE,T24,chew_perc,Thicket,2,0.0285699185,0.5077149441875,0.005177149441875
SPI_AFR,F3,sap_min_perc,Forest,1,0,0.12554725193617022,0.0013554725193617022
SPI_AFR,F3,sap_min_perc,Forest,2,2.305634972,2.0404529713333335,0.020504529713333334
SPI_AFR,F3,sap_min_perc,Forest,3,2.1659095959999997,2.0431421517499997,0.020531421517499995
SPI_AFR,F3,chew_perc,Forest,1,0.098554534,0.3172980532340426,0.0032729805323404256
SPI_AFR,F3,chew_perc,Forest,2,0,0.9621349892222223,0.009721349892222222
SPI_AFR,F3,chew_perc,Forest,3,3.6428607755,6.18349020025,0.0619349020025
SPI_AFR,S53,sap_min_perc,Savanna,1,0.0336397855,0.32439720160526314,0.003343972016052631
SPI_AFR,S53,sap_min_perc,Savanna,2,0.021717885,0.6153533441111111,0.0062535334411111115
SPI_AFR,S53,sap_min_perc,Savanna,3,0.380986938,2.2696996008235293,0.02279699600823529
SPI_AFR,S53,chew_perc,Savanna,1,0.058321107999999997,0.36878003034210527,0.0037878003034210526
SPI_AFR,S53,chew_perc,Savanna,2,0.081699346,0.286502761,0.0029650276099999996
SPI_AFR,S53,chew_perc,Savanna,3,0.053361793,0.2251140850882353,0.0023511408508823527
SPI_AFR,T13,sap_min_perc,Thicket,1,0,0.08138735575,9.138735575000001e-4
SPI_AFR,T13,sap_min_perc,Thicket,2,0.089100089,1.864302378848485,0.018743023788484848
SPI_AFR,T13,sap_min_perc,Thicket,3,0.026323762,0.06930070139473685,7.930070139473685e-4
SPI_AFR,T13,chew_perc,Thicket,1,0.0492206185,0.06911555547222223,0.00079115555472222235
SPI_AFR,T13,chew_perc,Thicket,2,0.054220134,1.6920776502727273,0.01702077650272727
SPI_AFR,T13,chew_perc,Thicket,3,0.047938055,0.08115713313157895,9.115713313157895e-4
SPI_AFR,T17,sap_min_perc,Thicket,1,0,0,1e-4
SPI_AFR,T17,sap_min_perc,Thicket,2,0,0,1e-4
SPI_AFR,T17,sap_min_perc,Thicket,3,0.014916468,0.051877483068965516,6.187748306896552e-4
SPI_AFR,T17,chew_perc,Thicket,1,0.013741934,0.032737353125,4.2737353125e-4
SPI_AFR,T17,chew_perc,Thicket,2,0.0167570715,0.5304429029666666,0.005404429029666666
SPI_AFR,T17,chew_perc,Thicket,3,0,0,1e-4
SPI_AFR,T22,sap_min_perc,Thicket,1,0,0,1e-4
SPI_AFR,T22,sap_min_perc,Thicket,2,0,0,1e-4
SPI_AFR,T22,sap_min_perc,Thicket,3,0,0,1e-4
SPI_AFR,T22,chew_perc,Thicket,1,0.01204384,0.02358065022222222,3.358065022222222e-4
SPI_AFR,T22,chew_perc,Thicket,2,0.0127146045,0.15480430923076924,0.0016480430923076924
SPI_AFR,T22,chew_perc,Thicket,3,0.019904459,0.40314597928,0.004131459792800001
SPI_AFR,T9,sap_min_perc,Thicket,1,0,0.007271794285714285,1.7271794285714286e-4
SPI_AFR,T9,sap_min_perc,Thicket,2,0.0371801835,0.1949555789722222,0.002049555789722222
SPI_AFR,T9,sap_min_perc,Thicket,3,0,0,1e-4
SPI_AFR,T9,chew_perc,Thicket,1,0.040700041,0.04096233302857143,5.096233302857143e-4
SPI_AFR,T9,chew_perc,Thicket,2,0.082265862,0.08630782158333333,9.630782158333333e-4
SPI_AFR,T9,chew_perc,Thicket,3,0.037009623,0.16032910133333333,0.0017032910133333334
