species,site,herbivory_type,habitat,individual,mean_herbivory,mean_leaf_area,herbivory_standardized
ACA_NIL,S13,chew_herbivory,Savanna,2,0.0016363636363636363,0.07104545454545455,2.3032629558541267
ACA_NIL,S19,sap_miner_herbivory,Savanna,1,0,4.925,0
ACA_NIL,S19,sap_miner_herbivory,Savanna,2,0.0045,0.35541666666666666,1.2661195779601406
ACA_NIL,S19,sap_miner_herbivory,Savanna,3,0,7.8855,0
ACA_NIL,S19,chew_herbivory,Savanna,1,0.28533333333333333,4.925,5.793570219966159
ACA_NIL,S19,chew_herbivory,Savanna,2,0.011583333333333334,0.35541666666666666,3.2590855803048067
ACA_NIL,S19,chew_herbivory,Savanna,3,0.524,7.8855,6.645108109821825
ACA_NIL,S20,sap_miner_herbivory,Savanna,1,0,0.08535555555555556,0
ACA_NIL,S20,chew_herbivory,Savanna,1,7.333333333333333e-4,0.08535555555555556,0.8591512626920074
ACA_NIL,S49,sap_miner_herbivory,Savanna,1,0,0.022869565217391304,0
ACA_NIL,S49,sap_miner_herbivory,Savanna,2,2e-4,0.03712,0.5387931034482758
ACA_NIL,S49,sap_miner_herbivory,Savanna,3,0,0.018,0
ACA_NIL,S49,chew_herbivory,Savanna,1,0,0.022869565217391304,0
ACA_NIL,S49,chew_herbivory,Savanna,2,0,0.03712,0
ACA_NIL,S49,chew_herbivory,Savanna,3,0,0.018,0
ACA_NIL,S5,sap_miner_herbivory,Savanna,1,0,0.031,0
ACA_NIL,S5,sap_miner_herbivory,Savanna,2,0,0.02598076923076923,0
ACA_NIL,S5,sap_miner_herbivory,Savanna,3,0,0.034823529411764705,0
ACA_NIL,S5,chew_herbivory,Savanna,1,0.001,0.031,3.2258064516129035
ACA_NIL,S5,chew_herbivory,Savanna,2,0.004269230769230769,0.02598076923076923,16.432272390821613
ACA_NIL,S5,chew_herbivory,Savanna,3,0.003741176470588235,0.034823529411764705,10.743243243243244
ACA_NIL,S52,sap_miner_herbivory,Savanna,1,0,0.04426190476190476,0
ACA_NIL,S52,sap_miner_herbivory,Savanna,2,0,0.0615,0
ACA_NIL,S52,sap_miner_herbivory,Savanna,3,0,0.044421052631578944,0
ACA_NIL,S52,chew_herbivory,Savanna,1,4.761904761904762e-5,0.04426190476190476,0.10758472296933837
ACA_NIL,S52,chew_herbivory,Savanna,2,0,0.0615,0
ACA_NIL,S52,chew_herbivory,Savanna,3,2.368421052631579e-4,0.044421052631578944,0.5331753554502371
ACA_NIL,S55,sap_miner_herbivory,Savanna,1,0,0.015333333333333332,0
ACA_NIL,S55,chew_herbivory,Savanna,1,0,0.015333333333333332,0
ACA_NIL,S58,sap_miner_herbivory,Savanna,1,0,0.020666666666666667,0
ACA_NIL,S58,sap_miner_herbivory,Savanna,2,0,0.019294117647058823,0
ACA_NIL,S58,sap_miner_herbivory,Savanna,3,0,0.0223125,0
ACA_NIL,S58,chew_herbivory,Savanna,1,0,0.020666666666666667,0
ACA_NIL,S58,chew_herbivory,Savanna,2,0,0.019294117647058823,0
ACA_NIL,S58,chew_herbivory,Savanna,3,0,0.0223125,0
ACA_NIL,S7,sap_miner_herbivory,Savanna,1,0,0.016972222222222222,0
ACA_NIL,S7,chew_herbivory,Savanna,1,0,0.016972222222222222,0
ACA_NIL,S8,sap_miner_herbivory,Savanna,1,6.451612903225807e-5,0.028354838709677418,0.22753128555176338
ACA_NIL,S8,sap_miner_herbivory,Savanna,2,8e-5,0.02,0.4
ACA_NIL,S8,chew_herbivory,Savanna,1,0,0.028354838709677418,0
ACA_NIL,S8,chew_herbivory,Savanna,2,0,0.02,0
ACA_NIL,S9,sap_miner_herbivory,Savanna,1,4.1666666666666665e-5,0.013708333333333333,0.303951367781155
ACA_NIL,S9,sap_miner_herbivory,Savanna,2,3.4482758620689657e-5,0.016344827586206895,0.21097046413502113
ACA_NIL,S9,sap_miner_herbivory,Savanna,3,6.976744186046511e-5,0.019348837209302326,0.360576923076923
ACA_NIL,S9,chew_herbivory,Savanna,1,0,0.013708333333333333,0
ACA_NIL,S9,chew_herbivory,Savanna,2,0,0.016344827586206895,0
ACA_NIL,S9,chew_herbivory,Savanna,3,6.976744186046511e-5,0.019348837209302326,0.360576923076923
ACA_NIL,T23,sap_miner_herbivory,Thicket,1,6.666666666666668e-4,0.14419444444444443,0.4623386630706994
ACA_NIL,T23,chew_herbivory,Thicket,1,9.444444444444444e-4,0.14419444444444443,0.6549797726834907
ACA_NIL,T9,sap_miner_herbivory,Thicket,1,0.007961538461538461,0.7021025641025641,1.1339566138339054
ACA_NIL,T9,sap_miner_herbivory,Thicket,2,0.002323529411764706,0.6100490196078432,0.3808758537565287
ACA_NIL,T9,sap_miner_herbivory,Thicket,3,0.011385714285714285,0.5761428571428572,1.9761963798661044
ACA_NIL,T9,chew_herbivory,Thicket,1,0.00676923076923077,0.7021025641025641,0.9641370243225477
