species,site,leaf_age,side,habitat,individual,herbivory_percentage_median,herbivory_percentage_mean
EUC_RAC,S1,old,up,Savanna,1,0.094607379,1.040000749
EUC_RAC,S1,young,up,Savanna,1,0.21141649,0.695963244
EUC_RAC,S13,old,low,Savanna,1,0.048076923,11.52170621
EUC_RAC,S13,old,low,Savanna,2,0.076103501,0.110798254
EUC_RAC,S13,old,up,Savanna,1,0.06461454,0.367077793
EUC_RAC,S13,old,up,Savanna,2,0.253244698,4.163811703
EUC_RAC,S13,young,up,Savanna,1,0.692390313,24.57859087
EUC_RAC,S13,young,up,Savanna,2,0.089565607,0.219855438
EUC_RAC,S20,old,low,Savanna,1,0.30204414,0.976750766
EUC_RAC,S20,old,low,Savanna,2,1.370716511,5.795223134
EUC_RAC,S20,old,low,Savanna,3,0.018691173,0.88303212
EUC_RAC,S20,old,up,Savanna,1,0.019849146,0.444936446
EUC_RAC,S20,old,up,Savanna,2,0.204283367,0.553402055
EUC_RAC,S20,old,up,Savanna,3,0.0099167,0.406677055
EUC_RAC,S20,young,up,Savanna,1,0.10175341,0.126914917
EUC_RAC,S20,young,up,Savanna,2,0.076122811,0.094525686
EUC_RAC,S20,young,up,Savanna,3,2.587176603,3.434365454
EUC_RAC,S21,old,low,Savanna,1,0.027531459,3.70181925
EUC_RAC,S21,old,up,Savanna,1,0.081217776,1.802778161
EUC_RAC,S22,old,low,Savanna,1,5.476510067,5.821716781
EUC_RAC,S22,old,up,Savanna,1,1.235271672,2.068960982
EUC_RAC,S22,young,up,Savanna,1,0.074626866,3.738752819
EUC_RAC,S27,old,low,Savanna,1,0.524217585,0.931577629
EUC_RAC,S27,old,up,Savanna,1,0.118906064,0.965458293
EUC_RAC,S30,old,low,Savanna,1,0.553283618,2.014854792
EUC_RAC,S30,old,low,Savanna,2,0.262204667,2.552923666
EUC_RAC,S30,old,low,Savanna,3,0.566924951,9.560366664
EUC_RAC,S30,old,up,Savanna,1,0.311566397,4.245142231
EUC_RAC,S30,old,up,Savanna,2,0.064986804,0.807824958
EUC_RAC,S30,old,up,Savanna,3,0.036509675,0.161530438
EUC_RAC,S30,young,up,Savanna,2,2.048587404,6.761676455
EUC_RAC,S30,young,up,Savanna,3,0.091536102,0.095562286
EUC_RAC,S53,old,low,Savanna,1,0.094847586,0.456988152
EUC_RAC,S53,old,low,Savanna,2,0.037636432,0.580636359
EUC_RAC,S53,old,low,Savanna,3,0.072647501,0.088547388
EUC_RAC,S53,old,up,Savanna,1,1.849583537,5.314104541
EUC_RAC,S53,old,up,Savanna,2,0.178233245,1.832882532
EUC_RAC,S53,old,up,Savanna,3,0.185355716,4.059696957
EUC_RAC,S53,young,up,Savanna,1,0.060864273,0.782408707
EUC_RAC,S53,young,up,Savanna,3,0.214329455,3.914504517
EUC_RAC,S58,old,low,Savanna,1,0.035574529,0.039502359
EUC_RAC,S58,old,low,Savanna,2,0.045037249,16.67740328
EUC_RAC,S58,old,low,Savanna,3,0.260274526,17.61037319
EUC_RAC,S58,old,up,Savanna,1,0.254226516,4.88511799
EUC_RAC,S58,old,up,Savanna,2,0.029017719,0.176623584
EUC_RAC,S58,old,up,Savanna,3,0.013488608,0.019240361
EUC_RAC,S58,young,up,Savanna,1,0.230092495,1.157548536
EUC_RAC,S58,young,up,Savanna,2,0.692547436,3.787527166
EUC_RAC,S58,young,up,Savanna,3,0.049431537,4.312375257
EUC_RAC,S8,old,low,Savanna,1,5.044398258,18.32938623
EUC_RAC,S8,old,low,Savanna,2,0.598391735,1.97162402
EUC_RAC,S8,old,low,Savanna,3,4.173774081,11.74314144
EUC_RAC,S8,old,up,Savanna,1,0.247437257,6.455283191
EUC_RAC,S8,old,up,Savanna,2,1.218756455,2.286785103
EUC_RAC,S8,old,up,Savanna,3,0.179902343,9.020757948
EUC_RAC,S8,young,up,Savanna,1,3.989212498,11.88467442
EUC_RAC,S8,young,up,Savanna,2,4.87518498,13.98774483
EUC_RAC,S8,young,up,Savanna,3,8.220891179,10.29104476
EUC_RAC,T12,old,low,Thicket,1,0.026232949,0.094324424
EUC_RAC,T12,old,low,Thicket,3,1.466312729,2.299926662
EUC_RAC,T12,old,up,Thicket,1,0.008730574,0.070458594
EUC_RAC,T12,old,up,Thicket,2,0.017990498,0.01897695
EUC_RAC,T12,old,up,Thicket,3,0.062034219,5.4308602
EUC_RAC,T12,young,up,Thicket,1,18.66438356,14.84134008
EUC_RAC,T12,young,up,Thicket,2,0.056211355,0.039296329
EUC_RAC,T13,old,low,Thicket,1,3.245941599,4.840811719
EUC_RAC,T13,old,up,Thicket,1,3.203230148,11.54132977
EUC_RAC,T13,old,up,Thicket,2,7.530692568,9.983871151
EUC_RAC,T13,old,up,Thicket,3,2.81295257,13.10999769
EUC_RAC,T13,young,up,Thicket,2,4.746028633,7.389201471
EUC_RAC,T17,old,low,Thicket,1,0.028683228,0.413661138
EUC_RAC,T17,old,low,Thicket,2,1.688711164,4.10054675
EUC_RAC,T17,old,low,Thicket,3,21.40930941,19.15366178
EUC_RAC,T17,old,up,Thicket,1,0.060741041,0.499273624
EUC_RAC,T17,old,up,Thicket,2,1.396098085,6.681314339
EUC_RAC,T17,old,up,Thicket,3,8.248556503,8.573620191
EUC_RAC,T17,young,up,Thicket,2,0,0
EUC_RAC,T22,old,low,Thicket,3,0.03118179,1.290204522
EUC_RAC,T22,old,up,Thicket,1,0.566250771,5.800163092
EUC_RAC,T22,old,up,Thicket,2,2.82713262,9.987130022
EUC_RAC,T22,old,up,Thicket,3,0.008421762,2.084727997
EUC_RAC,T22,young,up,Thicket,3,0.609324348,5.079260202
EUC_RAC,T23,old,low,Thicket,1,0.039063591,0.832505446
EUC_RAC,T23,old,low,Thicket,2,0,0.060503446
EUC_RAC,T23,old,low,Thicket,3,0,0.003736083
EUC_RAC,T23,old,up,Thicket,1,0,0.422177183
EUC_RAC,T23,old,up,Thicket,2,0,0.432046751
EUC_RAC,T23,old,up,Thicket,3,0,0.057854804
EUC_RAC,T23,young,up,Thicket,3,0.013939225,0.017182031
EUC_RAC,T24,old,low,Thicket,1,0.016496206,2.310824264
EUC_RAC,T24,old,low,Thicket,2,0.015491867,0.615413071
EUC_RAC,T24,old,low,Thicket,3,0,0.114794088
EUC_RAC,T24,old,up,Thicket,1,0,0.587577407
EUC_RAC,T24,old,up,Thicket,2,0,0.186658529
EUC_RAC,T24,old,up,Thicket,3,0.016144656,2.02422942
EUC_RAC,T24,young,up,Thicket,2,0.015167602,0.036215885
EUC_RAC,T24,young,up,Thicket,3,0.933466001,0.933466001
EUC_RAC,T9,old,low,Thicket,2,1.719985943,4.803976207
EUC_RAC,T9,old,up,Thicket,1,0.150990806,3.144802337
EUC_RAC,T9,old,up,Thicket,2,0.495353536,3.786952039
GRE_FLA,S55,old,low,Savanna,1,11.60474516,11.60474516
GRE_FLA,S55,old,low,Savanna,2,1.943556976,7.775009511
GRE_FLA,S55,old,low,Savanna,3,1.555820658,6.565776872
GRE_FLA,S55,old,up,Savanna,1,2.35509541,13.19649416
GRE_FLA,S55,old,up,Savanna,2,1.357099583,3.407652515
GRE_FLA,S55,old,up,Savanna,3,11.75674847,13.63043545
GRE_FLA,S55,young,up,Savanna,1,63.12766352,58.16729534
GRE_FLA,S55,young,up,Savanna,2,47.37653879,49.93111073
GRE_FLA,S55,young,up,Savanna,3,57.28767974,53.43029462
GRE_FLA,T12,old,low,Thicket,1,1.524843492,11.74062385
GRE_FLA,T12,old,low,Thicket,2,0.016469577,4.400988712
GRE_FLA,T12,old,low,Thicket,3,0.591795562,1.055881539
GRE_FLA,T12,old,up,Thicket,1,0.423280423,5.489066388
GRE_FLA,T12,old,up,Thicket,2,0.032102729,2.025249581
GRE_FLA,T12,old,up,Thicket,3,0.231730977,1.445505925
GRE_FLA,T12,young,up,Thicket,1,2.308481532,6.676353151
GRE_FLA,T12,young,up,Thicket,2,0.034614053,0.547126489
GRE_FLA,T12,young,up,Thicket,3,0.092136526,1.373740424
GRE_FLA,T22,old,low,Thicket,1,0.057375691,3.648775573
GRE_FLA,T22,old,low,Thicket,2,0.305925942,0.837281553
GRE_FLA,T22,old,up,Thicket,1,0.037055432,0.778465798
GRE_FLA,T22,old,up,Thicket,2,0.066507654,1.177894244
GRE_FLA,T22,young,up,Thicket,2,0.065530799,0.09312806
GRE_FLA,T9,old,low,Thicket,1,0.087052268,8.136486245
GRE_FLA,T9,old,low,Thicket,2,5.258570598,13.46378971
GRE_FLA,T9,old,low,Thicket,3,0.182785193,8.107068662
GRE_FLA,T9,old,low,Thicket,4,0.138760673,0.147382481
GRE_FLA,T9,old,up,Thicket,1,2.415630551,9.139126071
GRE_FLA,T9,old,up,Thicket,2,0.824884005,4.896836577
GRE_FLA,T9,old,up,Thicket,3,0.434445306,3.017739308
GRE_FLA,T9,old,up,Thicket,4,0.164718529,0.511957489
GRE_FLA,T9,young,up,Thicket,1,0.563585221,2.188001737
GRE_FLA,T9,young,up,Thicket,2,1.506798971,4.792155851
GRE_FLA,T9,young,up,Thicket,3,3.623734827,13.17282418
GRE_FLA,T9,young,up,Thicket,4,0.16192853,3.132541706
GYM_BUX,S1,old,low,Savanna,1,0.02894931,0.036088648
GYM_BUX,S1,old,low,Savanna,2,0.084566596,0.264003846
GYM_BUX,S1,old,up,Savanna,1,0.030864198,1.480779314
GYM_BUX,S1,old,up,Savanna,2,0.48684318,4.050165968
GYM_BUX,S1,old,up,Savanna,3,0.482533835,11.15131614
GYM_BUX,S1,young,up,Savanna,1,0.04411116,0.263276045
GYM_BUX,S13,old,low,Savanna,2,0.05031981,0.329205497
GYM_BUX,S13,old,up,Savanna,1,0.074165637,1.909525896
GYM_BUX,S13,old,up,Savanna,2,0.083194676,0.144044021
GYM_BUX,S13,young,up,Savanna,1,0.127367929,0.360058488
GYM_BUX,S13,young,up,Savanna,2,0.039065781,0.275576107
GYM_BUX,S19,old,low,Savanna,1,0.379346681,2.75137561
GYM_BUX,S19,old,low,Savanna,3,19.92661824,21.98497678
GYM_BUX,S19,old,up,Savanna,1,0.742925722,3.81017794
GYM_BUX,S19,old,up,Savanna,2,0.761927089,13.25091927
GYM_BUX,S19,old,up,Savanna,3,0.835920707,4.853886462
GYM_BUX,S19,young,up,Savanna,1,0.087412587,4.880468643
GYM_BUX,S19,young,up,Savanna,2,0.011433799,0.477958675
GYM_BUX,S19,young,up,Savanna,3,0.043572985,0.130820299
GYM_BUX,S20,old,low,Savanna,1,0.011802195,0.039473686
GYM_BUX,S20,old,up,Savanna,1,2.727479574,4.737953496
GYM_BUX,S20,young,up,Savanna,1,0.102929356,0.201304055
GYM_BUX,S24,old,up,Savanna,1,11.83795001,18.84649768
GYM_BUX,S24,young,up,Savanna,1,3.606486828,12.63671326
GYM_BUX,S27,old,low,Savanna,1,0.846156066,1.523324
GYM_BUX,S27,old,up,Savanna,1,0.064906967,2.018996172
GYM_BUX,S27,old,up,Savanna,2,0.179811069,0.208920704
GYM_BUX,S27,old,up,Savanna,3,0.142155596,0.529683722
GYM_BUX,S27,young,up,Savanna,1,1.329608939,11.74128951
GYM_BUX,S27,young,up,Savanna,2,0.11987533,0.1469333
GYM_BUX,S27,young,up,Savanna,3,0.91423596,1.505298292
GYM_BUX,S4,old,low,Savanna,1,0.264535427,7.76370624
GYM_BUX,S4,old,low,Savanna,2,0.038819876,0.242138153
GYM_BUX,S4,old,low,Savanna,3,0.034965884,0.927206734
GYM_BUX,S4,old,up,Savanna,1,0.577100291,1.275227583
GYM_BUX,S4,old,up,Savanna,2,0.301517987,2.499475656
GYM_BUX,S4,old,up,Savanna,3,0.025458248,0.835075315
GYM_BUX,S4,young,up,Savanna,1,0.059811929,10.53821135
GYM_BUX,S4,young,up,Savanna,2,0.014038843,0.082274081
GYM_BUX,S4,young,up,Savanna,3,0.025329281,0.911754669
GYM_BUX,S46,old,up,Savanna,1,0.058224784,0.490117791
GYM_BUX,S46,old,up,Savanna,2,1.110783446,2.14332237
GYM_BUX,S46,old,up,Savanna,3,0.165949263,1.208282079
GYM_BUX,S46,young,up,Savanna,1,0.193050193,1.985421751
GYM_BUX,S46,young,up,Savanna,2,1.679549717,3.554321976
GYM_BUX,S46,young,up,Savanna,3,0.811044003,3.755575285
GYM_BUX,S49,old,low,Savanna,1,1.710730949,2.553470127
GYM_BUX,S49,old,up,Savanna,1,1.523656776,4.828383036
GYM_BUX,S5,old,low,Savanna,1,31.31799813,21.62931882
GYM_BUX,S5,old,low,Savanna,2,31.91911258,28.20410232
GYM_BUX,S5,old,low,Savanna,3,2.24704915,3.761648804
GYM_BUX,S5,old,up,Savanna,1,1.536936044,5.148661684
GYM_BUX,S5,old,up,Savanna,2,0.929310863,5.444618838
GYM_BUX,S5,old,up,Savanna,3,7.798960139,8.5822071
GYM_BUX,S5,young,up,Savanna,1,0.325777468,5.990834448
GYM_BUX,S5,young,up,Savanna,2,1.943145016,7.916549231
GYM_BUX,S5,young,up,Savanna,3,0.801072709,7.241320249
GYM_BUX,S50,old,up,Savanna,1,0.377358491,2.907807676
GYM_BUX,S50,old,up,Savanna,2,0.349826073,3.32019829
GYM_BUX,S50,young,up,Savanna,1,0.073104912,0.134103568
GYM_BUX,S50,young,up,Savanna,2,0.047687286,2.451008492
GYM_BUX,S55,old,low,Savanna,2,0.434610826,2.409687861
GYM_BUX,S55,old,up,Savanna,1,1.805674979,10.90312216
GYM_BUX,S55,old,up,Savanna,2,1.379727138,3.602064618
GYM_BUX,S55,old,up,Savanna,3,0.069300069,2.981552064
GYM_BUX,S55,young,up,Savanna,2,3.34118655,6.699466634
GYM_BUX,S58,old,low,Savanna,1,0.0683527,0.371848933
GYM_BUX,S58,old,low,Savanna,3,0.029832936,2.69339176
GYM_BUX,S58,old,up,Savanna,1,0.047703107,1.814309901
GYM_BUX,S58,old,up,Savanna,2,0.159152017,8.434547942
GYM_BUX,S58,old,up,Savanna,3,1.674438321,4.413954608
GYM_BUX,S58,young,up,Savanna,1,0.070129695,0.096437683
GYM_BUX,S58,young,up,Savanna,3,5.14339952,6.45387632
GYM_BUX,T9,old,low,Thicket,1,0.638828295,2.274558167
GYM_BUX,T9,old,up,Thicket,1,0.310921723,12.08419001
GYM_BUX,T9,young,up,Thicket,1,18.51961354,22.61178388
GYM_HAR,F2,old,low,Forest,1,0.191265387,3.173609773
GYM_HAR,F2,old,up,Forest,1,0.3029538,1.424747604
GYM_HAR,F2,young,up,Forest,1,0.071735801,0.071801138
GYM_HAR,F3,old,low,Forest,1,0.647490972,3.093765604
GYM_HAR,F3,old,low,Forest,2,0.69434399,1.119341773
GYM_HAR,F3,old,up,Forest,1,0.797129775,3.515223004
GYM_HAR,F3,old,up,Forest,2,2.557067603,8.904577735
GYM_HAR,F3,young,up,Forest,1,9.491059147,19.9385057
GYM_HAR,F4,old,low,Forest,1,0.055066079,1.849947449
GYM_HAR,F4,old,low,Forest,2,8.35894597,9.745619335
GYM_HAR,F4,old,up,Forest,1,0.04950495,2.123500924
GYM_HAR,F4,old,up,Forest,2,5.541109097,8.56253842
GYM_HAR,F4,young,up,Forest,1,4.67329903,4.87939726
GYM_HAR,F5,old,low,Forest,1,2.400097838,10.39018409
GYM_HAR,F5,old,low,Forest,2,1.867123075,10.92005599
GYM_HAR,F5,old,low,Forest,3,4.216900141,10.45572239
GYM_HAR,F5,old,up,Forest,1,9.69077216,15.75898225
GYM_HAR,F5,old,up,Forest,2,4.454492977,15.91647978
GYM_HAR,F5,old,up,Forest,3,2.403725145,10.27375036
GYM_HAR,F6,old,low,Forest,1,0.577800304,5.28025451
GYM_HAR,F6,old,low,Forest,2,2.469245941,5.724680674
GYM_HAR,F6,old,up,Forest,1,8.46046013,11.48751194
GYM_HAR,F6,old,up,Forest,2,5.639865109,5.841293463
GYM_HAR,F6,young,up,Forest,1,3.718269575,5.434114603
GYM_HAR,F6,young,up,Forest,2,21.31589871,34.18469811
GYM_HAR,F7,old,low,Forest,1,0.988739357,15.52836595
GYM_HAR,F7,old,low,Forest,2,5.180840665,16.32656141
GYM_HAR,F7,old,low,Forest,3,0.041002757,3.389310519
GYM_HAR,F7,old,up,Forest,1,0.500894454,14.79632963
GYM_HAR,F7,old,up,Forest,2,2.805045558,10.73502715
GYM_HAR,F7,old,up,Forest,3,0,1.141835837
GYM_HAR,F7,young,up,Forest,1,0,4.470586053
GYM_HAR,F7,young,up,Forest,2,3.580246914,4.256329545
GYM_HAR,F7,young,up,Forest,3,0.100806452,1.009223863
GYM_HAR,S20,old,low,Savanna,1,0,0.268527717
GYM_HAR,S20,old,up,Savanna,1,0.448722862,5.055177345
GYM_HAR,S20,young,up,Savanna,1,0.55722246,6.068067524
GYM_HAR,S30,old,up,Savanna,1,0.106279923,5.018482089
GYM_HAR,S30,old,up,Savanna,2,0.117302053,3.004036503
GYM_HAR,S30,old,up,Savanna,3,35.91383541,33.73017908
GYM_HAR,S30,young,up,Savanna,3,0.138026225,0.247533953
GYM_HAR,S52,old,low,Savanna,1,0,0
GYM_HAR,S52,old,low,Savanna,2,0,0.699754026
GYM_HAR,S52,old,up,Savanna,1,0,2.155801509
GYM_HAR,S52,old,up,Savanna,2,0.075520534,3.412928796
GYM_HAR,S52,young,up,Savanna,1,0.151617676,3.197553925
GYM_HAR,S52,young,up,Savanna,2,32.79182142,32.79182142
GYM_HAR,S53,old,low,Savanna,1,0.066941599,0.082888808
GYM_HAR,S53,old,low,Savanna,3,0.785981253,5.105180671
GYM_HAR,S53,old,up,Savanna,1,0.123864575,1.853834187
GYM_HAR,S53,old,up,Savanna,2,0.062324712,1.090062162
GYM_HAR,S53,old,up,Savanna,3,0.254065041,3.221927622
GYM_HAR,S53,young,up,Savanna,1,0.110926234,0.290007169
GYM_HAR,S53,young,up,Savanna,3,0.545330607,1.766469597
GYM_HAR,S58,old,low,Savanna,1,0.070536336,1.59004784
GYM_HAR,S58,old,low,Savanna,2,13.33991495,12.48375757
GYM_HAR,S58,old,up,Savanna,1,0.194396272,2.01443566
GYM_HAR,S58,old,up,Savanna,2,0.176782557,3.511160387
GYM_HAR,S58,young,up,Savanna,1,0.107822746,6.714356089
GYM_HAR,S58,young,up,Savanna,2,1.086394735,3.059122848
GYM_HAR,T12,old,low,Thicket,1,0.048686427,7.70775537
GYM_HAR,T12,old,low,Thicket,2,0.111799462,3.269623017
GYM_HAR,T12,old,low,Thicket,3,0.027322404,5.135000133
GYM_HAR,T12,old,up,Thicket,1,0.140548138,2.124245968
GYM_HAR,T12,old,up,Thicket,2,0.030358227,2.583543556
GYM_HAR,T12,old,up,Thicket,3,0.294415032,1.464023747
GYM_HAR,T12,young,up,Thicket,1,0.086095566,3.877939231
GYM_HAR,T12,young,up,Thicket,2,0.049095825,4.082805393
GYM_HAR,T12,young,up,Thicket,3,2.252811474,4.611871457
GYM_HAR,T13,old,up,Thicket,1,5.911157747,14.56020628
GYM_HAR,T13,old,up,Thicket,2,1.540892928,7.60182862
GYM_HAR,T13,old,up,Thicket,3,2.171361502,14.32407575
GYM_HAR,T17,old,low,Thicket,1,0.536005593,3.143295771
GYM_HAR,T17,old,low,Thicket,2,12.06051724,14.03556805
GYM_HAR,T17,old,up,Thicket,1,0.379129807,0.776954143
GYM_HAR,T17,old,up,Thicket,2,3.144338518,6.325785404
GYM_HAR,T17,young,up,Thicket,1,2.037232174,4.116327591
GYM_HAR,T22,old,low,Thicket,1,4.945831371,11.96414067
GYM_HAR,T22,old,low,Thicket,2,13.57455635,15.26709384
GYM_HAR,T22,old,low,Thicket,3,1.305683564,2.344007453
GYM_HAR,T22,old,up,Thicket,1,8.469281499,13.1260892
GYM_HAR,T22,old,up,Thicket,2,3.19109462,13.48077505
GYM_HAR,T22,old,up,Thicket,3,8.233108988,11.12244597
GYM_HAR,T22,young,up,Thicket,2,0.015350288,0.644526802
GYM_HAR,T22,young,up,Thicket,3,0.047961631,0.659643048
GYM_HAR,T23,old,low,Thicket,1,5.459332374,5.040163074
GYM_HAR,T23,old,low,Thicket,2,0.588235294,1.281492858
GYM_HAR,T23,old,low,Thicket,3,0,0.6948035
GYM_HAR,T23,old,up,Thicket,1,0.074294205,1.906168187
GYM_HAR,T23,old,up,Thicket,2,0.370174511,1.128486319
GYM_HAR,T23,old,up,Thicket,3,0.280857354,3.916182379
GYM_HAR,T23,young,up,Thicket,2,0.072613146,1.477239804
GYM_HAR,T23,young,up,Thicket,3,0,0.037031425
GYM_HAR,T24,old,low,Thicket,1,0.025573059,1.800138342
GYM_HAR,T24,old,low,Thicket,2,27.55293487,24.2979158
GYM_HAR,T24,old,low,Thicket,3,18.70636851,18.70636851
GYM_HAR,T24,old,up,Thicket,1,0.096792243,7.587101216
GYM_HAR,T24,old,up,Thicket,2,9.102030829,16.28764945
GYM_HAR,T24,old,up,Thicket,3,3.572373102,8.3371379
GYM_HAR,T24,young,up,Thicket,2,0.299670363,4.124943033
GYM_HAR,T24,young,up,Thicket,3,0.046118555,2.437296484
GYM_MAR,S1,old,up,Savanna,1,0.148456057,5.450772184
GYM_MAR,S1,old,up,Savanna,2,1.132942481,5.465700337
GYM_MAR,S1,old,up,Savanna,3,25.91080757,22.36400542
GYM_MAR,S1,young,up,Savanna,3,3.98254228,3.99401236
GYM_MAR,S13,old,low,Savanna,1,0.050387742,0.075881232
GYM_MAR,S13,old,low,Savanna,2,0.033537888,0.658423559
GYM_MAR,S13,old,low,Savanna,3,0.314660652,0.327949761
GYM_MAR,S13,old,up,Savanna,1,0.917148362,6.156834986
GYM_MAR,S13,old,up,Savanna,2,0.295940379,3.584657066
GYM_MAR,S13,old,up,Savanna,3,0.173371194,0.297747876
GYM_MAR,S13,young,up,Savanna,1,0.155607497,0.184916849
GYM_MAR,S13,young,up,Savanna,2,0.181428336,0.98376856
GYM_MAR,S13,young,up,Savanna,3,0.151240169,0.360373989
GYM_MAR,S19,old,low,Savanna,1,5.409687641,13.52580816
GYM_MAR,S19,old,up,Savanna,1,0.061959453,2.01615232
GYM_MAR,S19,old,up,Savanna,2,14.18118856,19.42112178
GYM_MAR,S19,old,up,Savanna,3,5.050702028,13.74739364
GYM_MAR,S19,young,up,Savanna,1,23.48010729,20.62170245
GYM_MAR,S20,old,low,Savanna,1,2.344033998,2.332878521
GYM_MAR,S20,old,low,Savanna,2,0.019964065,0.416935102
GYM_MAR,S20,old,low,Savanna,3,2.260736939,4.117799518
GYM_MAR,S20,old,up,Savanna,1,0.197883507,0.787378703
GYM_MAR,S20,old,up,Savanna,2,0.080581518,1.563580423
GYM_MAR,S20,old,up,Savanna,3,0.811020376,4.750892754
GYM_MAR,S20,young,up,Savanna,1,0.036982249,0.075756992
GYM_MAR,S21,old,low,Savanna,1,0.032665036,2.719994586
GYM_MAR,S21,old,low,Savanna,2,0.021312873,1.923611837
GYM_MAR,S21,old,low,Savanna,3,0.027196084,4.2175755
GYM_MAR,S21,old,up,Savanna,1,0.011627907,2.45486224
GYM_MAR,S21,old,up,Savanna,2,0.339037433,4.22881083
GYM_MAR,S21,old,up,Savanna,3,0.031689025,2.040283286
GYM_MAR,S21,young,up,Savanna,1,1.983481622,8.494124215
GYM_MAR,S21,young,up,Savanna,3,0.031749188,1.090977905
GYM_MAR,S22,old,low,Savanna,1,1.921056581,8.923463723
GYM_MAR,S22,old,low,Savanna,2,8.110757167,7.666528932
GYM_MAR,S22,old,up,Savanna,1,2.595846645,6.45770292
GYM_MAR,S22,old,up,Savanna,2,0.131685439,2.581499691
GYM_MAR,S22,young,up,Savanna,1,0.156494523,2.197379362
GYM_MAR,S22,young,up,Savanna,2,0,0.137162891
GYM_MAR,S25,old,low,Savanna,1,51.05823068,49.75404894
GYM_MAR,S25,old,low,Savanna,2,3.16824001,18.90389289
GYM_MAR,S25,old,low,Savanna,3,0.085034014,1.166634839
GYM_MAR,S25,old,up,Savanna,1,51.18705745,51.10896432
GYM_MAR,S25,old,up,Savanna,2,0.767398783,6.584867495
GYM_MAR,S25,old,up,Savanna,3,2.055021426,3.386708576
GYM_MAR,S25,young,up,Savanna,1,51.26471617,51.24682852
GYM_MAR,S25,young,up,Savanna,2,2.308153563,6.757684818
GYM_MAR,S25,young,up,Savanna,3,1.818181818,2.036400344
GYM_MAR,S27,old,low,Savanna,1,0.250944723,0.250944723
GYM_MAR,S27,old,up,Savanna,1,0.970425139,3.87084726
GYM_MAR,S27,young,up,Savanna,1,0.101626016,0.111247743
GYM_MAR,S30,old,up,Savanna,1,4.125306417,6.961529757
GYM_MAR,S4,old,low,Savanna,1,0.026150628,0.561197964
GYM_MAR,S4,old,low,Savanna,2,0.834004045,2.995912705
GYM_MAR,S4,old,low,Savanna,3,11.84965907,13.32617053
GYM_MAR,S4,old,up,Savanna,1,1.049487909,2.545070837
GYM_MAR,S4,old,up,Savanna,2,1.041296888,2.007458635
GYM_MAR,S4,old,up,Savanna,3,3.552779269,19.61755555
GYM_MAR,S4,young,up,Savanna,1,1.467889908,1.879768849
GYM_MAR,S4,young,up,Savanna,3,0.08605852,0.377194012
GYM_MAR,S5,old,low,Savanna,1,1.829497163,4.810565065
GYM_MAR,S5,old,low,Savanna,2,4.647574969,6.135863122
GYM_MAR,S5,old,low,Savanna,3,2.952103598,5.52595926
GYM_MAR,S5,old,up,Savanna,1,2.904150346,6.891787995
GYM_MAR,S5,old,up,Savanna,2,1.891803074,10.52820562
GYM_MAR,S5,old,up,Savanna,3,4.042809995,10.76193447
GYM_MAR,S5,young,up,Savanna,1,6.155902671,11.67718961
GYM_MAR,S5,young,up,Savanna,2,2.224521469,3.900060852
GYM_MAR,S5,young,up,Savanna,3,4.580498977,7.7401364
GYM_MAR,S50,old,low,Savanna,1,0.112422709,6.276376038
GYM_MAR,S50,old,up,Savanna,1,0.137710276,1.647439018
GYM_MAR,S50,old,up,Savanna,2,2.731525151,6.803861926
GYM_MAR,S50,young,up,Savanna,1,18.11120196,14.90214239
GYM_MAR,S50,young,up,Savanna,2,3.396984925,4.993165977
GYM_MAR,S52,old,low,Savanna,1,0.03353679,0.039164194
GYM_MAR,S52,old,low,Savanna,2,40.3158985,40.3158985
GYM_MAR,S52,old,low,Savanna,3,7.03570357,7.606183964
GYM_MAR,S52,old,up,Savanna,1,0.065887727,0.343330399
GYM_MAR,S52,old,up,Savanna,2,2.569770655,3.442829671
GYM_MAR,S52,old,up,Savanna,3,0.5215977,9.882190497
GYM_MAR,S52,young,up,Savanna,1,0.025201613,0.02438268
GYM_MAR,S52,young,up,Savanna,2,0.049359652,0.061958701
GYM_MAR,S52,young,up,Savanna,3,0.191046473,0.191046473
GYM_MAR,S58,old,low,Savanna,2,0.036941263,10.65167718
GYM_MAR,S58,old,up,Savanna,1,0.669251332,3.008499789
GYM_MAR,S58,old,up,Savanna,2,0.230414747,1.588205894
GYM_MAR,S58,young,up,Savanna,2,0.156222878,1.358565033
GYM_MAR,S8,old,up,Savanna,1,1.276835677,17.8368186
GYM_MAR,S8,old,up,Savanna,2,2.005674592,12.99618208
GYM_MAR,S8,old,up,Savanna,3,3.417439889,14.93786151
GYM_MAR,T23,old,low,Thicket,1,1.133931733,1.466281289
GYM_MAR,T23,old,low,Thicket,3,0.354630858,3.649992856
GYM_MAR,T23,old,up,Thicket,1,0.283409636,6.760740027
GYM_MAR,T23,old,up,Thicket,2,1.53609831,3.334619523
GYM_MAR,T23,old,up,Thicket,3,0.20142831,0.910016473
GYM_MAR,T24,old,low,Thicket,1,0.05192108,0.05192108
GYM_MAR,T24,old,up,Thicket,1,0.030248034,1.476868816
GYM_MAR,T24,old,up,Thicket,2,0.016860775,1.547602321
HIP_PAU,S19,old,low,Savanna,1,0.060932379,1.000989181
HIP_PAU,S19,old,low,Savanna,2,0.554282689,0.872331802
HIP_PAU,S19,old,low,Savanna,3,0.024295432,0.264779653
