species,site,leaf_age,side,habitat,individual,herbivory_percentage_median,herbivory_percentage_mean
COR_CAF,S30,young,up,Savanna,2,0.100240658,4.312694348
COR_CAF,S30,young,up,Savanna,3,1.616458486,5.211189701
COR_CAF,T23,old,low,Thicket,1,0.015695217,0.017852722
COR_CAF,T23,old,low,Thicket,3,0.009536954,1.584262409
COR_CAF,T23,old,up,Thicket,1,0.013666803,1.252531992
COR_CAF,T23,old,up,Thicket,2,10.85963634,11.04769418
COR_CAF,T23,old,up,Thicket,3,0.517022691,2.724815448
COR_CAF,T23,young,up,Thicket,2,0.034716195,0.615858888
DIC_CIN,S1,old,up,Savanna,1,0,0
DIC_CIN,S1,old,up,Savanna,2,0,0.474055131
DIC_CIN,S1,old,up,Savanna,3,0,0.118017309
DIC_CIN,S10,old,up,Savanna,1,0,2.071645857
DIC_CIN,S10,old,up,Savanna,2,0,0.508210988
DIC_CIN,S10,old,up,Savanna,3,0,0.372907921
DIC_CIN,S11,old,up,Savanna,1,0,0.572691198
DIC_CIN,S19,old,up,Savanna,1,0,0.057208238
DIC_CIN,S19,old,up,Savanna,2,0,3.355784872
DIC_CIN,S20,old,up,Savanna,1,0,0.047614088
DIC_CIN,S20,old,up,Savanna,2,0,0.078738334
DIC_CIN,S21,old,up,Savanna,1,0,0.009791231
DIC_CIN,S21,old,up,Savanna,2,0,0.005081301
DIC_CIN,S22,old,up,Savanna,1,0,0.949261587
DIC_CIN,S22,old,up,Savanna,2,0,0.389118855
DIC_CIN,S30,old,up,Savanna,1,0,0.773177036
DIC_CIN,S30,old,up,Savanna,2,0,1.641108597
DIC_CIN,S49,old,up,Savanna,1,0,0.113688942
DIC_CIN,S49,old,up,Savanna,2,0,1.38419499
DIC_CIN,S49,old,up,Savanna,3,0,3.139052899
DIC_CIN,S5,old,up,Savanna,1,0,3.256794934
DIC_CIN,S5,old,up,Savanna,2,4.84375,5.269461111
DIC_CIN,S5,old,up,Savanna,3,0,1.9011259
DIC_CIN,S50,old,up,Savanna,1,0,4.835467853
DIC_CIN,S50,old,up,Savanna,2,0,0
DIC_CIN,S50,old,up,Savanna,3,0,0.16025641
DIC_CIN,S52,old,up,Savanna,1,0,0
DIC_CIN,S52,old,up,Savanna,2,0,0.048938786
DIC_CIN,S58,old,up,Savanna,1,0,0.392156863
DIC_CIN,S58,old,up,Savanna,2,0,0.215053763
DIC_CIN,S7,old,up,Savanna,1,0,0
DIC_CIN,S7,old,up,Savanna,2,0,0.428849226
DIC_CIN,S7,old,up,Savanna,3,0,2.400183263
DIC_CIN,S8,old,up,Savanna,1,0,0.16025641
DIC_CIN,S8,old,up,Savanna,2,0,0.929618672
DIC_CIN,S8,old,up,Savanna,3,0,0.493710692
DIC_CIN,S9,old,up,Savanna,1,0,3.008608742
DIC_CIN,S9,old,up,Savanna,2,0,0.216931217
DIC_CIN,S9,old,up,Savanna,3,0,0.186877076
DIC_CIN,T23,old,up,Thicket,1,0,0.879282022
DIC_CIN,T23,old,up,Thicket,2,0,1.937458481
DIC_CIN,T23,old,up,Thicket,3,1.315789474,3.049418428
DIC_CIN,T9,old,low,Thicket,1,0,0.55740955
DIC_CIN,T9,old,low,Thicket,2,1.563798329,6.838958119
DIC_CIN,T9,old,low,Thicket,3,0.392156863,0.388275121
DIC_CIN,T9,old,up,Thicket,1,1.319444445,3.17342382
DIC_CIN,T9,old,up,Thicket,2,0.811123986,5.221664087
DIC_CIN,T9,old,up,Thicket,3,5.582085126,14.87093159
DIO_DIC,S20,old,low,Savanna,1,0.81472867,8.737864034
DIO_DIC,S20,old,low,Savanna,2,3.311529027,7.022156982
DIO_DIC,S20,old,up,Savanna,1,0.832048155,1.470792511
DIO_DIC,S20,old,up,Savanna,2,1.831334146,2.682696358
DIO_DIC,S20,young,up,Savanna,1,0.24557602,0.225750216
DIO_DIC,S20,young,up,Savanna,2,0.516658085,0.844153844
DIO_DIC,S21,old,low,Savanna,1,0.597907324,2.693127554
DIO_DIC,S21,old,low,Savanna,2,0.159045726,0.620418841
DIO_DIC,S21,old,low,Savanna,3,0.36101083,2.020962359
DIO_DIC,S21,old,up,Savanna,1,0.206526229,4.173953316
DIO_DIC,S21,old,up,Savanna,2,0.244426433,2.993535636
DIO_DIC,S21,old,up,Savanna,3,0.069065716,2.621075191
DIO_DIC,S21,young,up,Savanna,1,0.35709947,2.115886037
DIO_DIC,S21,young,up,Savanna,2,0.508434469,0.539156261
DIO_DIC,S21,young,up,Savanna,3,0.503355705,0.781176532
DIO_DIC,S27,old,low,Savanna,1,0.265291384,1.427058975
DIO_DIC,S27,old,low,Savanna,2,2.703506705,3.21631628
DIO_DIC,S27,old,low,Savanna,3,1.269265639,2.375832373
DIO_DIC,S27,old,up,Savanna,1,0.071428571,0.734718916
DIO_DIC,S27,old,up,Savanna,2,0.313952672,2.057976916
DIO_DIC,S27,old,up,Savanna,3,0.265097504,1.750336858
DIO_DIC,S27,young,up,Savanna,1,4.705181656,5.051525033
DIO_DIC,S27,young,up,Savanna,2,0.387133845,0.448949992
DIO_DIC,S27,young,up,Savanna,3,0.49200492,0.731601807
DIO_DIC,S30,old,low,Savanna,1,0.244249949,2.80837878
DIO_DIC,S30,old,low,Savanna,2,2.281670366,4.00212154
DIO_DIC,S30,old,low,Savanna,3,0.062992126,0.14056961
DIO_DIC,S30,old,up,Savanna,1,0.763196947,2.066558059
DIO_DIC,S30,old,up,Savanna,2,0.240794105,1.722949829
DIO_DIC,S30,old,up,Savanna,3,0.564630878,2.441757223
DIO_DIC,S30,young,up,Savanna,1,0.533812898,1.443023822
DIO_DIC,S30,young,up,Savanna,2,0.093837973,2.626866445
DIO_DIC,S30,young,up,Savanna,3,0.315291645,0.350971763
DIO_DIC,S4,old,low,Savanna,1,2.106160214,2.523942692
DIO_DIC,S4,old,low,Savanna,2,0.039888313,2.482219328
DIO_DIC,S4,old,low,Savanna,3,0.24691358,0.748433217
DIO_DIC,S4,old,up,Savanna,1,1.374981728,1.781015183
DIO_DIC,S4,old,up,Savanna,2,0.030012005,0.687922684
DIO_DIC,S4,old,up,Savanna,3,0.545891745,2.919802914
DIO_DIC,S4,young,up,Savanna,1,0.173328502,0.1658524
DIO_DIC,S4,young,up,Savanna,2,0,0.012726223
DIO_DIC,S4,young,up,Savanna,3,0.051934594,0.103826444
DIO_DIC,S5,old,low,Savanna,1,0.734168669,1.047402297
DIO_DIC,S5,old,low,Savanna,2,0.325677077,0.926370672
DIO_DIC,S5,old,up,Savanna,1,0.541125541,1.839435394
DIO_DIC,S5,old,up,Savanna,2,0.479233227,1.784053473
DIO_DIC,S5,young,up,Savanna,1,1.672240803,1.927334507
DIO_DIC,S5,young,up,Savanna,2,1.011354047,1.592593426
DIO_DIC,T23,old,low,Thicket,1,0.011290942,0.725480694
DIO_DIC,T23,old,low,Thicket,2,0.028682059,0.151187217
DIO_DIC,T23,old,low,Thicket,3,0.075301205,0.267341598
DIO_DIC,T23,old,up,Thicket,1,0.019083969,0.131213855
DIO_DIC,T23,old,up,Thicket,2,1.800672403,6.368770143
DIO_DIC,T23,old,up,Thicket,3,0.043233895,0.869194472
DIO_DIC,T23,young,up,Thicket,1,1.61380194,1.61380194
DIO_DIC,T23,young,up,Thicket,2,0.065574318,0.447957739
DIO_DIC,T23,young,up,Thicket,3,0.015790987,0.015790987
DIO_NAT,T12,old,low,Thicket,1,0.226586103,1.156744378
DIO_NAT,T12,old,low,Thicket,2,0.312779267,5.066610372
DIO_NAT,T12,old,up,Thicket,1,0.173633602,0.215243009
DIO_NAT,T12,old,up,Thicket,2,0.087260035,0.620091372
DIO_NAT,T12,young,up,Thicket,2,0.105189341,0.114551817
DIO_NAT,T13,old,up,Thicket,1,1.217040399,5.748273482
DIO_NAT,T13,old,up,Thicket,2,1.059745988,8.874108914
DIO_NAT,T13,old,up,Thicket,3,0.692887371,2.180568081
DIO_NAT,T17,old,low,Thicket,1,0.09423956,0.133096252
DIO_NAT,T17,old,low,Thicket,2,0.103069463,0.14169131
DIO_NAT,T17,old,low,Thicket,3,0.096525097,2.570926851
DIO_NAT,T17,old,up,Thicket,1,0.071098471,0.318402484
DIO_NAT,T17,old,up,Thicket,2,0.085433575,1.781422182
DIO_NAT,T17,old,up,Thicket,3,0.059952038,0.285360148
DIO_NAT,T17,young,up,Thicket,1,0.04730369,0.04730369
DIO_NAT,T17,young,up,Thicket,2,0.247747748,8.643551871
DIO_NAT,T17,young,up,Thicket,3,0.04730369,0.039352671
DIO_NAT,T9,old,low,Thicket,1,0.164383562,0.196257252
DIO_NAT,T9,old,low,Thicket,2,0.238208671,0.442065641
DIO_NAT,T9,old,low,Thicket,3,0.293432196,0.326223068
DIO_NAT,T9,old,up,Thicket,1,0.224617334,0.307314866
DIO_NAT,T9,old,up,Thicket,2,0.361663653,1.158686033
DIO_NAT,T9,old,up,Thicket,3,0.816501934,0.81112205
DIO_SIM,T12,old,low,Thicket,1,0.06597863,1.121649462
DIO_SIM,T12,old,low,Thicket,2,0.034957093,0.032997396
DIO_SIM,T12,old,low,Thicket,3,0.076149863,1.707323845
DIO_SIM,T12,old,up,Thicket,1,0.050877639,1.105281954
DIO_SIM,T12,old,up,Thicket,2,0.035816913,0.104996696
DIO_SIM,T12,old,up,Thicket,3,0.028296548,1.421661765
DIO_SIM,T12,young,up,Thicket,2,0.034364261,0.043339148
DIO_SIM,T12,young,up,Thicket,3,0,0.020624506
DIO_SIM,T13,old,low,Thicket,1,0.203334689,11.77493624
DIO_SIM,T13,old,up,Thicket,1,0.072997629,3.097918419
DIO_SIM,T13,old,up,Thicket,2,61.37044771,51.35614838
DIO_SIM,T13,old,up,Thicket,3,3.520790999,16.67944159
DIO_SIM,T13,young,up,Thicket,1,20.97461237,20.18877187
DIO_SIM,T17,old,low,Thicket,1,0.071123755,7.29601243
DIO_SIM,T17,old,low,Thicket,2,0.033008747,1.294228466
DIO_SIM,T17,old,up,Thicket,1,0.031826862,2.540991554
DIO_SIM,T17,old,up,Thicket,2,0.028531899,1.473428011
DIO_SIM,T17,young,up,Thicket,1,0,0
DIO_SIM,T17,young,up,Thicket,2,0,3.238281669
DIO_SIM,T22,old,low,Thicket,1,0.670459163,0.5105034
DIO_SIM,T22,old,low,Thicket,2,0.666067123,0.636433659
DIO_SIM,T22,old,low,Thicket,3,0.340662744,1.022675849
DIO_SIM,T22,old,up,Thicket,1,0.289017341,2.689807993
DIO_SIM,T22,old,up,Thicket,2,0.317355937,0.718036315
DIO_SIM,T22,old,up,Thicket,3,0.128032099,2.622331744
DIO_SIM,T22,young,up,Thicket,1,0.260659095,0.541152085
DIO_SIM,T22,young,up,Thicket,2,0.345721694,0.472045871
DOM_ROT,S19,old,low,Savanna,1,20.37134133,20.30281852
DOM_ROT,S19,old,low,Savanna,2,53.19189624,48.0970885
DOM_ROT,S19,old,low,Savanna,3,39.34534347,42.0298384
DOM_ROT,S19,old,up,Savanna,1,2.13391943,6.726791222
DOM_ROT,S19,old,up,Savanna,2,18.93769487,26.77467342
DOM_ROT,S19,old,up,Savanna,3,5.319737398,14.99193815
DOM_ROT,S19,young,up,Savanna,3,56.671415,53.29623308
DOM_ROT,S27,old,low,Savanna,1,2.14003369,3.769515943
DOM_ROT,S27,old,low,Savanna,2,0.48045063,1.755945547
DOM_ROT,S27,old,up,Savanna,1,6.912688936,6.981512523
DOM_ROT,S27,old,up,Savanna,2,0.109854149,2.677238008
DOM_ROT,S27,young,up,Savanna,1,8.488372093,6.729337334
DOM_ROT,S27,young,up,Savanna,2,4.156014217,3.718025912
DOM_ROT,S4,old,low,Savanna,1,11.40925417,14.6709061
DOM_ROT,S4,old,up,Savanna,1,4.451568782,5.01453041
DOM_ROT,S4,young,up,Savanna,1,6.379025599,11.00246855
DOM_ROT,S46,old,low,Savanna,1,1.386095005,2.165190111
DOM_ROT,S46,old,up,Savanna,1,1.605586224,2.286363642
DOM_ROT,S46,young,up,Savanna,1,2.887553288,3.228701063
DOM_ROT,S5,old,low,Savanna,1,24.79125737,27.17527871
DOM_ROT,S5,old,low,Savanna,2,11.22537567,18.37159374
DOM_ROT,S5,old,up,Savanna,1,8.741341232,16.82586082
DOM_ROT,S5,young,up,Savanna,1,3.9568705,14.34667916
DOM_ROT,S5,young,up,Savanna,2,10.22445483,18.57008321
DOM_ROT,S9,old,low,Savanna,1,2.484768698,1.899411552
DOM_ROT,S9,old,low,Savanna,2,1.229843354,4.92993183
DOM_ROT,S9,old,up,Savanna,1,3.956975777,9.622512679
DOM_ROT,S9,old,up,Savanna,2,0.210227273,4.948787418
DOM_ROT,S9,young,up,Savanna,1,0.040453074,6.388760854
DOM_ROT,S9,young,up,Savanna,2,16.15961696,16.02581745
DRY_ARG,F1,old,low,Forest,1,1.047188106,1.583837997
DRY_ARG,F1,old,up,Forest,1,0.01834638,0.276478446
DRY_ARG,F1,young,up,Forest,1,0.022643218,0.024423212
DRY_ARG,F3,old,low,Forest,1,0.109076743,0.127194009
DRY_ARG,F3,old,up,Forest,1,0.387878788,2.199533117
DRY_ARG,F3,young,up,Forest,1,0.068717004,0.058995047
DRY_ARG,F6,old,low,Forest,1,11.92954992,22.69850632
DRY_ARG,F6,old,low,Forest,2,3.600459649,21.51019868
DRY_ARG,F6,old,low,Forest,3,0.112485939,12.65047955
DRY_ARG,F6,old,up,Forest,1,0.794987891,12.24881636
DRY_ARG,F6,old,up,Forest,2,10.23803121,25.49896223
DRY_ARG,F6,old,up,Forest,3,16.09991198,29.18807444
ENG_NAT,F1,old,low,Forest,1,0.009592944,0.395121042
ENG_NAT,F1,old,low,Forest,2,0.063304495,0.246791153
ENG_NAT,F1,old,low,Forest,3,0.020814542,12.40499623
ENG_NAT,F1,old,up,Forest,1,0.011295585,1.586319069
ENG_NAT,F1,old,up,Forest,2,3.339694656,5.051354608
ENG_NAT,F1,old,up,Forest,3,3.380732649,18.2421981
ENG_NAT,F1,young,up,Forest,1,2.491908404,2.604353284
ENG_NAT,F1,young,up,Forest,3,0.560231607,1.989745272
ENG_NAT,F2,old,low,Forest,1,8.093225765,6.125091743
ENG_NAT,F2,old,low,Forest,2,15.98474588,24.22116091
ENG_NAT,F2,old,low,Forest,3,0.144530067,4.157224674
ENG_NAT,F2,old,up,Forest,1,0.069694381,7.064643657
ENG_NAT,F2,old,up,Forest,2,5.586725558,15.65518379
ENG_NAT,F2,old,up,Forest,3,0.038785811,2.978364106
ENG_NAT,F2,young,up,Forest,3,4.012669743,6.422914988
ENG_NAT,F3,old,low,Forest,1,0.15889206,2.139551425
ENG_NAT,F3,old,up,Forest,1,0.052374866,0.649068242
ENG_NAT,F3,young,up,Forest,1,1.349072692,5.693464792
ENG_NAT,F4,old,low,Forest,1,5.289139633,18.52601982
ENG_NAT,F4,old,low,Forest,2,1.659275714,3.569171384
ENG_NAT,F4,old,low,Forest,3,1.787196854,11.1865004
ENG_NAT,F4,old,up,Forest,1,10.56393963,12.52644593
ENG_NAT,F4,old,up,Forest,2,2.275789587,4.663005213
ENG_NAT,F4,old,up,Forest,3,1.952120293,6.805273813
ENG_NAT,F5,old,low,Forest,1,16.46653694,22.83217012
ENG_NAT,F5,old,low,Forest,2,4.47749632,6.921279624
ENG_NAT,F5,old,low,Forest,3,0.123922636,6.704132655
ENG_NAT,F5,old,up,Forest,1,8.639603069,9.72957851
ENG_NAT,F5,old,up,Forest,2,2.675276753,4.350942514
ENG_NAT,F5,old,up,Forest,3,3.558212047,8.947119772
ENG_NAT,F6,old,low,Forest,1,3.877434387,14.60080405
ENG_NAT,F6,old,low,Forest,2,1.413708148,7.100179477
ENG_NAT,F6,old,low,Forest,3,4.506094672,15.76336462
ENG_NAT,F6,old,up,Forest,1,4.953196042,11.31583222
ENG_NAT,F6,old,up,Forest,2,0.045679926,8.425683279
ENG_NAT,F6,old,up,Forest,3,7.295560925,14.04097396
ENG_NAT,F6,young,up,Forest,1,0.017364126,0.017364126
ERY_EMA,F1,old,low,Forest,1,5.319189521,11.95877289
ERY_EMA,F1,old,low,Forest,2,0.057745056,2.56224272
ERY_EMA,F1,old,low,Forest,3,0.057204023,1.287455285
ERY_EMA,F1,old,up,Forest,1,6.439538998,10.50856392
ERY_EMA,F1,old,up,Forest,2,0.014404863,3.883301142
ERY_EMA,F1,old,up,Forest,3,0.029801818,0.590768163
ERY_EMA,F1,young,up,Forest,1,7.01754386,7.756694619
ERY_EMA,F1,young,up,Forest,2,0.009089257,0.350039377
ERY_EMA,F1,young,up,Forest,3,27.03187269,26.33980073
ERY_EMA,F2,old,low,Forest,1,0.0325168,1.056689212
ERY_EMA,F2,old,low,Forest,2,2.964276372,12.03394112
ERY_EMA,F2,old,up,Forest,1,0.024353322,7.899540528
ERY_EMA,F2,old,up,Forest,2,0.037188546,3.893681162
ERY_EMA,F2,young,up,Forest,1,0.03968954,5.655104317
ERY_EMA,F2,young,up,Forest,2,0.008348639,1.749219573
ERY_EMA,F3,old,low,Forest,1,0.252691975,0.624492251
ERY_EMA,F3,old,low,Forest,2,0.140025167,0.163856586
ERY_EMA,F3,old,low,Forest,3,0.027762354,1.260937522
ERY_EMA,F3,old,up,Forest,1,0.753910946,5.148303785
ERY_EMA,F3,old,up,Forest,2,0.06466214,0.51604724
ERY_EMA,F3,old,up,Forest,3,0.068847754,0.493963033
ERY_EMA,F3,young,up,Forest,1,0.26,1.682728504
ERY_EMA,F3,young,up,Forest,2,0.261241113,2.8700226
ERY_EMA,F4,old,low,Forest,1,7.87097472,12.02315644
ERY_EMA,F4,old,low,Forest,2,4.176724387,7.773494921
ERY_EMA,F4,old,up,Forest,1,1.294083724,6.611837451
ERY_EMA,F4,old,up,Forest,2,0.787101688,11.66069824
ERY_EMA,F4,young,up,Forest,2,27.50960886,23.99357852
ERY_EMA,F5,old,low,Forest,1,0.13720558,3.812714032
ERY_EMA,F5,old,low,Forest,2,0.036868714,5.146967801
ERY_EMA,F5,old,low,Forest,3,2.442427674,11.28788079
ERY_EMA,F5,old,up,Forest,1,3.462117411,10.89913153
ERY_EMA,F5,old,up,Forest,2,0.053503471,6.414003495
ERY_EMA,F5,old,up,Forest,3,0.786581839,3.231674355
ERY_EMA,F5,young,up,Forest,2,17.28439126,17.28439126
ERY_EMA,F6,old,low,Forest,1,0.05946187,4.34708055
ERY_EMA,F6,old,low,Forest,2,3.080750096,8.931685629
ERY_EMA,F6,old,up,Forest,1,3.2809871,10.82835258
ERY_EMA,F6,old,up,Forest,2,0.061345676,4.979124188
ERY_EMA,F6,young,up,Forest,2,1.648231905,11.54442474
EUC_DIV,S13,old,low,Savanna,1,0.045573602,3.11652391
EUC_DIV,S13,old,low,Savanna,2,0.045787546,0.03846083
EUC_DIV,S13,old,low,Savanna,3,1.310060248,1.448554197
EUC_DIV,S13,old,up,Savanna,1,0.043157152,1.877222998
EUC_DIV,S13,old,up,Savanna,2,0.025268478,0.052073132
EUC_DIV,S13,old,up,Savanna,3,0.047598338,1.433794264
EUC_DIV,S13,young,up,Savanna,1,0.038595137,0.03225227
EUC_DIV,S13,young,up,Savanna,2,0.030111412,0.033230046
EUC_DIV,S13,young,up,Savanna,3,0.049916805,0.047581256
EUC_DIV,S46,old,low,Savanna,1,5.984857589,4.251834147
EUC_DIV,S46,old,low,Savanna,2,12.52960045,11.1398972
EUC_DIV,S46,old,up,Savanna,1,0.152145248,2.655897406
EUC_DIV,S46,old,up,Savanna,2,3.349171757,3.883554801
EUC_DIV,S46,young,up,Savanna,1,7.79546328,12.32991476
EUC_DIV,S46,young,up,Savanna,2,0.676284941,18.41955786
EUC_DIV,S49,old,up,Savanna,3,1.63730424,2.597295855
EUC_DIV,S49,young,up,Savanna,1,1.192865106,4.635241566
EUC_DIV,S49,young,up,Savanna,2,3.440418379,3.854265406
EUC_DIV,S49,young,up,Savanna,3,2.17673541,6.560275878
EUC_DIV,S50,old,low,Savanna,1,0.341997264,1.453936134
EUC_DIV,S50,old,low,Savanna,2,2.377179081,2.997490878
EUC_DIV,S50,old,low,Savanna,3,0.134939651,0.319339191
EUC_DIV,S50,old,up,Savanna,1,0.769374186,2.801377732
EUC_DIV,S50,old,up,Savanna,2,0.67169294,3.493340081
EUC_DIV,S50,old,up,Savanna,3,1.444622793,1.964127792
EUC_DIV,S50,young,up,Savanna,1,5.298489571,15.13905399
EUC_DIV,S50,young,up,Savanna,2,0,0
EUC_DIV,S52,old,low,Savanna,1,0.038570675,4.02560601
EUC_DIV,S52,old,low,Savanna,2,0.032739729,0.032093332
EUC_DIV,S52,old,low,Savanna,3,0.364106178,2.067797532
EUC_DIV,S52,old,up,Savanna,1,0.113012593,1.608547488
EUC_DIV,S52,old,up,Savanna,2,0.059828174,0.070668802
EUC_DIV,S52,old,up,Savanna,3,0.097497563,0.296811059
EUC_DIV,S52,young,up,Savanna,1,0.106401844,0.157101498
EUC_DIV,S52,young,up,Savanna,2,0.121065375,0.694697867
EUC_DIV,S52,young,up,Savanna,3,0.441963247,0.441931127
EUC_DIV,S58,old,low,Savanna,1,0.080176388,2.494080218
EUC_DIV,S58,old,low,Savanna,2,0.19988578,3.350631695
EUC_DIV,S58,old,low,Savanna,3,0.142348754,0.88145689
EUC_DIV,S58,old,up,Savanna,1,0.06466214,0.905747913
EUC_DIV,S58,old,up,Savanna,2,0.090313841,3.343728421
EUC_DIV,S58,old,up,Savanna,3,0.283464884,0.355010403
EUC_DIV,S58,young,up,Savanna,1,3.083669797,20.06873788
EUC_DIV,S58,young,up,Savanna,2,37.02648984,38.16022899
EUC_DIV,S58,young,up,Savanna,3,1.022220602,6.453471265
EUC_DIV,S8,old,low,Savanna,1,2.684447671,13.1512342
EUC_DIV,S8,old,low,Savanna,2,1.269871132,2.622065333
EUC_DIV,S8,old,up,Savanna,1,0.498629686,6.064318177
EUC_DIV,S8,old,up,Savanna,2,3.138614809,4.912630975
EUC_DIV,S8,young,up,Savanna,1,2.495994069,16.31788889
EUC_DIV,S8,young,up,Savanna,2,0.268224366,1.133756371
EUC_DIV,T12,old,low,Thicket,1,0.047345282,1.760422335
EUC_DIV,T12,old,low,Thicket,2,6.669221924,5.731498875
EUC_DIV,T12,old,low,Thicket,3,0.019043992,0.041755969
EUC_DIV,T12,old,up,Thicket,1,0.092148674,1.005266079
EUC_DIV,T12,old,up,Thicket,2,0.044338269,1.525080353
EUC_DIV,T12,old,up,Thicket,3,0.188306158,0.901342016
EUC_DIV,T12,young,up,Thicket,1,14.01125473,12.26037874
EUC_DIV,T12,young,up,Thicket,3,0.058518138,1.03954733
EUC_DIV,T13,old,low,Thicket,3,4.208382731,7.250977849
EUC_DIV,T13,old,up,Thicket,1,5.123751628,7.752723257
EUC_DIV,T13,old,up,Thicket,2,0.217594032,1.669106811
EUC_DIV,T13,old,up,Thicket,3,10.04753985,11.85972111
EUC_DIV,T17,old,low,Thicket,1,0.036534911,1.7675735
EUC_DIV,T17,old,low,Thicket,2,0.871359942,8.824779736
EUC_DIV,T17,old,low,Thicket,3,3.256597417,9.090773094
EUC_DIV,T17,old,up,Thicket,1,1.464861858,6.417944176
EUC_DIV,T17,old,up,Thicket,2,0.361098037,5.014377604
EUC_DIV,T17,old,up,Thicket,3,2.73043584,4.594265943
EUC_DIV,T17,young,up,Thicket,1,0.047087514,0.065670606
EUC_DIV,T17,young,up,Thicket,3,0,0
EUC_DIV,T23,old,low,Thicket,1,0.094293564,2.874752658
EUC_DIV,T23,old,low,Thicket,2,0.071755527,2.409697847
EUC_DIV,T23,old,low,Thicket,3,0.041542616,0.048113714
EUC_DIV,T23,old,up,Thicket,1,0.039383626,0.554687165
EUC_DIV,T23,old,up,Thicket,2,0.081366965,0.795768636
EUC_DIV,T23,old,up,Thicket,3,0.053729076,0.17691969
EUC_DIV,T23,young,up,Thicket,1,0.225326724,4.099038902
EUC_DIV,T23,young,up,Thicket,2,0.225326724,4.099038902
EUC_DIV,T9,old,low,Thicket,1,0.862548251,1.446373738
EUC_DIV,T9,old,low,Thicket,2,0.040143722,1.379520135
EUC_DIV,T9,old,low,Thicket,3,9.628627644,7.869096383
EUC_DIV,T9,old,up,Thicket,1,1.662893596,3.554516041
EUC_DIV,T9,old,up,Thicket,2,0.391903822,2.741211851
EUC_DIV,T9,old,up,Thicket,3,0.711311589,3.333425108
EUC_DIV,T9,young,up,Thicket,3,0.369507591,0.395958914
EUC_NAT,F1,old,low,Forest,1,0.048651936,10.49460135
EUC_NAT,F1,old,up,Forest,1,0.028265355,16.90919101
EUC_NAT,F1,young,up,Forest,1,1.607369703,1.607369703
EUC_NAT,F2,old,low,Forest,1,0.055730266,0.556448082
EUC_NAT,F2,old,low,Forest,2,1.23695923,1.23695923
EUC_NAT,F2,old,low,Forest,3,2.397984433,6.815944104
EUC_NAT,F2,old,up,Forest,1,1.542380076,3.507457117
EUC_NAT,F2,old,up,Forest,2,3.28803892,12.47701022
EUC_NAT,F2,old,up,Forest,3,0.030974137,0.076401706
EUC_NAT,F2,young,up,Forest,1,0.036511145,0.072603653
EUC_NAT,F3,old,low,Forest,1,0.91272925,5.395769252
EUC_NAT,F3,old,low,Forest,2,0.098863075,0.088307247
EUC_NAT,F3,old,low,Forest,3,0.74342914,1.063688521
EUC_NAT,F3,old,up,Forest,1,0.081926276,1.005641606
EUC_NAT,F3,old,up,Forest,2,0.326465708,0.418903895
EUC_NAT,F3,old,up,Forest,3,0.08595239,0.112339656
EUC_NAT,F3,young,up,Forest,1,0.253077187,0.253077187
EUC_NAT,F3,young,up,Forest,3,2.226665455,3.350057813
EUC_NAT,F4,old,low,Forest,1,20.25388065,24.15819514
EUC_NAT,F4,old,low,Forest,2,1.031053627,3.425120414
EUC_NAT,F4,old,up,Forest,1,17.33895773,15.0534156
EUC_NAT,F4,old,up,Forest,2,0.523844854,5.42029834
EUC_NAT,F6,old,low,Forest,1,4.497650481,12.5801658
EUC_NAT,F6,old,low,Forest,2,1.723571898,3.177776387
EUC_NAT,F6,old,up,Forest,1,0.104185502,4.767946414
EUC_NAT,F6,old,up,Forest,2,4.045123063,5.038272422
EUC_NAT,T24,old,low,Thicket,1,0.012630249,0.01409329
EUC_NAT,T24,old,low,Thicket,2,0.021830883,0.023420107
EUC_NAT,T24,old,low,Thicket,3,0.025740026,0.286893682
EUC_NAT,T24,old,up,Thicket,1,0.025195263,0.024634871
EUC_NAT,T24,old,up,Thicket,2,0.054818287,0.359644126
EUC_NAT,T24,old,up,Thicket,3,0.167264038,0.430899268
EUC_NAT,T24,young,up,Thicket,1,0.020597322,1.258242908
EUC_NAT,T24,young,up,Thicket,2,0.029893671,0.06072315
EUC_NAT,T24,young,up,Thicket,3,0.073651261,0.741923506
EUC_NAT,T9,old,low,Thicket,1,0.060192616,0.06054874
EUC_NAT,T9,old,low,Thicket,3,25.10356255,25.10356255
EUC_NAT,T9,old,up,Thicket,1,0.152052712,0.573832733
EUC_NAT,T9,old,up,Thicket,2,0.571658256,1.056306486
EUC_NAT,T9,old,up,Thicket,3,0.418711935,4.27946201
EUC_NAT,T9,young,up,Thicket,2,0.837178937,0.837178937
EUC_RAC,F3,old,low,Forest,2,0.038031262,0.38736189
EUC_RAC,F3,old,low,Forest,3,1.120245237,5.182886085
EUC_RAC,F3,old,up,Forest,2,0.084384237,0.455312852
EUC_RAC,F3,old,up,Forest,3,0.221013261,5.647862041
EUC_RAC,F3,young,up,Forest,1,0.09966596,1.679589377
EUC_RAC,F7,old,low,Forest,1,0.146104733,6.582110794
EUC_RAC,F7,old,low,Forest,2,0,0.878622367
EUC_RAC,F7,old,low,Forest,3,0.013719303,1.335303427
EUC_RAC,F7,old,up,Forest,1,0.197779035,3.667798924
EUC_RAC,F7,old,up,Forest,2,1.10514946,4.469510596
EUC_RAC,F7,old,up,Forest,3,0.002910361,0.033697309
EUC_RAC,S1,old,low,Savanna,1,0.047672062,1.16143745
