species,site,leaf_age,leaf_area,side,habitat,individual,herbivory_percentage_median,herbivory_percentage_mean
ACA_ROB,F7,old,0.04,up,Forest,1,0,0
ACA_ROB,F7,old,0.045,up,Forest,1,0,0
ACA_ROB,F7,old,0.049,up,Forest,1,0,0
ACA_ROB,F7,old,0.054,up,Forest,2,0,0
ACA_ROB,F7,old,0.057,up,Forest,1,3.50877193,3.50877193
ACA_ROB,F7,old,0.057,up,Forest,2,0,0
ACA_ROB,F7,old,0.059,up,Forest,2,0,0
ACA_ROB,F7,old,0.061,up,Forest,1,0,0
ACA_ROB,F7,old,0.061,up,Forest,2,0,0
ACA_ROB,F7,old,0.062,up,Forest,1,0,0
ACA_ROB,F7,old,0.064,up,Forest,1,0,0
ACA_ROB,F7,old,0.064,up,Forest,2,0,0
ACA_ROB,F7,old,0.066,up,Forest,2,0,0
ACA_ROB,F7,old,0.067,up,Forest,2,0,0
ACA_ROB,F7,old,0.069,up,Forest,2,0,0
ACA_ROB,F7,old,0.07,up,Forest,2,2.857142857,2.857142857
ACA_ROB,F7,old,0.071,up,Forest,2,0,0
ACA_ROB,F7,old,0.075,up,Forest,2,2.666666667,2.666666667
ACA_ROB,F7,old,0.077,up,Forest,2,1.298701299,1.298701299
ACA_ROB,F7,old,0.079,up,Forest,1,0,0
ACA_ROB,F7,old,0.08,up,Forest,2,0,0
ACA_ROB,F7,old,0.084,up,Forest,2,0,0
ACA_ROB,F7,old,0.088,up,Forest,1,0,0
ACA_ROB,F7,old,0.088,up,Forest,2,0,0
ACA_ROB,F7,old,0.09,up,Forest,1,1.111111111,1.111111111
ACA_ROB,F7,old,0.09,up,Forest,2,0,0
ACA_ROB,F7,old,0.097,up,Forest,1,0,0
ACA_ROB,F7,old,0.1,up,Forest,2,2,2
ACA_ROB,F7,old,0.101,up,Forest,1,0,0
ACA_ROB,F7,old,0.102,up,Forest,1,0,0
ACA_ROB,F7,old,0.106,up,Forest,1,0,0
ACA_ROB,F7,old,0.11,up,Forest,1,0,0
ACA_ROB,F7,old,0.112,up,Forest,1,0,0
ACA_ROB,F7,old,0.124,up,Forest,1,0,0
ACA_ROB,S13,old,0.054,up,Savanna,2,0,0
ACA_ROB,S13,old,0.056,up,Savanna,2,0,0
ACA_ROB,S13,old,0.057,up,Savanna,2,0,0
ACA_ROB,S13,old,0.058,up,Savanna,2,0,0
ACA_ROB,S13,old,0.059,up,Savanna,2,0,0
ACA_ROB,S13,old,0.06,up,Savanna,2,0,0
ACA_ROB,S13,old,0.063,up,Savanna,2,0,0
ACA_ROB,S13,old,0.064,up,Savanna,2,1.5625,1.5625
ACA_ROB,S13,old,0.065,up,Savanna,2,0,0
ACA_ROB,S13,old,0.069,up,Savanna,1,0,0
ACA_ROB,S13,old,0.069,up,Savanna,2,0,0
ACA_ROB,S13,old,0.07,up,Savanna,1,0,0
ACA_ROB,S13,old,0.07,up,Savanna,2,0,0
ACA_ROB,S13,old,0.072,up,Savanna,2,0,0
ACA_ROB,S13,old,0.073,up,Savanna,1,0,0
ACA_ROB,S13,old,0.074,up,Savanna,2,8.108108108,8.108108108
ACA_ROB,S13,old,0.079,up,Savanna,1,0,0
ACA_ROB,S13,old,0.081,up,Savanna,1,0,0
ACA_ROB,S13,old,0.082,up,Savanna,1,0,0
ACA_ROB,S13,old,0.085,up,Savanna,1,0,0
ACA_ROB,S13,old,0.09,up,Savanna,1,11.666666665,11.666666665
ACA_ROB,S13,old,0.091,up,Savanna,1,0.5494505495,0.5494505495
ACA_ROB,S13,old,0.094,up,Savanna,1,0,0
ACA_ROB,S13,old,0.101,up,Savanna,1,0,0
ACA_ROB,S13,old,0.104,up,Savanna,1,0,0
ACA_ROB,S13,old,0.108,up,Savanna,1,19.444444445,19.444444445
ACA_ROB,S20,old,0.03,up,Savanna,1,0,0
ACA_ROB,S20,old,0.031,up,Savanna,1,0,0
ACA_ROB,S20,old,0.033,up,Savanna,1,0,0
ACA_ROB,S20,old,0.037,up,Savanna,1,0,0
ACA_ROB,S20,old,0.038,up,Savanna,2,0,0
ACA_ROB,S20,old,0.039,up,Savanna,2,0,0
ACA_ROB,S20,old,0.043,up,Savanna,1,0,0
ACA_ROB,S20,old,0.044,up,Savanna,1,0,0
ACA_ROB,S20,old,0.05,up,Savanna,2,0,0
ACA_ROB,S20,old,0.053,up,Savanna,2,0,0
ACA_ROB,S20,old,0.058,up,Savanna,1,0,0
ACA_ROB,S20,old,0.062,up,Savanna,2,0,0
ACA_ROB,S20,old,0.063,up,Savanna,1,0,0
ACA_ROB,S20,old,0.064,up,Savanna,2,0,0
ACA_ROB,S20,old,0.065,up,Savanna,2,0,0
ACA_ROB,S20,old,0.066,up,Savanna,1,0,0
ACA_ROB,S20,old,0.068,up,Savanna,2,0,0
ACA_ROB,S20,old,0.069,up,Savanna,1,0,0
ACA_ROB,S20,old,0.069,up,Savanna,2,0,0
ACA_ROB,S20,old,0.07,up,Savanna,2,0,0
ACA_ROB,S20,old,0.071,up,Savanna,1,0,0
ACA_ROB,S20,old,0.072,up,Savanna,1,0,0
ACA_ROB,S20,old,0.072,up,Savanna,2,0,0
ACA_ROB,S20,old,0.074,up,Savanna,1,0,0
ACA_ROB,S20,old,0.074,up,Savanna,2,0,0
ACA_ROB,S20,old,0.076,up,Savanna,1,0,0
ACA_ROB,S20,old,0.076,up,Savanna,2,0,0
ACA_ROB,S20,old,0.077,up,Savanna,1,0,0
ACA_ROB,S20,old,0.078,up,Savanna,1,0,0
ACA_ROB,S20,old,0.079,up,Savanna,1,0,0
ACA_ROB,S20,old,0.079,up,Savanna,2,0,0
ACA_ROB,S20,old,0.08,up,Savanna,1,0,0
ACA_ROB,S20,old,0.081,up,Savanna,1,0,0
ACA_ROB,S20,old,0.082,up,Savanna,1,0,0
ACA_ROB,S20,old,0.082,up,Savanna,2,0,0
ACA_ROB,S20,old,0.083,up,Savanna,1,0,0
ACA_ROB,S20,old,0.083,up,Savanna,2,0,0
ACA_ROB,S20,old,0.084,up,Savanna,2,0,0
ACA_ROB,S20,old,0.085,up,Savanna,2,0,0
ACA_ROB,S20,old,0.086,up,Savanna,1,0,0
ACA_ROB,S20,old,0.087,up,Savanna,1,0,0
ACA_ROB,S20,old,0.088,up,Savanna,1,0,0
ACA_ROB,S20,old,0.088,up,Savanna,2,0,0
ACA_ROB,S20,old,0.089,up,Savanna,2,0,0
ACA_ROB,S20,old,0.09,up,Savanna,1,0,0
ACA_ROB,S20,old,0.092,up,Savanna,1,0,0
ACA_ROB,S20,old,0.092,up,Savanna,2,0,0
ACA_ROB,S20,old,0.093,up,Savanna,2,0,0
ACA_ROB,S20,old,0.094,up,Savanna,1,0,0
ACA_ROB,S20,old,0.094,up,Savanna,2,0,0
ACA_ROB,S20,old,0.097,up,Savanna,1,0,0
ACA_ROB,S20,old,0.098,up,Savanna,1,0,0
ACA_ROB,S20,old,0.1,up,Savanna,1,0,0
ACA_ROB,S20,old,0.1,up,Savanna,2,0,0
ACA_ROB,S20,old,0.102,up,Savanna,1,0,0
ACA_ROB,S20,old,0.102,up,Savanna,2,0,0
ACA_ROB,S20,old,0.103,up,Savanna,1,0,0
ACA_ROB,S20,old,0.104,up,Savanna,2,0,0
ACA_ROB,S20,old,0.105,up,Savanna,1,0,0
ACA_ROB,S20,old,0.106,up,Savanna,2,0,0
ACA_ROB,S20,old,0.107,up,Savanna,2,0,0
ACA_ROB,S20,old,0.109,up,Savanna,1,0,0
ACA_ROB,S20,old,0.11,up,Savanna,2,0,0
ACA_ROB,S20,old,0.115,up,Savanna,2,0,0
ACA_ROB,S20,old,0.116,up,Savanna,2,0,0
ACA_ROB,S20,old,0.117,up,Savanna,2,0,0
ACA_ROB,S20,old,0.118,up,Savanna,1,0,0
ACA_ROB,S20,old,0.119,up,Savanna,1,0,0
ACA_ROB,S20,old,0.128,up,Savanna,2,0,0
ACA_ROB,S20,old,0.129,up,Savanna,2,0,0
ACA_ROB,S20,old,0.131,up,Savanna,1,0,0
ACA_ROB,S20,old,1.053,up,Savanna,1,3.608736942,3.608736942
ACA_ROB,S20,old,1.176,up,Savanna,2,0,0
ACA_ROB,S20,old,1.302,up,Savanna,1,6.298003072,6.298003072
ACA_ROB,S20,old,1.493,up,Savanna,2,0,0
ACA_ROB,S20,old,1.525,up,Savanna,1,13.24590164,13.24590164
ACA_ROB,S20,old,1.695,up,Savanna,2,0,0
ACA_ROB,S21,old,0.028,up,Savanna,2,0,0
ACA_ROB,S21,old,0.034,up,Savanna,2,0,0
ACA_ROB,S21,old,0.037,up,Savanna,2,0,0
ACA_ROB,S21,old,0.04,up,Savanna,2,0,0
ACA_ROB,S21,old,0.041,up,Savanna,2,0,0
ACA_ROB,S21,old,0.045,up,Savanna,1,0,0
ACA_ROB,S21,old,0.047,up,Savanna,2,0,0
ACA_ROB,S21,old,0.048,up,Savanna,2,0,0
ACA_ROB,S21,old,0.049,up,Savanna,2,0,0
ACA_ROB,S21,old,0.052,up,Savanna,2,0,0
ACA_ROB,S21,old,0.053,up,Savanna,2,0,0
ACA_ROB,S21,old,0.054,up,Savanna,2,0,0
ACA_ROB,S21,old,0.055,up,Savanna,2,0,0
ACA_ROB,S21,old,0.056,up,Savanna,1,0,0
ACA_ROB,S21,old,0.057,up,Savanna,1,0,0
ACA_ROB,S21,old,0.058,up,Savanna,1,0,0
ACA_ROB,S21,old,0.058,up,Savanna,2,0,0
ACA_ROB,S21,old,0.059,up,Savanna,2,0,0
ACA_ROB,S21,old,0.061,up,Savanna,2,0,0
ACA_ROB,S21,old,0.065,up,Savanna,2,0,0
ACA_ROB,S21,old,0.066,up,Savanna,2,0,0
ACA_ROB,S21,old,0.067,up,Savanna,2,0,0
ACA_ROB,S21,old,0.068,up,Savanna,2,0,0
ACA_ROB,S21,old,0.07,up,Savanna,2,0,0
ACA_ROB,S21,old,0.071,up,Savanna,1,0,0
ACA_ROB,S21,old,0.071,up,Savanna,2,0,0
ACA_ROB,S21,old,0.073,up,Savanna,1,0,0
ACA_ROB,S21,old,0.074,up,Savanna,1,0,0
ACA_ROB,S21,old,0.075,up,Savanna,1,0,0
ACA_ROB,S21,old,0.075,up,Savanna,2,0,0
ACA_ROB,S21,old,0.076,up,Savanna,2,0,0
ACA_ROB,S21,old,0.078,up,Savanna,2,0,0
ACA_ROB,S21,old,0.079,up,Savanna,1,0,0
ACA_ROB,S21,old,0.08,up,Savanna,1,0,0
ACA_ROB,S21,old,0.082,up,Savanna,1,0,0
ACA_ROB,S21,old,0.083,up,Savanna,1,0.6024096385,0.6024096385
ACA_ROB,S21,old,0.083,up,Savanna,2,0,0
ACA_ROB,S21,old,0.085,up,Savanna,2,0,0
ACA_ROB,S21,old,0.087,up,Savanna,1,0,0
ACA_ROB,S21,old,0.091,up,Savanna,1,0,0
ACA_ROB,S21,old,0.093,up,Savanna,2,0,0
ACA_ROB,S21,old,0.094,up,Savanna,1,0,0
ACA_ROB,S21,old,0.094,up,Savanna,2,0,0
ACA_ROB,S21,old,0.095,up,Savanna,1,0,0
ACA_ROB,S21,old,0.095,up,Savanna,2,0,0
ACA_ROB,S21,old,0.096,up,Savanna,1,0,0
ACA_ROB,S21,old,0.096,up,Savanna,2,1.041666667,1.041666667
ACA_ROB,S21,old,0.098,up,Savanna,1,0,0
ACA_ROB,S21,old,0.099,up,Savanna,1,0,0
ACA_ROB,S21,old,0.099,up,Savanna,2,0,0
ACA_ROB,S21,old,0.1,up,Savanna,1,0,0
ACA_ROB,S21,old,0.1,up,Savanna,2,1,1
ACA_ROB,S21,old,0.102,up,Savanna,1,0,0
ACA_ROB,S21,old,0.102,up,Savanna,2,0,0
ACA_ROB,S21,old,0.103,up,Savanna,1,0,0
ACA_ROB,S21,old,0.104,up,Savanna,1,0,0
ACA_ROB,S21,old,0.106,up,Savanna,1,0,0
ACA_ROB,S21,old,0.106,up,Savanna,2,0,0
ACA_ROB,S21,old,0.107,up,Savanna,1,0,0
ACA_ROB,S21,old,0.108,up,Savanna,1,0,0
ACA_ROB,S21,old,0.11,up,Savanna,1,0,0
ACA_ROB,S21,old,0.111,up,Savanna,1,0,0
ACA_ROB,S21,old,0.112,up,Savanna,1,0,0
ACA_ROB,S21,old,0.114,up,Savanna,1,0,0
ACA_ROB,S21,old,0.118,up,Savanna,1,0,0
ACA_ROB,S21,old,0.12,up,Savanna,1,0,0
ACA_ROB,S21,old,0.133,up,Savanna,1,0,0
ACA_ROB,S21,old,0.963,up,Savanna,2,0.726895119,0.726895119
ACA_ROB,S21,old,0.983,up,Savanna,2,0.1017294,0.1017294
ACA_ROB,S21,old,1.359,up,Savanna,2,0.073583517,0.073583517
ACA_ROB,S21,old,1.39,up,Savanna,1,0.071942446,0.071942446
ACA_ROB,S21,old,1.522,up,Savanna,1,0,0
ACA_ROB,S21,old,1.968,up,Savanna,1,0.050813008,0.050813008
ACA_ROB,S52,old,0.044,up,Savanna,2,0,0
ACA_ROB,S52,old,0.047,up,Savanna,2,0,0
ACA_ROB,S52,old,0.051,up,Savanna,2,3.921568627,3.921568627
ACA_ROB,S52,old,0.062,up,Savanna,2,0,0
ACA_ROB,S52,old,0.067,up,Savanna,1,8.955223881,8.955223881
ACA_ROB,S52,old,0.067,up,Savanna,2,0,0
ACA_ROB,S52,old,0.069,up,Savanna,2,0,0
ACA_ROB,S52,old,0.073,up,Savanna,2,1.369863014,1.369863014
ACA_ROB,S52,old,0.081,up,Savanna,2,1.234567901,1.234567901
ACA_ROB,S52,old,0.081,up,Savanna,3,0,0
ACA_ROB,S52,old,0.084,up,Savanna,1,0,0
ACA_ROB,S52,old,0.085,up,Savanna,3,0,0
ACA_ROB,S52,old,0.086,up,Savanna,1,0,0
ACA_ROB,S52,old,0.091,up,Savanna,1,19.78021978,19.78021978
ACA_ROB,S52,old,0.091,up,Savanna,2,0,0
ACA_ROB,S52,old,0.091,up,Savanna,3,0,0
ACA_ROB,S52,old,0.094,up,Savanna,1,13.82978723,13.82978723
ACA_ROB,S52,old,0.095,up,Savanna,2,22.10526316,22.10526316
ACA_ROB,S52,old,0.098,up,Savanna,2,22.44897959,22.44897959
ACA_ROB,S52,old,0.102,up,Savanna,3,0,0
ACA_ROB,S52,old,0.103,up,Savanna,1,0,0
ACA_ROB,S52,old,0.105,up,Savanna,1,0,0
ACA_ROB,S52,old,0.105,up,Savanna,3,0,0
ACA_ROB,S52,old,0.109,up,Savanna,2,35.77981651,35.77981651
ACA_ROB,S52,old,0.11,up,Savanna,1,0,0
ACA_ROB,S52,old,0.11,up,Savanna,2,34.54545455,34.54545455
ACA_ROB,S52,old,0.11,up,Savanna,3,2.727272727,2.727272727
ACA_ROB,S52,old,0.111,up,Savanna,1,0,0
ACA_ROB,S52,old,0.111,up,Savanna,3,0,0
ACA_ROB,S52,old,0.112,up,Savanna,1,0,0
ACA_ROB,S52,old,0.112,up,Savanna,3,0,0
ACA_ROB,S52,old,0.113,up,Savanna,1,33.62831858,33.62831858
ACA_ROB,S52,old,0.116,up,Savanna,2,0,0
ACA_ROB,S52,old,0.117,up,Savanna,3,0,0
ACA_ROB,S52,old,0.119,up,Savanna,3,0,0
ACA_ROB,S52,old,0.12,up,Savanna,1,0,0
ACA_ROB,S52,old,0.121,up,Savanna,2,12.39669421,12.39669421
ACA_ROB,S52,old,0.124,up,Savanna,2,5.64516129,5.64516129
ACA_ROB,S52,old,0.125,up,Savanna,1,0,0
ACA_ROB,S52,old,0.127,up,Savanna,1,0,0
ACA_ROB,S52,old,0.127,up,Savanna,3,0,0
ACA_ROB,S52,old,0.129,up,Savanna,3,0,0
ACA_ROB,S52,old,0.13,up,Savanna,1,0,0
ACA_ROB,S52,old,0.131,up,Savanna,1,38.93129771,38.93129771
ACA_ROB,S52,old,0.132,up,Savanna,3,0,0
ACA_ROB,S52,old,0.133,up,Savanna,1,0,0
ACA_ROB,S52,old,0.133,up,Savanna,2,3.007518797,3.007518797
ACA_ROB,S52,old,0.133,up,Savanna,3,5.639097745,5.639097745
ACA_ROB,S52,old,0.134,up,Savanna,3,0,0
ACA_ROB,S52,old,0.136,up,Savanna,1,0,0
ACA_ROB,S52,old,0.137,up,Savanna,1,2.919708029,2.919708029
ACA_ROB,S52,old,0.14,up,Savanna,1,0,0
ACA_ROB,S52,old,0.14,up,Savanna,2,0,0
ACA_ROB,S52,old,0.14,up,Savanna,3,0,0
ACA_ROB,S52,old,0.144,up,Savanna,1,0,0
ACA_ROB,S52,old,0.15,up,Savanna,1,0,0
ACA_ROB,S52,old,0.151,up,Savanna,1,0,0
ACA_ROB,S52,old,0.175,up,Savanna,3,0,0
ACA_ROB,S52,old,0.251,up,Savanna,2,0.796812749,0.796812749
ACA_ROB,S52,old,0.74,up,Savanna,2,0,0
ACA_ROB,S52,old,0.786,up,Savanna,2,5.852417303,3.9016115353333336
ACA_ROB,S52,old,0.87,up,Savanna,2,0,0
ACA_ROB,S52,old,0.936,up,Savanna,2,7.051282051,4.7008547006666666
ACA_ROB,S52,old,1.117,up,Savanna,3,0.17905103,0.17905103
ACA_ROB,S52,old,1.178,up,Savanna,3,25.3820034,25.3820034
ACA_ROB,S53,old,0.038,up,Savanna,3,0,0
ACA_ROB,S53,old,0.039,up,Savanna,2,0,0
ACA_ROB,S53,old,0.044,up,Savanna,2,0,0
ACA_ROB,S53,old,0.046,up,Savanna,2,0,0
ACA_ROB,S53,old,0.047,up,Savanna,1,2.127659574,2.127659574
ACA_ROB,S53,old,0.047,up,Savanna,2,0,0
ACA_ROB,S53,old,0.048,up,Savanna,2,0,0
ACA_ROB,S53,old,0.048,up,Savanna,3,4.166666667,4.166666667
ACA_ROB,S53,old,0.05,up,Savanna,3,0,0
ACA_ROB,S53,old,0.052,up,Savanna,1,0,0
ACA_ROB,S53,old,0.053,up,Savanna,1,0,0
ACA_ROB,S53,old,0.055,up,Savanna,2,0,0
ACA_ROB,S53,old,0.057,up,Savanna,2,0,0
ACA_ROB,S53,old,0.058,up,Savanna,3,1.724137931,1.724137931
ACA_ROB,S53,old,0.059,up,Savanna,2,1.694915254,1.694915254
ACA_ROB,S53,old,0.06,up,Savanna,2,11.66666667,11.66666667
ACA_ROB,S53,old,0.06,up,Savanna,3,0,0
ACA_ROB,S53,old,0.062,up,Savanna,3,8.064516129,8.064516129
ACA_ROB,S53,old,0.063,up,Savanna,1,0,0
ACA_ROB,S53,old,0.065,up,Savanna,1,0,0
ACA_ROB,S53,old,0.066,up,Savanna,1,0,0
ACA_ROB,S53,old,0.066,up,Savanna,2,7.575757576,7.575757576
ACA_ROB,S53,old,0.067,up,Savanna,1,0,0
ACA_ROB,S53,old,0.068,up,Savanna,2,0,0
ACA_ROB,S53,old,0.069,up,Savanna,3,0,0
ACA_ROB,S53,old,0.072,up,Savanna,1,0,0
ACA_ROB,S53,old,0.073,up,Savanna,3,0,0
ACA_ROB,S53,old,0.075,up,Savanna,1,1.333333333,1.333333333
ACA_ROB,S53,old,0.078,up,Savanna,1,0,0
ACA_ROB,S53,old,0.079,up,Savanna,3,0,0
ACA_ROB,S53,old,0.08,up,Savanna,1,0,0
ACA_ROB,S53,old,0.081,up,Savanna,1,0,0
ACA_ROB,S53,old,0.083,up,Savanna,1,2.409638554,2.409638554
ACA_ROB,S53,old,0.083,up,Savanna,3,0,0
ACA_ROB,S53,old,0.084,up,Savanna,3,1.1904761905,1.1904761905
ACA_ROB,S53,old,0.088,up,Savanna,1,0,0
ACA_ROB,S53,old,0.091,up,Savanna,3,0,0
ACA_ROB,S53,old,0.092,up,Savanna,1,0,0.36231884066666664
ACA_ROB,S53,old,0.095,up,Savanna,1,11.57894737,11.57894737
ACA_ROB,S53,old,0.096,up,Savanna,3,0,0
ACA_ROB,S53,old,0.1,up,Savanna,1,0,0
ACA_ROB,S53,old,0.103,up,Savanna,3,0,0
ACA_ROB,S53,old,0.106,up,Savanna,1,0,0
ACA_ROB,S53,old,0.107,up,Savanna,3,0,0
ACA_ROB,T23,old,0.026,up,Thicket,3,0,0
ACA_ROB,T23,old,0.028,up,Thicket,3,10.71428571,10.71428571
ACA_ROB,T23,old,0.033,up,Thicket,3,3.03030303,3.03030303
ACA_ROB,T23,old,0.035,up,Thicket,1,0,0
ACA_ROB,T23,old,0.037,up,Thicket,2,0,0
ACA_ROB,T23,old,0.037,up,Thicket,3,2.702702703,2.702702703
ACA_ROB,T23,old,0.039,up,Thicket,3,7.692307692,7.692307692
ACA_ROB,T23,old,0.043,up,Thicket,2,0,0
ACA_ROB,T23,old,0.046,up,Thicket,2,0,0
ACA_ROB,T23,old,0.046,up,Thicket,3,4.347826087,4.347826087
ACA_ROB,T23,old,0.047,up,Thicket,2,2.127659574,2.127659574
ACA_ROB,T23,old,0.049,up,Thicket,1,0,0
ACA_ROB,T23,old,0.05,up,Thicket,1,0,0
ACA_ROB,T23,old,0.051,up,Thicket,2,0,0
ACA_ROB,T23,old,0.052,up,Thicket,2,0,0
ACA_ROB,T23,old,0.053,up,Thicket,2,0,0
ACA_ROB,T23,old,0.053,up,Thicket,3,0,0
ACA_ROB,T23,old,0.054,up,Thicket,1,16.66666667,16.66666667
ACA_ROB,T23,old,0.054,up,Thicket,2,0,0
ACA_ROB,T23,old,0.055,up,Thicket,2,0,0
ACA_ROB,T23,old,0.055,up,Thicket,3,0,0
ACA_ROB,T23,old,0.056,up,Thicket,2,1.785714286,1.785714286
ACA_ROB,T23,old,0.057,up,Thicket,3,8.771929825,8.771929825
ACA_ROB,T23,old,0.058,up,Thicket,2,0,0
ACA_ROB,T23,old,0.059,up,Thicket,1,0,0
ACA_ROB,T23,old,0.059,up,Thicket,3,0,0
ACA_ROB,T23,old,0.06,up,Thicket,1,0,0
ACA_ROB,T23,old,0.061,up,Thicket,3,6.557377049,6.557377049
ACA_ROB,T23,old,0.062,up,Thicket,3,3.225806452,3.225806452
ACA_ROB,T23,old,0.065,up,Thicket,2,0,0
ACA_ROB,T23,old,0.067,up,Thicket,2,0,0
ACA_ROB,T23,old,0.069,up,Thicket,2,0,0
ACA_ROB,T23,old,0.071,up,Thicket,2,0,0
ACA_ROB,T23,old,0.074,up,Thicket,1,1.351351351,1.351351351
ACA_ROB,T23,old,0.097,up,Thicket,1,0,0
ACA_ROB,T23,old,0.104,up,Thicket,1,2.884615385,2.884615385
ACA_ROB,T23,old,0.111,up,Thicket,1,0,0
ACA_ROB,T23,old,0.12,up,Thicket,1,0,0
ACA_ROB,T23,old,0.131,up,Thicket,1,0.763358779,0.763358779
ACA_ROB,T24,old,0.025,up,Thicket,1,0,0
ACA_ROB,T24,old,0.027,up,Thicket,2,0,0
ACA_ROB,T24,old,0.028,up,Thicket,1,0,0
ACA_ROB,T24,old,0.037,up,Thicket,1,2.702702703,2.702702703
ACA_ROB,T24,old,0.042,up,Thicket,2,0,0
ACA_ROB,T24,old,0.045,up,Thicket,1,0,0
ACA_ROB,T24,old,0.05,up,Thicket,2,0,0
ACA_ROB,T24,old,0.052,up,Thicket,2,0,0
ACA_ROB,T24,old,0.054,up,Thicket,2,0,0
ACA_ROB,T24,old,0.056,up,Thicket,1,0,0
ACA_ROB,T24,old,0.058,up,Thicket,2,0,0
ACA_ROB,T24,old,0.059,up,Thicket,2,0,0
ACA_ROB,T24,old,0.06,up,Thicket,2,0,0
ACA_ROB,T24,old,0.061,up,Thicket,2,0,0
ACA_ROB,T24,old,0.062,up,Thicket,1,4.838709677,4.838709677
ACA_ROB,T24,old,0.063,up,Thicket,1,3.174603175,3.174603175
ACA_ROB,T24,old,0.066,up,Thicket,1,12.12121212,12.12121212
ACA_ROB,T24,old,0.067,up,Thicket,1,0,0
ACA_ROB,T24,old,0.069,up,Thicket,1,0,0
ACA_ROB,T24,old,0.069,up,Thicket,2,0,0
ACA_ROB,T24,old,0.071,up,Thicket,1,0,0
ACA_ROB,T24,old,0.071,up,Thicket,2,8.450704225,8.450704225
ACA_ROB,T24,old,0.074,up,Thicket,1,0,0
ACA_ROB,T24,old,0.075,up,Thicket,1,5.333333335,5.333333335
ACA_ROB,T24,old,0.078,up,Thicket,1,0,0
ACA_ROB,T24,old,0.078,up,Thicket,2,16.66666667,16.66666667
ACA_ROB,T24,old,0.079,up,Thicket,1,0,0
ACA_ROB,T24,old,0.081,up,Thicket,1,0,0
ACA_ROB,T24,old,0.082,up,Thicket,1,0,0
ACA_ROB,T24,old,0.082,up,Thicket,2,1.219512195,1.219512195
ACA_ROB,T24,old,0.084,up,Thicket,2,0,0
ACA_ROB,T24,old,0.085,up,Thicket,2,0,0
ACA_ROB,T24,old,0.087,up,Thicket,2,0,0
ACA_ROB,T24,old,0.088,up,Thicket,1,3.409090909,3.409090909
ACA_ROB,T24,old,0.088,up,Thicket,2,0,0
ACA_ROB,T24,old,0.09,up,Thicket,2,0,0
ACA_ROB,T24,old,0.095,up,Thicket,3,0,0
ACA_ROB,T24,old,0.099,up,Thicket,2,0,0
ACA_ROB,T24,old,0.103,up,Thicket,2,0,0
ACA_ROB,T24,old,0.106,up,Thicket,3,0,0
ACA_ROB,T24,old,0.12,up,Thicket,3,0,0
ACA_ROB,T24,old,0.132,up,Thicket,3,0,0
ACA_ROB,T24,old,0.143,up,Thicket,3,0,0
ACA_ROB,T24,old,0.152,up,Thicket,3,0,0
ACA_ROB,T24,old,0.163,up,Thicket,3,0,0
ACA_ROB,T24,old,0.182,up,Thicket,3,1.648351648,1.648351648
ACA_ROB,T24,old,0.193,up,Thicket,3,0,0
ACA_ROB,T24,old,0.199,up,Thicket,3,0,0
ACA_ROB,T24,old,0.202,up,Thicket,3,0,0
ACA_ROB,T24,old,0.204,up,Thicket,3,2.6960784315,2.6960784315
ACA_ROB,T24,old,0.213,up,Thicket,3,0,0
ACA_ROB,T24,old,0.224,up,Thicket,3,1.339285714,1.339285714
ACA_ROB,T24,old,0.226,up,Thicket,3,0,0
ACA_ROB,T24,old,0.227,up,Thicket,3,0,0
ACA_ROB,T24,old,0.229,up,Thicket,3,0,0
ACA_ROB,T24,old,0.23,up,Thicket,3,0,0
ACA_ROB,T24,old,0.237,up,Thicket,3,0,0
ACA_ROB,T24,old,0.242,up,Thicket,3,0,0
ACA_ROB,T24,old,0.243,up,Thicket,3,0,0
ACA_ROB,T24,old,0.246,up,Thicket,3,1.62601626,1.62601626
ACA_ROB,T24,old,0.515,up,Thicket,3,0,0
EUC_RAC,F3,old,3.907,up,Forest,2,0.076785257,0.076785257
EUC_RAC,F3,old,5.2,up,Forest,3,0.038461538,0.038461538
EUC_RAC,F3,old,6.775,up,Forest,2,3.808118081,3.808118081
EUC_RAC,F3,old,6.952,up,Forest,2,0.302071346,0.302071346
EUC_RAC,F3,old,7.636,up,Forest,2,0.091671032,0.091671032
EUC_RAC,F3,old,9.238,up,Forest,2,0.075773977,0.075773977
EUC_RAC,F3,old,9.367,up,Forest,3,0.106757767,0.106757767
EUC_RAC,F3,old,9.575,up,Forest,2,0.323759791,0.323759791
EUC_RAC,F3,old,10.4,up,Forest,3,48.84615385,48.84615385
EUC_RAC,F3,old,10.811,up,Forest,2,0.064748867,0.064748867
EUC_RAC,F3,old,11.003,up,Forest,2,0.999727347,0.999727347
EUC_RAC,F3,old,11.109,up,Forest,3,13.71860654,13.71860654
EUC_RAC,F3,old,11.595,up,Forest,3,0.086244071,0.086244071
EUC_RAC,F3,old,11.764,up,Forest,3,0.221013261,0.221013261
EUC_RAC,F3,old,11.773,low,Forest,2,0.016988023,0.016988023
EUC_RAC,F3,old,11.996,low,Forest,3,0.100033344,0.100033344
EUC_RAC,F3,old,12.077,up,Forest,2,0.049681212,0.049681212
EUC_RAC,F3,old,12.179,low,Forest,3,18.45800148,18.45800148
EUC_RAC,F3,old,13.092,up,Forest,2,0.343721357,0.343721357
EUC_RAC,F3,old,13.501,low,Forest,2,1.459151174,1.459151174
